x,y
27.648,125.28
29.376,84.672
38.88,106.272
43.2,126.144
92.448,129.6
113.184,146.016
50.112,62.208
39.744,190.944
31.104,107.136
32.832,147.744
58.752,147.744
42.336,127.008
42.336,104.544
31.968,106.272
62.208,127.872
31.968,128.736
57.024,127.872
69.984,152.064
42.336,143.424
32.832,61.344
72.576,62.208
74.304,62.208
68.256,130.464
31.968,136.512
41.472,164.16
52.704,119.232
60.48,49.248
95.04,140.832
85.536,127.872
85.536,133.92
48.384,132.192
76.032,150.336
44.928,104.544
59.616,63.072
42.336,82.944
70.848,84.672
44.928,126.144
95.04,116.64
43.2,149.472
31.968,63.936
73.44,86.4
42.336,85.536
32.832,104.544
42.336,127.872
34.56,103.68
37.152,103.68
63.072,131.328
75.168,171.936
55.296,43.2
43.2,155.52
30.24,109.728
84.672,112.32
88.128,103.68
65.664,126.144
56.16,85.536
54.432,122.688
79.488,109.728
73.44,181.44
78.624,152.064
48.384,78.624
26.784,86.4
42.336,82.944
32.832,131.328
30.24,63.072
74.304,127.872
107.136,107.136
30.24,127.008
42.336,146.016
51.84,148.608
51.84,168.48
71.712,84.672
30.24,149.472
41.472,147.744
76.896,84.672
36.288,104.544
62.208,83.808
40.608,127.008
38.016,63.072
30.24,136.512
45.792,108.0
53.568,67.392
38.016,60.48
40.608,173.664
30.24,101.088
34.56,146.016
43.2,167.616
52.704,185.76
41.472,112.32
35.424,116.64
52.704,90.72
31.104,51.84
59.616,65.664
66.528,82.08
46.656,83.808
41.472,184.032
68.256,134.784
74.304,90.72
44.064,143.424
51.84,127.872
31.968,104.544
72.576,105.408
88.128,63.072
51.84,63.936
68.256,132.192
73.44,116.64
63.936,118.368
31.104,160.704
29.376,168.48
70.848,172.8
78.624,157.248
48.384,198.72
75.168,103.68
44.928,82.944
50.976,123.552
33.696,66.528
59.616,83.808
45.792,85.536
63.936,104.544
31.968,127.008
74.304,104.544
63.936,146.016
43.2,190.08
65.664,165.888
35.424,104.544
31.968,63.936
38.016,103.68
25.92,150.336
84.672,108.0
84.672,105.408
74.304,84.672
86.4,76.896
66.528,127.008
33.696,106.272
50.112,182.304
51.84,169.344
56.16,113.184
37.152,107.136
83.808,148.608
51.84,41.472
54.432,62.208
79.488,164.16
56.16,104.544
66.528,140.832
69.12,42.336
52.704,74.304
44.928,79.488
41.472,65.664
31.968,116.64
37.152,76.896
32.832,95.904
79.488,127.008
80.352,83.808
49.248,127.872
34.56,106.272
41.472,83.808
80.352,127.008
88.128,104.544
56.16,105.408
42.336,103.68
44.928,63.072
27.648,128.736
63.072,171.072
126.144,137.376
31.104,138.24
32.832,116.64
61.344,124.416
65.664,124.416
67.392,147.744
48.384,158.112
83.808,126.144
64.8,103.68
63.072,125.28
44.064,105.408
63.936,38.016
82.944,56.16
42.336,126.144
39.744,67.392
69.984,127.008
63.072,125.28
42.336,167.616
71.712,104.544
42.336,158.976
29.376,168.48
49.248,117.504
63.072,109.728
31.968,107.136
31.968,158.112
97.632,85.536
40.608,34.56
57.024,85.536
59.616,125.28
31.968,128.736
66.528,124.416
42.336,55.296
100.224,146.016
76.032,64.8
34.56,127.872
29.376,93.312
55.296,130.464
57.888,149.472
39.744,165.024
85.536,63.072
26.784,63.936
44.064,106.272
44.064,104.544
61.344,150.336
79.488,63.072
89.856,189.216
26.784,146.016
42.336,106.272
51.84,147.744
71.712,106.272
40.608,63.936
63.072,111.456
50.976,43.2
69.984,171.072
94.176,63.072
49.248,86.4
76.032,105.408
75.168,123.552
64.8,148.608
47.52,148.608
44.928,126.144
33.696,106.272
31.104,114.912
84.672,149.472
43.2,104.544
41.472,148.608
84.672,147.744
80.352,150.336
30.24,63.936
44.928,122.688
31.104,62.208
41.472,82.944
42.336,85.536
59.616,77.76
58.752,135.648
34.56,138.24
86.4,103.68
52.704,137.376
42.336,44.928
61.344,144.288
28.512,146.016
76.032,103.68
47.52,104.544
52.704,54.432
56.16,84.672
50.976,63.936
114.912,117.504
46.656,107.136
97.632,63.936
58.752,63.936
38.88,143.424
64.8,138.24
27.648,144.288
84.672,163.296
76.032,82.08
82.944,105.408
31.968,120.096
71.712,140.832
50.976,63.936
38.016,105.408
38.88,86.4
41.472,63.936
25.056,169.344
29.376,149.472
35.424,61.344
42.336,114.048
31.968,106.272
33.696,106.272
46.656,63.936
38.016,102.816
30.24,190.08
68.256,82.08
63.936,64.8
37.152,83.808
93.312,127.008
74.304,106.272
95.04,102.816
74.304,170.208
44.928,146.016
70.848,111.456
43.2,105.408
50.976,171.936
82.08,130.464
51.84,157.248
61.344,153.792
74.304,135.648
31.968,64.8
64.8,63.072
31.968,105.408
36.288,127.872
61.344,127.008
61.344,104.544
57.888,126.144
31.104,127.872
44.064,107.136
202.176,106.272
50.112,102.816
47.52,149.472
31.968,104.544
31.104,62.208
83.808,63.072
31.104,82.944
54.432,107.136
69.12,146.016
63.936,146.88
78.624,147.744
31.104,232.416
55.296,146.016
85.536,168.48
36.288,83.808
25.056,65.664
45.792,169.344
52.704,85.536
41.472,84.672
38.88,105.408
25.92,107.136
78.624,148.608
32.832,127.008
75.168,127.008
31.968,171.072
30.24,105.408
74.304,119.232
51.84,122.688
36.288,87.264
39.744,127.008
55.296,76.896
31.968,63.936
67.392,61.344
41.472,64.8
40.608,86.4
29.376,108.0
34.56,126.144
40.608,84.672
44.064,107.136
31.968,158.112
38.016,152.064
69.984,57.888
82.08,89.856
59.616,183.168
81.216,82.944
39.744,43.2
42.336,63.072
49.248,55.296
42.336,82.944
54.432,106.272
77.76,81.216
38.016,84.672
88.992,113.184
50.112,117.504
64.8,149.472
55.296,85.536
76.032,63.072
25.056,125.28
64.8,146.88
46.656,106.272
62.208,63.072
34.56,128.736
47.52,64.8
52.704,84.672
27.648,64.8
57.024,149.472
59.616,126.144
115.776,126.144
43.2,127.008
31.104,129.6
51.84,127.008
50.112,107.136
29.376,127.872
60.48,115.776
28.512,104.544
95.04,52.704
89.856,64.8
57.024,83.808
82.944,95.04
73.44,168.48
72.576,138.24
74.304,167.616
84.672,129.6
53.568,127.008
87.264,86.4
84.672,118.368
41.472,145.152
38.88,117.504
82.944,127.872
70.848,111.456
59.616,63.936
57.888,63.936
32.832,133.92
32.832,86.4
71.712,199.584
43.2,127.008
42.336,164.16
40.608,95.904
75.168,104.544
51.84,152.928
78.624,127.872
31.104,149.472
76.032,143.424
62.208,125.28
34.56,62.208
31.104,86.4
67.392,82.944
41.472,170.208
91.584,171.072
83.808,133.92
102.816,126.144
104.544,126.144
71.712,235.008
73.44,82.08
76.032,167.616
88.992,146.88
52.704,149.472
35.424,115.776
88.992,41.472
33.696,146.88
26.784,103.68
44.064,127.872
51.84,137.376
33.696,115.776
47.52,107.136
69.12,125.28
63.072,104.544
30.24,149.472
63.936,105.408
46.656,127.872
43.2,104.544
37.152,107.136
42.336,106.272
72.576,96.768
70.848,52.704
127.872,127.008
82.944,131.328
88.128,113.184
41.472,113.184
38.88,100.224
59.616,83.808
93.312,73.44
57.024,150.336
99.36,137.376
82.08,94.176
32.832,136.512
67.392,65.664
82.08,104.544
39.744,105.408
69.984,82.944
58.752,94.176
44.928,169.344
31.104,105.408
88.128,133.056
63.072,124.416
79.488,108.0
68.256,94.176
45.792,42.336
43.2,108.0
54.432,131.328
67.392,99.36
58.752,106.272
74.304,96.768
82.944,80.352
56.16,177.984
41.472,143.424
38.88,114.048
88.992,107.136
56.16,148.608
66.528,125.28
44.928,137.376
34.56,167.616
51.84,234.144
76.896,139.104
61.344,106.272
74.304,63.072
66.528,86.4
76.896,107.136
31.968,103.68
60.48,104.544
79.488,144.288
31.104,84.672
69.12,126.144
90.72,127.008
66.528,109.728
27.648,76.032
82.08,145.152
60.48,61.344
40.608,125.28
88.992,147.744
44.064,105.408
63.072,126.144
33.696,105.408
31.104,85.536
50.112,103.68
39.744,106.272
209.088,63.072
118.368,168.48
263.52,146.88
59.616,172.8
52.704,62.208
44.928,105.408
75.168,104.544
40.608,87.264
30.24,105.408
31.968,168.48
26.784,83.808
42.336,188.352
38.88,105.408
57.888,104.544
36.288,150.336
42.336,124.416
61.344,85.536
40.608,63.936
83.808,42.336
47.52,43.2
88.128,114.912
42.336,82.944
53.568,116.64
54.432,148.608
65.664,158.976
68.256,127.872
50.112,127.872
40.608,146.88
64.8,152.064
73.44,126.144
87.264,146.016
28.512,41.472
60.48,63.936
44.064,63.072
70.848,126.144
59.616,127.008
68.256,141.696
36.288,123.552
34.56,130.464
54.432,112.32
47.52,63.072
31.104,138.24
80.352,154.656
61.344,106.272
84.672,108.0
41.472,148.608
33.696,86.4
35.424,63.072
88.128,63.936
37.152,120.096
75.168,98.496
70.848,84.672
27.648,84.672
37.152,108.864
62.208,120.096
63.936,166.752
38.016,147.744
37.152,107.136
52.704,62.208
38.88,146.016
85.536,125.28
40.608,63.072
45.792,107.136
72.576,146.88
44.064,146.88
72.576,152.064
31.968,150.336
63.936,150.336
43.2,127.008
47.52,63.936
34.56,63.072
98.496,116.64
55.296,126.144
37.152,112.32
68.256,64.8
69.12,145.152
73.44,83.808
75.168,146.016
34.56,119.232
76.896,105.408
31.968,63.936
30.24,84.672
62.208,127.008
39.744,147.744
65.664,147.744
42.336,104.544
114.048,84.672
84.672,167.616
62.208,43.2
40.608,60.48
54.432,124.416
38.88,130.464
52.704,71.712
86.4,136.512
86.4,131.328
35.424,116.64
89.856,169.344
69.12,114.048
50.976,294.624
26.784,164.16
53.568,96.768
41.472,136.512
47.52,66.528
54.432,104.544
69.12,149.472
55.296,106.272
43.2,84.672
81.216,150.336
76.032,82.944
58.752,104.544
28.512,83.808
87.264,147.744
63.936,105.408
79.488,74.304
73.44,62.208
28.512,71.712
49.248,148.608
48.384,79.488
54.432,130.464
33.696,147.744
75.168,143.424
63.072,136.512
31.104,150.336
56.16,129.6
38.016,63.936
84.672,96.768
84.672,90.72
83.808,42.336
72.576,147.744
62.208,125.28
41.472,107.136
35.424,146.88
63.072,42.336
53.568,82.944
53.568,106.272
71.712,126.144
38.88,125.28
67.392,148.608
70.848,126.144
63.072,107.136
88.128,126.144
83.808,148.608
30.24,58.752
58.752,106.272
74.304,118.368
42.336,113.184
58.752,63.936
50.112,103.68
44.928,146.88
81.216,106.272
51.84,160.704
68.256,74.304
38.016,63.072
44.064,169.344
57.888,81.216
65.664,117.504
38.016,63.936
44.928,106.272
71.712,82.944
43.2,211.68
96.768,127.008
69.984,171.072
31.104,85.536
60.48,103.68
97.632,86.4
46.656,128.736
180.576,63.936
81.216,106.272
31.104,126.144
59.616,83.808
41.472,114.048
28.512,89.856
40.608,167.616
89.856,102.816
74.304,114.048
45.792,98.496
39.744,198.72
35.424,105.408
40.608,125.28
37.152,200.448
82.08,104.544
47.52,133.92
78.624,89.856
30.24,88.992
31.968,85.536
69.984,106.272
63.072,64.8
77.76,159.84
40.608,156.384
30.24,118.368
35.424,66.528
79.488,76.896
29.376,68.256
106.272,171.072
51.84,114.912
80.352,151.2
38.88,192.672
41.472,62.208
52.704,87.264
31.104,137.376
43.2,125.28
36.288,108.864
29.376,95.904
27.648,106.272
31.968,94.176
80.352,148.608
49.248,115.776
43.2,159.84
51.84,197.856
33.696,126.144
31.104,95.904
38.88,63.936
74.304,64.8
74.304,146.88
25.92,64.8
43.2,147.744
32.832,84.672
73.44,106.272
69.12,63.936
39.744,127.872
36.288,118.368
31.968,150.336
78.624,87.264
51.84,84.672
158.112,85.536
94.176,39.744
56.16,104.544
56.16,127.872
57.888,63.072
34.56,87.264
40.608,106.272
86.4,86.4
76.032,144.288
80.352,165.024
52.704,127.008
44.928,167.616
81.216,182.304
27.648,171.072
167.616,118.368
243.648,146.88
32.832,80.352
63.072,101.088
87.264,120.96
44.928,114.048
37.152,117.504
41.472,124.416
83.808,108.864
31.104,82.944
57.024,93.312
119.232,117.504
50.976,94.176
26.784,160.704
70.848,83.808
45.792,83.808
33.696,42.336
32.832,99.36
47.52,110.592
47.52,121.824
63.072,148.608
40.608,110.592
50.976,162.432
52.704,49.248
89.856,104.544
62.208,90.72
51.84,153.792
42.336,110.592
37.152,159.84
66.528,101.088
75.168,63.936
32.832,105.408
64.8,115.776
61.344,166.752
45.792,83.808
43.2,167.616
42.336,146.88
36.288,41.472
64.8,167.616
38.016,95.04
31.104,83.808
42.336,146.016
38.88,126.144
51.84,57.024
32.832,85.536
72.576,190.08
50.112,95.904
71.712,158.976
47.52,102.816
30.24,74.304
30.24,139.968
53.568,133.056
37.152,150.336
44.064,145.152
43.2,139.104
60.48,164.16
83.808,114.912
72.576,63.936
53.568,82.944
76.032,105.408
70.848,104.544
57.888,108.0
66.528,125.28
50.976,74.304
31.968,146.016
91.584,169.344
116.64,147.744
69.12,106.272
72.576,169.344
47.52,144.288
72.576,83.808
39.744,86.4
83.808,85.536
73.44,168.48
76.896,126.144
82.944,106.272
178.848,109.728
69.12,127.008
52.704,63.072
65.664,126.144
41.472,112.32
26.784,149.472
74.304,127.008
38.88,127.872
63.936,105.408
88.992,57.024
28.512,84.672
31.968,107.136
45.792,181.44
38.88,113.184
62.208,133.92
43.2,148.608
44.928,128.736
87.264,90.72
78.624,112.32
43.2,90.72
45.792,158.112
35.424,125.28
34.56,140.832
72.576,108.864
44.928,59.616
73.44,144.288
55.296,181.44
39.744,98.496
31.104,103.68
57.888,117.504
59.616,139.968
43.2,104.544
63.936,126.144
73.44,122.688
69.984,148.608
77.76,142.56
27.648,51.84
69.984,203.904
38.016,50.976
38.88,63.072
31.104,86.4
67.392,82.944
93.312,104.544
31.104,128.736
78.624,148.608
43.2,82.944
31.104,127.008
72.576,147.744
26.784,168.48
48.384,171.936
70.848,125.28
45.792,138.24
66.528,170.208
42.336,60.48
31.104,83.808
65.664,104.544
46.656,127.008
76.896,106.272
31.968,148.608
27.648,143.424
37.152,165.024
53.568,125.28
79.488,85.536
73.44,146.88
31.104,146.016
54.432,83.808
39.744,105.408
78.624,106.272
72.576,95.04
52.704,87.264
46.656,92.448
43.2,66.528
70.848,146.88
42.336,139.968
80.352,169.344
79.488,126.144
84.672,83.808
52.704,86.4
84.672,82.08
82.944,76.896
84.672,38.016
43.2,64.8
28.512,148.608
169.344,134.784
60.48,93.312
55.296,174.528
42.336,118.368
87.264,82.944
60.48,95.04
83.808,175.392
69.984,111.456
31.968,139.104
85.536,127.872
86.4,139.968
87.264,55.296
61.344,68.256
35.424,126.144
59.616,119.232
81.216,171.072
77.76,139.104
43.2,139.968
90.72,113.184
63.072,127.008
54.432,131.328
63.936,145.152
73.44,76.896
36.288,260.064
51.84,127.872
57.888,106.272
31.104,86.4
50.112,105.408
50.976,187.488
39.744,167.616
63.936,127.008
43.2,148.608
70.848,177.984
44.064,209.952
33.696,108.0
35.424,146.016
81.216,169.344
62.208,106.272
31.968,62.208
68.256,169.344
69.12,136.512
51.84,63.936
60.48,86.4
31.968,41.472
78.624,126.144
65.664,105.408
51.84,82.944
57.888,127.008
63.936,86.4
55.296,167.616
88.992,126.144
33.696,148.608
60.48,63.072
64.8,146.88
59.616,84.672
70.848,83.808
26.784,85.536
31.968,188.352
59.616,193.536
35.424,127.872
69.12,147.744
63.936,63.072
61.344,147.744
69.984,127.008
79.488,146.88
46.656,128.736
62.208,146.016
48.384,146.016
32.832,106.272
49.248,65.664
31.968,95.04
67.392,63.936
33.696,83.808
81.216,115.776
76.896,147.744
85.536,114.048
31.968,111.456
73.44,133.92
33.696,50.112
51.84,150.336
65.664,124.416
57.888,170.208
91.584,63.072
42.336,105.408
31.104,82.08
72.576,148.608
42.336,147.744
35.424,64.8
48.384,108.0
60.48,62.208
74.304,105.408
40.608,84.672
95.904,43.2
61.344,127.008
82.944,106.272
80.352,63.072
31.104,63.936
36.288,83.808
36.288,104.544
42.336,149.472
50.112,127.008
69.12,107.136
33.696,148.608
31.968,106.272
38.88,105.408
65.664,168.48
39.744,84.672
38.016,87.264
80.352,48.384
44.928,64.8
42.336,43.2
42.336,105.408
41.472,108.0
88.128,43.2
31.968,167.616
41.472,102.816
43.2,124.416
64.8,148.608
33.696,107.136
31.104,126.144
31.104,147.744
73.44,126.144
81.216,127.008
82.944,84.672
50.112,63.936
58.752,126.144
44.064,103.68
41.472,64.8
72.576,151.2
38.016,127.872
48.384,62.208
53.568,95.04
33.696,43.2
66.528,127.008
52.704,146.016
68.256,171.072
47.52,62.208
63.072,83.808
76.032,84.672
59.616,152.064
73.44,163.296
31.968,85.536
81.216,158.976
49.248,64.8
50.112,134.784
43.2,126.144
55.296,106.272
74.304,127.008
65.664,117.504
63.936,139.968
42.336,129.6
52.704,90.72
38.88,84.672
52.704,63.072
80.352,62.208
76.896,129.6
42.336,62.208
73.44,119.232
31.968,138.24
49.248,163.296
81.216,107.136
32.832,127.008
51.84,105.408
51.84,146.88
31.104,82.08
47.52,192.672
44.928,62.208
74.304,63.072
42.336,85.536
44.064,126.144
40.608,82.944
68.256,125.28
52.704,74.304
31.968,127.008
31.104,83.808
44.064,148.608
51.84,107.136
25.056,62.208
57.888,105.408
64.8,61.344
69.12,98.496
95.04,102.816
52.704,120.96
42.336,142.56
35.424,83.808
42.336,132.192
52.704,147.744
45.792,115.776
26.784,184.896
31.968,115.776
40.608,133.056
34.56,119.232
64.8,62.208
81.216,82.944
76.032,83.808
63.072,63.072
32.832,104.544
64.8,127.872
63.072,107.136
42.336,167.616
26.784,147.744
50.976,166.752
37.152,174.528
42.336,129.6
48.384,87.264
32.832,146.88
58.752,147.744
54.432,62.208
48.384,63.072
37.152,119.232
66.528,118.368
38.016,105.408
53.568,148.608
39.744,147.744
57.888,51.84
76.032,55.296
52.704,77.76
57.024,84.672
39.744,68.256
74.304,120.96
49.248,113.184
60.48,166.752
62.208,105.408
35.424,101.088
94.176,57.888
35.424,132.192
78.624,121.824
31.968,140.832
82.944,115.776
69.984,159.84
62.208,113.184
69.984,63.072
43.2,115.776
36.288,73.44
44.064,131.328
35.424,53.568
41.472,139.104
73.44,107.136
32.832,64.8
51.84,102.816
63.072,138.24
92.448,139.104
33.696,105.408
43.2,105.408
42.336,105.408
38.016,77.76
52.704,139.104
52.704,177.984
53.568,190.944
40.608,122.688
53.568,106.272
69.12,129.6
36.288,62.208
88.128,107.136
82.944,109.728
57.888,66.528
41.472,83.808
50.976,74.304
25.92,95.904
41.472,133.056
45.792,110.592
73.44,105.408
48.384,125.28
67.392,115.776
43.2,82.944
62.208,95.904
28.512,118.368
52.704,61.344
79.488,89.856
57.888,83.808
63.936,179.712
29.376,127.008
31.104,143.424
57.888,114.912
28.512,148.608
32.832,130.464
38.016,170.208
35.424,146.016
66.528,75.168
57.024,47.52
59.616,63.072
63.936,71.712
81.216,180.576
5.184,83.808
30.24,111.456
71.712,160.704
53.568,94.176
82.08,104.544
44.064,127.872
47.52,92.448
31.104,89.856
57.888,38.88
51.84,46.656
42.336,95.04
74.304,72.576
38.88,116.64
31.104,118.368
73.44,37.152
72.576,120.096
77.76,138.24
85.536,133.92
74.304,197.856
63.936,100.224
64.8,146.88
41.472,114.912
84.672,93.312
85.536,51.84
63.072,95.04
31.968,112.32
64.8,95.904
38.016,126.144
32.832,129.6
99.36,79.488
38.88,156.384
76.896,141.696
29.376,155.52
43.2,147.744
53.568,63.936
31.968,55.296
77.76,44.928
45.792,95.904
53.568,117.504
57.888,63.936
42.336,118.368
58.752,83.808
32.832,127.872
57.888,158.976
44.928,95.04
43.2,84.672
54.432,42.336
41.472,83.808
78.624,95.904
72.576,102.816
69.984,60.48
69.12,115.776
72.576,109.728
52.704,127.872
32.832,63.072
47.52,112.32
50.112,74.304
38.016,114.048
77.76,106.272
82.08,43.2
37.152,135.648
82.08,117.504
33.696,114.048
79.488,91.584
38.016,96.768
61.344,83.808
57.024,82.944
47.52,84.672
74.304,58.752
31.104,115.776
84.672,160.704
32.832,167.616
63.936,114.912
63.936,64.8
50.976,119.232
47.52,99.36
36.288,74.304
34.56,73.44
32.832,97.632
63.072,63.072
73.44,51.84
79.488,102.816
87.264,151.2
83.808,97.632
78.624,94.176
31.104,114.912
57.888,137.376
64.8,63.936
69.12,128.736
38.016,123.552
74.304,169.344
63.072,73.44
32.832,158.112
32.832,104.544
27.648,38.88
76.032,50.976
69.12,101.088
48.384,106.272
44.928,95.904
50.976,84.672
36.288,108.0
85.536,126.144
38.016,117.504
54.432,114.912
69.984,126.144
71.712,127.008
34.56,94.176
51.84,59.616
38.016,82.08
59.616,63.072
36.288,65.664
73.44,149.472
55.296,137.376
82.08,84.672
36.288,104.544
75.168,157.248
63.936,160.704
76.032,166.752
37.152,130.464
65.664,100.224
44.928,152.928
69.12,52.704
44.064,87.264
83.808,109.728
41.472,178.848
83.808,111.456
46.656,62.208
63.936,127.008
95.04,156.384
84.672,138.24
69.984,134.784
42.336,103.68
64.8,128.736
63.936,99.36
97.632,169.344
31.104,63.936
63.936,85.536
51.84,89.856
64.8,82.944
59.616,114.048
65.664,140.832
58.752,173.664
31.968,195.264
31.104,136.512
31.104,210.816
43.2,127.008
31.968,86.4
31.968,111.456
46.656,63.072
58.752,63.072
51.84,123.552
80.352,117.504
40.608,111.456
59.616,63.072
79.488,120.096
48.384,189.216
37.152,166.752
64.8,120.96
67.392,170.208
60.48,96.768
56.16,74.304
38.88,54.432
44.064,101.952
31.968,70.848
86.4,137.376
63.936,95.904
37.152,58.752
38.016,95.904
31.104,160.704
69.12,116.64
31.104,105.408
52.704,115.776
74.304,175.392
65.664,74.304
31.968,158.976
53.568,129.6
31.968,93.312
104.544,82.944
47.52,62.208
50.976,106.272
46.656,116.64
59.616,87.264
40.608,109.728
27.648,130.464
52.704,74.304
44.928,116.64
89.856,72.576
72.576,177.984
38.016,142.56
32.832,72.576
62.208,108.0
50.112,91.584
31.104,53.568
74.304,95.04
54.432,124.416
69.984,103.68
55.296,106.272
30.24,158.976
56.16,107.136
44.928,75.168
84.672,97.632
63.936,147.744
72.576,121.824
48.384,104.544
50.976,101.088
54.432,52.704
64.8,108.0
90.72,115.776
41.472,110.592
31.104,171.072
53.568,158.112
52.704,76.896
36.288,118.368
48.384,106.272
62.208,170.208
72.576,139.968
33.696,80.352
69.984,141.696
64.8,84.672
41.472,95.04
31.968,125.28
31.968,133.056
63.072,95.04
69.12,114.912
39.744,122.688
54.432,146.88
59.616,116.64
57.888,115.776
44.928,82.944
67.392,85.536
44.064,83.808
50.976,79.488
72.576,163.296
49.248,133.92
98.496,74.304
73.44,178.848
26.784,139.104
42.336,153.792
103.68,127.008
69.12,107.136
82.944,137.376
63.072,177.12
41.472,95.04
31.968,93.312
63.072,114.912
37.152,53.568
45.792,75.168
85.536,198.72
67.392,116.64
39.744,161.568
61.344,121.824
31.104,140.832
31.104,172.8
31.104,158.112
87.264,117.504
62.208,181.44
35.424,105.408
63.936,157.248
41.472,158.112
66.528,96.768
69.984,50.976
31.104,103.68
68.256,83.808
31.968,115.776
47.52,123.552
76.032,67.392
41.472,124.416
36.288,66.528
64.8,63.072
53.568,146.016
30.24,122.688
115.776,146.016
57.024,104.544
47.52,104.544
54.432,146.88
67.392,71.712
77.76,60.48
42.336,176.256
25.92,73.44
31.968,100.224
73.44,118.368
92.448,117.504
36.288,101.952
34.56,114.048
44.064,114.048
59.616,129.6
83.808,115.776
41.472,155.52
63.072,146.88
56.16,63.936
60.48,103.68
34.56,116.64
63.072,71.712
35.424,63.072
37.152,86.4
88.128,75.168
65.664,146.88
101.088,179.712
74.304,88.992
52.704,137.376
41.472,190.08
83.808,127.008
64.8,134.784
74.304,59.616
38.88,63.936
84.672,91.584
75.168,128.736
32.832,143.424
52.704,170.208
53.568,105.408
78.624,118.368
27.648,146.016
41.472,117.504
52.704,92.448
79.488,145.152
82.08,121.824
62.208,146.88
31.968,76.032
68.256,73.44
47.52,93.312
67.392,181.44
57.024,121.824
52.704,120.096
52.704,150.336
57.888,137.376
49.248,119.232
42.336,126.144
95.904,200.448
53.568,117.504
64.8,86.4
33.696,85.536
37.152,107.136
73.44,103.68
72.576,97.632
40.608,119.232
63.936,106.272
44.064,120.96
43.2,175.392
69.984,61.344
72.576,161.568
41.472,149.472
31.968,112.32
44.928,83.808
69.12,128.736
31.968,44.064
77.76,97.632
31.968,50.112
39.744,63.072
54.432,52.704
28.512,73.44
33.696,138.24
59.616,120.96
37.152,133.056
69.12,177.984
31.104,158.976
50.976,94.176
67.392,95.04
55.296,84.672
31.968,62.208
46.656,65.664
39.744,82.08
82.944,69.12
30.24,144.288
67.392,57.888
40.608,142.56
63.936,146.016
30.24,99.36
69.984,120.096
84.672,65.664
85.536,97.632
39.744,141.696
31.968,106.272
58.752,95.04
53.568,109.728
31.968,51.84
63.072,130.464
88.128,74.304
57.888,136.512
111.456,148.608
42.336,95.904
51.84,115.776
69.984,63.936
50.976,142.56
37.152,127.008
37.152,118.368
58.752,106.272
63.936,104.544
49.248,44.064
41.472,62.208
34.56,171.072
31.104,100.224
50.976,117.504
65.664,146.88
44.064,105.408
38.88,104.544
69.984,114.912
38.88,84.672
56.16,85.536
76.896,212.544
31.104,52.704
39.744,73.44
75.168,83.808
29.376,54.432
43.2,127.008
63.936,169.344
31.104,158.976
63.936,105.408
35.424,127.872
40.608,135.648
41.472,86.4
51.84,124.416
74.304,162.432
78.624,127.008
64.8,78.624
80.352,40.608
69.984,126.144
33.696,76.032
63.072,95.04
30.24,135.648
28.512,115.776
39.744,136.512
33.696,147.744
52.704,64.8
35.424,127.008
76.032,53.568
31.968,63.072
52.704,141.696
36.288,61.344
85.536,96.768
42.336,124.416
73.44,159.84
42.336,95.04
84.672,138.24
61.344,181.44
63.072,166.752
87.264,60.48
31.968,120.096
64.8,72.576
67.392,41.472
52.704,116.64
63.936,127.872
41.472,152.928
52.704,114.048
41.472,169.344
59.616,123.552
66.528,116.64
59.616,93.312
39.744,149.472
50.976,207.36
41.472,126.144
38.88,116.64
75.168,98.496
42.336,116.64
25.92,64.8
73.44,41.472
69.984,106.272
41.472,75.168
59.616,129.6
63.072,95.04
81.216,148.608
35.424,86.4
53.568,120.096
74.304,114.912
90.72,139.968
40.608,147.744
31.968,98.496
38.88,136.512
86.4,61.344
61.344,63.072
59.616,101.952
41.472,157.248
28.512,179.712
43.2,115.776
32.832,112.32
56.16,75.168
39.744,137.376
51.84,105.408
28.512,150.336
47.52,84.672
49.248,96.768
32.832,52.704
25.056,137.376
82.944,96.768
25.92,60.48
25.92,117.504
44.928,62.208
50.976,138.24
31.104,86.4
37.152,179.712
42.336,186.624
41.472,84.672
30.24,95.04
43.2,127.008
54.432,106.272
83.808,148.608
72.576,180.576
31.104,63.936
31.968,117.504
38.016,69.12
47.52,188.352
31.968,127.008
71.712,121.824
44.064,137.376
42.336,170.208
66.528,168.48
44.928,135.648
37.152,138.24
71.712,137.376
69.12,70.848
41.472,120.96
76.032,71.712
83.808,74.304
35.424,108.864
71.712,132.192
35.424,131.328
37.152,109.728
31.968,127.008
38.016,240.192
31.968,69.984
31.968,124.416
69.12,83.808
41.472,116.64
33.696,57.024
105.408,108.0
44.928,63.936
53.568,73.44
64.8,139.968
44.064,137.376
31.968,137.376
69.984,86.4
68.256,132.192
31.968,136.512
42.336,170.208
55.296,112.32
45.792,144.288
66.528,42.336
50.976,101.088
31.968,63.072
47.52,127.008
63.072,167.616
54.432,68.256
40.608,123.552
26.784,100.224
31.104,88.992
78.624,106.272
38.016,72.576
43.2,128.736
89.856,160.704
57.024,156.384
69.12,120.96
42.336,139.968
44.928,95.904
31.104,56.16
63.072,128.736
31.968,70.848
39.744,40.608
83.808,74.304
38.88,95.04
25.056,95.04
76.896,103.68
79.488,147.744
50.112,94.176
102.816,149.472
31.968,79.488
69.12,96.768
32.832,79.488
63.072,138.24
43.2,76.032
83.808,88.992
67.392,131.328
63.072,41.472
43.2,119.232
87.264,111.456
32.832,125.28
73.44,135.648
86.4,51.84
