course_id,sched_1_355,sched_2_1035,sched_3_418,sched_4_2543,stop_1_355,stop_2_1035,stop_3_418,stop_4_2543,stay_1_355,stay_2_1035,stay_3_418,stay_4_2543,daily_course,weekly_course,t_stop1_to_stop2,t_stop2_to_stop3,t_stop3_to_stop4,sched_1_355_s,sched_2_1035_s,sched_3_418_s,sched_4_2543_s,stop_1_355_s,stop_2_1035_s,stop_3_418_s,stop_4_2543_s,t_stop1_to_stop2_original
39971,2020-12-14 12:50:30.048,2020-12-14 12:52:30.144,2020-12-14 12:54:30.240,2020-12-14 12:57:29.952,2020-12-14 12:52:31.008,2020-12-14 12:53:06.432,2020-12-14 12:53:59.136,2020-12-14 12:56:32.064,0.0,0.0,0.5,0.0,1,41,80.21362945505587,52.704,152.928,1607943030.048,1607943150.144,1607943270.24,1607943449.952,1607943151.008,1607943186.432,1607943239.136,1607943392.064,35.424
39973,2020-12-14 14:01:30.432,2020-12-14 14:03:29.664,2020-12-14 14:05:29.760,2020-12-14 14:08:30.336,2020-12-14 14:01:48.576,2020-12-14 14:03:04.608,2020-12-14 14:05:40.992,2020-12-14 14:10:14.016,0.0,1.0,1.0,0.0,2,42,149.9668927370985,156.384,273.024,1607947290.432,1607947409.664,1607947529.76,1607947710.336,1607947308.576,1607947384.608,1607947540.992,1607947814.016,76.032
39975,2020-12-14 15:12:29.952,2020-12-14 15:14:30.048,2020-12-14 15:16:30.144,2020-12-14 15:19:29.856,2020-12-14 15:14:29.184,2020-12-14 15:15:01.152,2020-12-14 15:16:13.728,2020-12-14 15:19:46.272,0.0,0.5,1.0,0.0,3,43,74.27718151615863,72.576,212.544,1607951549.952,1607951670.048,1607951790.144,1607951969.856,1607951669.184,1607951701.152,1607951773.728,1607951986.272,31.968
39977,2020-12-14 16:29:29.760,2020-12-14 16:31:29.856,2020-12-14 16:33:29.952,2020-12-14 16:36:29.664,2020-12-14 16:31:11.712,2020-12-14 16:32:04.416,2020-12-14 16:33:29.088,2020-12-14 16:37:43.104,0.0,1.0,0.0,0.0,4,44,109.8958691495421,84.672,254.016,1607956169.76,1607956289.856,1607956409.952,1607956589.664,1607956271.712,1607956324.416,1607956409.088,1607956663.104,52.704
39979,2020-12-14 17:41:29.760,2020-12-14 17:43:29.856,2020-12-14 17:45:29.952,2020-12-14 17:48:29.664,2020-12-14 17:42:45.792,2020-12-14 17:43:22.080,2020-12-14 17:44:45.888,2020-12-14 17:49:52.608,0.0,0.5,1.0,0.0,5,45,81.69774143978017,83.808,306.72,1607960489.76,1607960609.856,1607960729.952,1607960909.664,1607960565.792,1607960602.08,1607960685.888,1607960992.608,36.288
39981,2020-12-14 18:52:30.144,2020-12-14 18:54:30.240,2020-12-14 18:56:30.336,2020-12-14 18:59:30.048,2020-12-14 18:53:03.840,2020-12-14 18:54:29.376,2020-12-14 18:55:43.680,2020-12-14 18:59:55.968,0.0,0.5,1.0,0.0,6,46,166.29212456906595,74.304,252.288,1607964750.144,1607964870.24,1607964990.336,1607965170.048,1607964783.84,1607964869.376,1607964943.68,1607965195.968,85.536
39983,2020-12-14 19:59:30.336,2020-12-14 20:00:29.952,2020-12-14 20:02:30.048,2020-12-14 20:04:30.144,2020-12-14 19:59:58.848,2020-12-14 20:00:41.184,2020-12-14 20:01:45.120,2020-12-14 20:06:19.008,0.0,0.0,0.0,0.0,7,47,92.08652533285036,63.936,273.888,1607968770.336,1607968829.952,1607968950.048,1607969070.144,1607968798.848,1607968841.184,1607968905.12,1607969179.008,42.336
39985,2020-12-14 21:10:29.856,2020-12-14 21:11:30.336,2020-12-14 21:13:30.432,2020-12-14 21:15:29.664,2020-12-14 21:11:09.600,2020-12-14 21:12:23.040,2020-12-14 21:13:16.608,2020-12-14 21:15:54.720,0.0,0.0,0.0,0.0,8,48,145.51455678292558,53.568,158.112,1607973029.856,1607973090.336,1607973210.432,1607973329.664,1607973069.6,1607973143.04,1607973196.608,1607973354.72,73.44
39959,2020-12-15 05:30:29.664,2020-12-15 05:31:30.144,2020-12-15 05:33:30.240,2020-12-15 05:35:30.336,2020-12-15 05:29:50.784,2020-12-15 05:30:33.120,2020-12-15 05:31:47.424,2020-12-15 05:36:03.168,0.0,0.0,0.0,0.0,1,49,92.08652533285036,74.304,255.744,1608003029.664,1608003090.144,1608003210.24,1608003330.336,1608002990.784,1608003033.12,1608003107.424,1608003363.168,42.336
39961,2020-12-15 06:42:29.664,2020-12-15 06:43:30.144,2020-12-15 06:45:30.240,2020-12-15 06:47:30.336,2020-12-15 06:44:30.624,2020-12-15 06:45:55.296,2020-12-15 06:46:58.368,2020-12-15 06:49:58.080,0.0,0.0,0.0,0.0,2,50,164.8080125843416,63.072,179.712,1608007349.664,1608007410.144,1608007530.24,1608007650.336,1608007470.624,1608007555.296,1608007618.368,1608007798.08,84.672
39963,2020-12-15 07:44:30.048,2020-12-15 07:46:30.144,2020-12-15 07:48:30.240,2020-12-15 07:51:29.952,2020-12-15 07:45:51.264,2020-12-15 07:46:52.608,2020-12-15 07:48:06.912,2020-12-15 07:52:07.968,0.0,1.0,0.5,0.0,3,51,124.73698899678521,74.304,241.056,1608011070.048,1608011190.144,1608011310.24,1608011489.952,1608011151.264,1608011212.608,1608011286.912,1608011527.968,61.344
39965,2020-12-15 08:58:30.144,2020-12-15 09:00:30.240,2020-12-15 09:02:30.336,2020-12-15 09:05:30.048,2020-12-15 09:00:37.152,2020-12-15 09:01:40.224,2020-12-15 09:03:47.232,2020-12-15 09:06:03.744,0.0,1.0,0.0,0.0,4,52,127.70521296623384,127.008,136.512,1608015510.144,1608015630.24,1608015750.336,1608015930.048,1608015637.152,1608015700.224,1608015827.232,1608015963.744,63.072
39967,2020-12-15 10:28:30.144,2020-12-15 10:30:30.240,2020-12-15 10:32:30.336,2020-12-15 10:35:30.048,2020-12-15 10:28:57.792,2020-12-15 10:30:25.056,2020-12-15 10:31:39.360,2020-12-15 10:36:04.608,0.0,0.0,1.0,0.0,5,53,169.26034853851453,74.304,265.248,1608020910.144,1608021030.24,1608021150.336,1608021330.048,1608020937.792,1608021025.056,1608021099.36,1608021364.608,87.264
39975,2020-12-15 15:12:29.952,2020-12-15 15:14:30.048,2020-12-15 15:16:30.144,2020-12-15 15:19:29.856,2020-12-15 15:14:19.680,2020-12-15 15:14:51.648,2020-12-15 15:15:54.720,2020-12-15 15:19:55.776,0.0,0.0,1.0,0.0,6,54,74.27718151615863,63.072,241.056,1608037949.952,1608038070.048,1608038190.144,1608038369.856,1608038059.68,1608038091.648,1608038154.72,1608038395.776,31.968
39977,2020-12-15 16:29:29.760,2020-12-15 16:31:29.856,2020-12-15 16:33:29.952,2020-12-15 16:36:29.664,2020-12-15 16:29:41.856,2020-12-15 16:30:46.656,2020-12-15 16:32:32.064,2020-12-15 16:37:42.240,0.0,0.0,1.0,0.0,7,55,130.67343693568245,105.408,310.176,1608042569.76,1608042689.856,1608042809.952,1608042989.664,1608042581.856,1608042646.656,1608042752.064,1608043062.24,64.8
39979,2020-12-15 17:41:29.760,2020-12-15 17:43:29.856,2020-12-15 17:45:29.952,2020-12-15 17:48:29.664,2020-12-15 17:42:24.192,2020-12-15 17:43:31.584,2020-12-15 17:46:50.304,2020-12-15 17:50:02.112,0.0,1.0,1.0,0.0,8,56,135.1257728898554,198.72,191.808,1608046889.76,1608047009.856,1608047129.952,1608047309.664,1608046944.192,1608047011.584,1608047210.304,1608047402.112,67.392
39981,2020-12-15 18:52:30.144,2020-12-15 18:54:30.240,2020-12-15 18:56:30.336,2020-12-15 18:59:30.048,2020-12-15 18:55:11.712,2020-12-15 18:56:04.416,2020-12-15 18:57:11.808,2020-12-15 19:00:02.016,0.0,1.0,1.0,0.0,9,57,109.8958691495421,67.392,170.208,1608051150.144,1608051270.24,1608051390.336,1608051570.048,1608051311.712,1608051364.416,1608051431.808,1608051602.016,52.704
39983,2020-12-15 19:59:30.336,2020-12-15 20:00:29.952,2020-12-15 20:02:30.048,2020-12-15 20:04:30.144,2020-12-15 20:02:11.904,2020-12-15 20:03:15.840,2020-12-15 20:04:09.408,2020-12-15 20:07:59.232,0.0,0.0,0.5,0.0,10,58,129.18932495095814,53.568,229.824,1608055170.336,1608055229.952,1608055350.048,1608055470.144,1608055331.904,1608055395.84,1608055449.408,1608055679.232,63.936
39985,2020-12-15 21:10:29.856,2020-12-15 21:11:30.336,2020-12-15 21:13:30.432,2020-12-15 21:15:29.664,2020-12-15 21:11:11.328,2020-12-15 21:11:52.800,2020-12-15 21:12:49.824,2020-12-15 21:15:59.040,0.0,0.0,0.0,0.0,11,59,90.60241334812605,57.024,189.216,1608059429.856,1608059490.336,1608059610.432,1608059729.664,1608059471.328,1608059512.8,1608059569.824,1608059759.04,41.472
39959,2020-12-16 05:30:29.664,2020-12-16 05:31:30.144,2020-12-16 05:33:30.240,2020-12-16 05:35:30.336,2020-12-16 05:30:40.032,2020-12-16 05:31:32.736,2020-12-16 05:32:57.408,2020-12-16 05:36:08.352,0.0,1.0,1.0,0.0,1,60,109.8958691495421,84.672,190.944,1608089429.664,1608089490.144,1608089610.24,1608089730.336,1608089440.032,1608089492.736,1608089577.408,1608089768.352,52.704
39961,2020-12-16 06:42:29.664,2020-12-16 06:43:30.144,2020-12-16 06:45:30.240,2020-12-16 06:47:30.336,2020-12-16 06:42:35.712,2020-12-16 06:43:17.184,2020-12-16 06:44:29.760,2020-12-16 06:48:03.168,0.0,0.0,0.5,0.0,2,61,90.60241334812605,72.576,213.408,1608093749.664,1608093810.144,1608093930.24,1608094050.336,1608093755.712,1608093797.184,1608093869.76,1608094083.168,41.472
39963,2020-12-16 07:44:30.048,2020-12-16 07:46:30.144,2020-12-16 07:48:30.240,2020-12-16 07:51:29.952,2020-12-16 07:47:52.224,2020-12-16 07:48:51.840,2020-12-16 07:49:45.408,2020-12-16 07:52:14.016,0.0,0.0,1.0,0.5,3,62,121.76876502733658,53.568,148.608,1608097470.048,1608097590.144,1608097710.24,1608097889.952,1608097672.224,1608097731.84,1608097785.408,1608097934.016,59.616
39965,2020-12-16 08:58:30.144,2020-12-16 09:00:30.240,2020-12-16 09:02:30.336,2020-12-16 09:05:30.048,2020-12-16 09:00:39.744,2020-12-16 09:01:46.272,2020-12-16 09:02:50.208,2020-12-16 09:06:01.152,0.0,0.0,0.0,0.0,4,63,133.6416609051311,63.936,190.944,1608101910.144,1608102030.24,1608102150.336,1608102330.048,1608102039.744,1608102106.272,1608102170.208,1608102361.152,66.528
39971,2020-12-16 12:50:30.048,2020-12-16 12:52:30.144,2020-12-16 12:54:30.240,2020-12-16 12:57:29.952,2020-12-16 12:50:35.232,2020-12-16 12:51:34.848,2020-12-16 12:53:32.352,2020-12-16 12:58:05.376,0.0,0.0,1.0,0.0,5,64,121.76876502733658,117.504,273.024,1608115830.048,1608115950.144,1608116070.24,1608116249.952,1608115835.232,1608115894.848,1608116012.352,1608116285.376,59.616
39973,2020-12-16 14:01:30.432,2020-12-16 14:03:29.664,2020-12-16 14:05:29.760,2020-12-16 14:08:30.336,2020-12-16 14:02:34.368,2020-12-16 14:03:14.112,2020-12-16 14:04:30.144,2020-12-16 14:08:00.096,0.0,0.5,1.0,0.0,6,65,87.63418937867743,76.032,209.952,1608120090.432,1608120209.664,1608120329.76,1608120510.336,1608120154.368,1608120194.112,1608120270.144,1608120480.096,39.744
39975,2020-12-16 15:12:29.952,2020-12-16 15:14:30.048,2020-12-16 15:16:30.144,2020-12-16 15:19:29.856,2020-12-16 15:13:30.432,2020-12-16 15:14:21.408,2020-12-16 15:16:37.920,2020-12-16 15:19:49.728,0.0,2.0,0.0,0.0,7,66,106.92764518009348,136.512,191.808,1608124349.952,1608124470.048,1608124590.144,1608124769.856,1608124410.432,1608124461.408,1608124597.92,1608124789.728,50.976
39981,2020-12-16 18:52:30.144,2020-12-16 18:54:30.240,2020-12-16 18:56:30.336,2020-12-16 18:59:30.048,2020-12-16 18:52:16.320,2020-12-16 18:52:57.792,2020-12-16 18:54:33.696,2020-12-16 18:57:53.280,0.0,0.0,0.5,0.0,8,67,90.60241334812605,95.904,199.584,1608137550.144,1608137670.24,1608137790.336,1608137970.048,1608137536.32,1608137577.792,1608137673.696,1608137873.28,41.472
39983,2020-12-16 19:59:30.336,2020-12-16 20:00:29.952,2020-12-16 20:02:30.048,2020-12-16 20:04:30.144,2020-12-16 20:01:00.192,2020-12-16 20:01:39.072,2020-12-16 20:02:42.144,2020-12-16 20:05:57.408,0.0,0.0,0.0,0.0,9,68,86.15007739395313,63.072,195.264,1608141570.336,1608141629.952,1608141750.048,1608141870.144,1608141660.192,1608141699.072,1608141762.144,1608141957.408,38.88
39985,2020-12-16 21:10:29.856,2020-12-16 21:11:30.336,2020-12-16 21:13:30.432,2020-12-16 21:15:29.664,2020-12-16 21:09:57.888,2020-12-16 21:11:13.056,2020-12-16 21:12:04.896,2020-12-16 21:15:53.856,0.0,0.0,0.0,0.0,10,69,148.4827807523742,51.84,228.96,1608145829.856,1608145890.336,1608146010.432,1608146129.664,1608145797.888,1608145873.056,1608145924.896,1608146153.856,75.168
39959,2020-12-17 05:30:29.664,2020-12-17 05:31:30.144,2020-12-17 05:33:30.240,2020-12-17 05:35:30.336,2020-12-17 05:31:05.952,2020-12-17 05:31:48.288,2020-12-17 05:33:32.832,2020-12-17 05:35:39.840,0.0,1.0,0.5,0.0,1,70,92.08652533285036,104.544,127.008,1608175829.664,1608175890.144,1608176010.24,1608176130.336,1608175865.952,1608175908.288,1608176012.832,1608176139.84,42.336
39961,2020-12-17 06:42:29.664,2020-12-17 06:43:30.144,2020-12-17 06:45:30.240,2020-12-17 06:47:30.336,2020-12-17 06:44:02.976,2020-12-17 06:44:28.896,2020-12-17 06:45:31.968,2020-12-17 06:47:38.112,0.0,0.0,0.0,0.0,2,71,63.88839762308845,63.072,126.144,1608180149.664,1608180210.144,1608180330.24,1608180450.336,1608180242.976,1608180268.896,1608180331.968,1608180458.112,25.92
39963,2020-12-17 07:44:30.048,2020-12-17 07:46:30.144,2020-12-17 07:48:30.240,2020-12-17 07:51:29.952,2020-12-17 07:47:14.208,2020-12-17 07:48:27.648,2020-12-17 07:49:33.312,2020-12-17 07:53:35.232,0.0,0.5,1.0,0.0,3,72,145.51455678292558,65.664,241.92,1608183870.048,1608183990.144,1608184110.24,1608184289.952,1608184034.208,1608184107.648,1608184173.312,1608184415.232,73.44
39965,2020-12-17 08:58:30.144,2020-12-17 09:00:30.240,2020-12-17 09:02:30.336,2020-12-17 09:05:30.048,2020-12-17 09:00:04.320,2020-12-17 09:01:14.304,2020-12-17 09:02:27.744,2020-12-17 09:05:36.960,0.0,0.5,0.0,0.0,4,73,139.57810884402832,73.44,189.216,1608188310.144,1608188430.24,1608188550.336,1608188730.048,1608188404.32,1608188474.304,1608188547.744,1608188736.96,69.984
39967,2020-12-17 10:28:30.144,2020-12-17 10:30:30.240,2020-12-17 10:32:30.336,2020-12-17 10:35:30.048,2020-12-17 10:30:17.280,2020-12-17 10:30:58.752,2020-12-17 10:32:33.792,2020-12-17 10:37:37.920,0.0,1.0,1.0,0.0,5,74,90.60241334812605,95.04,304.128,1608193710.144,1608193830.24,1608193950.336,1608194130.048,1608193817.28,1608193858.752,1608193953.792,1608194257.92,41.472
39969,2020-12-17 11:39:29.664,2020-12-17 11:41:29.760,2020-12-17 11:43:29.856,2020-12-17 11:46:30.432,2020-12-17 11:41:20.256,2020-12-17 11:42:19.872,2020-12-17 11:43:35.904,2020-12-17 11:47:48.192,0.0,1.0,1.0,0.0,6,75,121.76876502733658,76.032,252.288,1608197969.664,1608198089.76,1608198209.856,1608198390.432,1608198080.256,1608198139.872,1608198215.904,1608198468.192,59.616
39971,2020-12-17 12:50:30.048,2020-12-17 12:52:30.144,2020-12-17 12:54:30.240,2020-12-17 12:57:29.952,2020-12-17 12:52:32.736,2020-12-17 12:53:35.808,2020-12-17 12:54:57.024,2020-12-17 12:57:48.960,0.0,1.0,1.0,0.5,7,76,127.70521296623384,81.216,171.936,1608202230.048,1608202350.144,1608202470.24,1608202649.952,1608202352.736,1608202415.808,1608202497.024,1608202668.96,63.072
39973,2020-12-17 14:01:30.432,2020-12-17 14:03:29.664,2020-12-17 14:05:29.760,2020-12-17 14:08:30.336,2020-12-17 14:03:52.992,2020-12-17 14:05:14.208,2020-12-17 14:06:38.016,2020-12-17 14:11:34.368,0.0,0.0,2.5,0.0,8,77,158.87156464544435,83.808,296.352,1608206490.432,1608206609.664,1608206729.76,1608206910.336,1608206632.992,1608206714.208,1608206798.016,1608207094.368,81.216
39975,2020-12-17 15:12:29.952,2020-12-17 15:14:30.048,2020-12-17 15:16:30.144,2020-12-17 15:19:29.856,2020-12-17 15:14:48.192,2020-12-17 15:15:23.616,2020-12-17 15:16:44.832,2020-12-17 15:21:24.768,0.0,1.0,1.0,0.0,9,78,80.21362945505587,81.216,279.936,1608210749.952,1608210870.048,1608210990.144,1608211169.856,1608210888.192,1608210923.616,1608211004.832,1608211284.768,35.424
39979,2020-12-17 17:41:29.760,2020-12-17 17:43:29.856,2020-12-17 17:45:29.952,2020-12-17 17:48:29.664,2020-12-17 17:44:21.696,2020-12-17 17:45:15.264,2020-12-17 17:47:17.088,2020-12-17 17:51:27.648,0.0,1.0,1.0,0.0,10,79,111.3799811342664,121.824,250.56,1608219689.76,1608219809.856,1608219929.952,1608220109.664,1608219861.696,1608219915.264,1608220037.088,1608220287.648,53.568
39981,2020-12-17 18:52:30.144,2020-12-17 18:54:30.240,2020-12-17 18:56:30.336,2020-12-17 18:59:30.048,2020-12-17 18:53:26.304,2020-12-17 18:54:40.608,2020-12-17 18:55:43.680,2020-12-17 18:59:24.000,0.0,0.5,1.0,0.0,11,80,146.9986687676499,63.072,220.32,1608223950.144,1608224070.24,1608224190.336,1608224370.048,1608224006.304,1608224080.608,1608224143.68,1608224364.0,74.304
39983,2020-12-17 19:59:30.336,2020-12-17 20:00:29.952,2020-12-17 20:02:30.048,2020-12-17 20:04:30.144,2020-12-17 20:00:41.184,2020-12-17 20:02:11.904,2020-12-17 20:03:15.840,2020-12-17 20:05:21.984,0.0,1.0,1.0,0.0,12,81,175.1967964774118,63.936,126.144,1608227970.336,1608228029.952,1608228150.048,1608228270.144,1608228041.184,1608228131.904,1608228195.84,1608228321.984,90.72
39959,2020-12-18 05:30:29.664,2020-12-18 05:31:30.144,2020-12-18 05:33:30.240,2020-12-18 05:35:30.336,2020-12-18 05:30:00.288,2020-12-18 05:30:40.896,2020-12-18 05:31:56.064,2020-12-18 05:35:38.976,0.0,0.5,0.0,0.0,1,1,89.11830136340174,75.168,222.912,1608262229.664,1608262290.144,1608262410.24,1608262530.336,1608262200.288,1608262240.896,1608262316.064,1608262538.976,40.608
39961,2020-12-18 06:42:29.664,2020-12-18 06:43:30.144,2020-12-18 06:45:30.240,2020-12-18 06:47:30.336,2020-12-18 06:42:09.792,2020-12-18 06:42:41.760,2020-12-18 06:43:44.832,2020-12-18 06:47:26.880,0.0,0.5,0.5,0.0,2,2,74.27718151615863,63.072,222.048,1608266549.664,1608266610.144,1608266730.24,1608266850.336,1608266529.792,1608266561.76,1608266624.832,1608266846.88,31.968
39963,2020-12-18 07:44:30.048,2020-12-18 07:46:30.144,2020-12-18 07:48:30.240,2020-12-18 07:51:29.952,2020-12-18 07:45:27.936,2020-12-18 07:46:06.816,2020-12-18 07:47:33.216,2020-12-18 07:50:37.248,0.0,0.5,0.5,1.0,3,3,86.15007739395313,86.4,184.032,1608270270.048,1608270390.144,1608270510.24,1608270689.952,1608270327.936,1608270366.816,1608270453.216,1608270637.248,38.88
39965,2020-12-18 08:58:30.144,2020-12-18 09:00:30.240,2020-12-18 09:02:30.336,2020-12-18 09:05:30.048,2020-12-18 08:58:09.408,2020-12-18 08:59:35.808,2020-12-18 09:00:38.880,2020-12-18 09:04:32.160,0.0,0.5,0.5,1.0,4,4,167.77623655379026,63.072,233.28,1608274710.144,1608274830.24,1608274950.336,1608275130.048,1608274689.408,1608274775.808,1608274838.88,1608275072.16,86.4
39967,2020-12-18 10:28:30.144,2020-12-18 10:30:30.240,2020-12-18 10:32:30.336,2020-12-18 10:35:30.048,2020-12-18 10:30:12.960,2020-12-18 10:31:14.304,2020-12-18 10:32:17.376,2020-12-18 10:35:37.824,0.0,0.0,1.0,0.0,5,5,124.73698899678521,63.072,200.448,1608280110.144,1608280230.24,1608280350.336,1608280530.048,1608280212.96,1608280274.304,1608280337.376,1608280537.824,61.344
39969,2020-12-18 11:39:29.664,2020-12-18 11:41:29.760,2020-12-18 11:43:29.856,2020-12-18 11:46:30.432,2020-12-18 11:39:31.392,2020-12-18 11:40:31.008,2020-12-18 11:42:38.016,2020-12-18 11:46:01.056,0.0,0.5,1.0,0.0,6,6,121.76876502733658,127.008,203.04,1608284369.664,1608284489.76,1608284609.856,1608284790.432,1608284371.392,1608284431.008,1608284558.016,1608284761.056,59.616
39971,2020-12-18 12:50:30.048,2020-12-18 12:52:30.144,2020-12-18 12:54:30.240,2020-12-18 12:57:29.952,2020-12-18 12:53:23.712,2020-12-18 12:54:05.184,2020-12-18 12:55:17.760,2020-12-18 12:59:37.824,0.0,0.0,2.0,0.0,7,7,90.60241334812605,72.576,260.064,1608288630.048,1608288750.144,1608288870.24,1608289049.952,1608288803.712,1608288845.184,1608288917.76,1608289177.824,41.472
39973,2020-12-18 14:01:30.432,2020-12-18 14:03:29.664,2020-12-18 14:05:29.760,2020-12-18 14:08:30.336,2020-12-18 14:02:31.776,2020-12-18 14:03:00.288,2020-12-18 14:04:38.784,2020-12-18 14:07:52.320,0.0,0.0,1.0,1.0,8,8,68.34073357726137,98.496,193.536,1608292890.432,1608293009.664,1608293129.76,1608293310.336,1608292951.776,1608292980.288,1608293078.784,1608293272.32,28.512
39975,2020-12-18 15:12:29.952,2020-12-18 15:14:30.048,2020-12-18 15:16:30.144,2020-12-18 15:19:29.856,2020-12-18 15:13:26.976,2020-12-18 15:14:10.176,2020-12-18 15:15:34.848,2020-12-18 15:19:29.856,0.0,0.0,0.5,1.0,9,9,93.57063731757468,84.672,235.008,1608297149.952,1608297270.048,1608297390.144,1608297569.856,1608297206.976,1608297250.176,1608297334.848,1608297569.856,43.2
39977,2020-12-18 16:29:29.760,2020-12-18 16:31:29.856,2020-12-18 16:33:29.952,2020-12-18 16:36:29.664,2020-12-18 16:31:59.232,2020-12-18 16:32:32.064,2020-12-18 16:34:07.104,2020-12-18 16:37:39.648,0.0,0.5,2.0,0.0,10,10,75.76129350088294,95.04,212.544,1608301769.76,1608301889.856,1608302009.952,1608302189.664,1608301919.232,1608301952.064,1608302047.104,1608302259.648,32.832
39979,2020-12-18 17:41:29.760,2020-12-18 17:43:29.856,2020-12-18 17:45:29.952,2020-12-18 17:48:29.664,2020-12-18 17:44:42.432,2020-12-18 17:45:38.592,2020-12-18 17:46:51.168,2020-12-18 17:51:24.192,0.0,0.5,1.0,0.0,11,11,115.83231708843934,72.576,273.024,1608306089.76,1608306209.856,1608306329.952,1608306509.664,1608306282.432,1608306338.592,1608306411.168,1608306684.192,56.16
39981,2020-12-18 18:52:30.144,2020-12-18 18:54:30.240,2020-12-18 18:56:30.336,2020-12-18 18:59:30.048,2020-12-18 18:53:20.256,2020-12-18 18:54:00.000,2020-12-18 18:55:29.856,2020-12-18 18:59:30.048,0.0,1.0,1.0,0.5,12,12,87.63418937867743,89.856,240.192,1608310350.144,1608310470.24,1608310590.336,1608310770.048,1608310400.256,1608310440.0,1608310529.856,1608310770.048,39.744
39983,2020-12-18 19:59:30.336,2020-12-18 20:00:29.952,2020-12-18 20:02:30.048,2020-12-18 20:04:30.144,2020-12-18 20:00:34.272,2020-12-18 20:01:26.112,2020-12-18 20:02:24.000,2020-12-18 20:05:23.712,0.0,0.0,0.0,0.0,13,13,108.4117571648178,57.888,179.712,1608314370.336,1608314429.952,1608314550.048,1608314670.144,1608314434.272,1608314486.112,1608314544.0,1608314723.712,51.84
39985,2020-12-18 21:10:29.856,2020-12-18 21:11:30.336,2020-12-18 21:13:30.432,2020-12-18 21:15:29.664,2020-12-18 21:11:23.424,2020-12-18 21:11:51.936,2020-12-18 21:12:48.096,2020-12-18 21:15:23.616,0.0,0.5,0.0,0.0,14,14,68.34073357726137,56.16,155.52,1608318629.856,1608318690.336,1608318810.432,1608318929.664,1608318683.424,1608318711.936,1608318768.096,1608318923.616,28.512
40232,2020-12-19 05:29:30.048,2020-12-19 05:30:29.664,2020-12-19 05:31:30.144,2020-12-19 05:33:30.240,2020-12-19 05:29:49.056,2020-12-19 05:30:36.576,2020-12-19 05:31:39.648,2020-12-19 05:35:20.832,0.0,0.0,1.0,0.0,1,15,100.99119724119623,63.072,221.184,1608348570.048,1608348629.664,1608348690.144,1608348810.24,1608348589.056,1608348636.576,1608348699.648,1608348920.832,47.52
40234,2020-12-19 06:29:30.336,2020-12-19 06:30:29.952,2020-12-19 06:31:30.432,2020-12-19 06:33:29.664,2020-12-19 06:31:53.760,2020-12-19 06:32:43.008,2020-12-19 06:33:33.984,2020-12-19 06:37:23.808,0.0,0.0,0.0,0.0,2,16,103.95942121064485,50.976,229.824,1608352170.336,1608352229.952,1608352290.432,1608352409.664,1608352313.76,1608352363.008,1608352413.984,1608352643.808,49.248
40236,2020-12-19 07:39:30.240,2020-12-19 07:41:30.336,2020-12-19 07:42:29.952,2020-12-19 07:44:30.048,2020-12-19 07:40:58.368,2020-12-19 07:41:31.200,2020-12-19 07:42:34.272,2020-12-19 07:45:21.888,0.0,0.5,1.0,0.0,3,17,75.76129350088294,63.072,167.616,1608356370.24,1608356490.336,1608356549.952,1608356670.048,1608356458.368,1608356491.2,1608356554.272,1608356721.888,32.832
40238,2020-12-19 08:42:30.240,2020-12-19 08:44:30.336,2020-12-19 08:45:29.952,2020-12-19 08:47:30.048,2020-12-19 08:44:18.240,2020-12-19 08:44:43.296,2020-12-19 08:45:46.368,2020-12-19 08:47:31.776,0.0,0.0,0.0,0.0,4,18,62.40428563836414,63.072,105.408,1608360150.24,1608360270.336,1608360329.952,1608360450.048,1608360258.24,1608360283.296,1608360346.368,1608360451.776,25.056
40240,2020-12-19 09:56:30.336,2020-12-19 09:58:30.432,2020-12-19 09:59:30.048,2020-12-19 10:01:30.144,2020-12-19 09:57:16.992,2020-12-19 09:58:39.936,2020-12-19 09:59:32.640,2020-12-19 10:03:25.920,0.0,0.0,0.0,0.0,5,19,161.839788614893,52.704,233.28,1608364590.336,1608364710.432,1608364770.048,1608364890.144,1608364636.992,1608364719.936,1608364772.64,1608365005.92,82.944
40242,2020-12-19 11:03:29.664,2020-12-19 11:05:29.760,2020-12-19 11:06:30.240,2020-12-19 11:08:30.336,2020-12-19 11:04:13.728,2020-12-19 11:04:39.648,2020-12-19 11:05:33.216,2020-12-19 11:09:28.224,0.0,0.0,1.0,0.0,6,20,63.88839762308845,53.568,235.008,1608368609.664,1608368729.76,1608368790.24,1608368910.336,1608368653.728,1608368679.648,1608368733.216,1608368968.224,25.92
40244,2020-12-19 12:06:29.664,2020-12-19 12:08:29.760,2020-12-19 12:09:30.240,2020-12-19 12:11:30.336,2020-12-19 12:08:19.392,2020-12-19 12:08:45.312,2020-12-19 12:09:49.248,2020-12-19 12:13:43.392,0.0,0.0,0.0,0.0,7,21,63.88839762308845,63.936,234.144,1608372389.664,1608372509.76,1608372570.24,1608372690.336,1608372499.392,1608372525.312,1608372589.248,1608372823.392,25.92
