course_id,sched_1_355,sched_2_1035,sched_3_418,sched_4_2543,stop_1_355,stop_2_1035,stop_3_418,stop_4_2543,stay_1_355,stay_2_1035,stay_3_418,stay_4_2543,daily_course,weekly_course,t_stop1_to_stop2,t_stop2_to_stop3,t_stop3_to_stop4,sched_1_355_s,sched_2_1035_s,sched_3_418_s,sched_4_2543_s,stop_1_355_s,stop_2_1035_s,stop_3_418_s,stop_4_2543_s,t_stop1_to_stop2_original
1143527,2020-01-10 05:30:29.664,2020-01-10 05:31:30.144,2020-01-10 05:33:30.240,2020-01-10 05:35:30.336,2020-01-10 05:29:30.048,2020-01-10 05:30:29.664,2020-01-10 05:31:44.832,2020-01-10 05:34:36.768,0.0,0.0,1.0,1.0,1,1,59.616,75.168,171.936,1578627029.664,1578627090.144,1578627210.24,1578627330.336,1578626970.048,1578627029.664,1578627104.832,1578627276.768,59.616
1143529,2020-01-10 06:42:29.664,2020-01-10 06:43:30.144,2020-01-10 06:45:30.240,2020-01-10 06:47:30.336,2020-01-10 06:41:43.872,2020-01-10 06:43:09.408,2020-01-10 06:44:33.216,2020-01-10 06:48:02.304,1.0,1.0,0.0,1.0,2,2,85.536,83.808,209.088,1578631349.664,1578631410.144,1578631530.24,1578631650.336,1578631303.872,1578631389.408,1578631473.216,1578631682.304,85.536
1143531,2020-01-10 07:44:30.048,2020-01-10 07:46:30.144,2020-01-10 07:48:30.240,2020-01-10 07:51:29.952,2020-01-10 07:45:08.064,2020-01-10 07:47:33.216,2020-01-10 07:48:59.616,2020-01-10 07:52:07.968,1.0,1.0,2.0,1.0,3,3,145.152,86.4,188.352,1578635070.048,1578635190.144,1578635310.24,1578635489.952,1578635108.064,1578635253.216,1578635339.616,1578635527.968,145.152
1143533,2020-01-10 08:58:30.144,2020-01-10 09:00:30.240,2020-01-10 09:02:30.336,2020-01-10 09:05:30.048,2020-01-10 08:58:30.144,2020-01-10 09:00:19.008,2020-01-10 09:01:31.584,2020-01-10 09:04:40.800,0.0,0.0,0.5,1.0,4,4,108.864,72.576,189.216,1578639510.144,1578639630.24,1578639750.336,1578639930.048,1578639510.144,1578639619.008,1578639691.584,1578639880.8,108.864
1143535,2020-01-10 10:28:30.144,2020-01-10 10:30:30.240,2020-01-10 10:32:30.336,2020-01-10 10:35:30.048,2020-01-10 10:27:38.304,2020-01-10 10:30:02.592,2020-01-10 10:31:36.768,2020-01-10 10:34:37.344,2.0,1.0,0.0,0.0,5,5,144.288,94.176,180.576,1578644910.144,1578645030.24,1578645150.336,1578645330.048,1578644858.304,1578645002.592,1578645096.768,1578645277.344,144.288
1143539,2020-01-10 12:50:30.048,2020-01-10 12:52:30.144,2020-01-10 12:54:30.240,2020-01-10 12:57:29.952,2020-01-10 12:50:09.312,2020-01-10 12:51:59.904,2020-01-10 12:54:10.368,2020-01-10 12:56:40.704,1.0,1.0,0.0,1.0,6,6,110.592,130.464,150.336,1578653430.048,1578653550.144,1578653670.24,1578653849.952,1578653409.312,1578653519.904,1578653650.368,1578653800.704,110.592
1143543,2020-01-10 15:12:29.952,2020-01-10 15:14:30.048,2020-01-10 15:16:30.144,2020-01-10 15:19:29.856,2020-01-10 15:12:15.264,2020-01-10 15:14:16.224,2020-01-10 15:15:47.808,2020-01-10 15:19:41.088,0.5,0.0,1.0,1.0,7,7,120.96,91.584,233.28,1578661949.952,1578662070.048,1578662190.144,1578662369.856,1578661935.264,1578662056.224,1578662147.808,1578662381.088,120.96
1143545,2020-01-10 16:29:29.760,2020-01-10 16:31:29.856,2020-01-10 16:33:29.952,2020-01-10 16:36:29.664,2020-01-10 16:30:30.240,2020-01-10 16:32:40.704,2020-01-10 16:33:50.688,2020-01-10 16:36:14.112,1.0,0.5,1.0,0.0,8,8,130.464,69.984,143.424,1578666569.76,1578666689.856,1578666809.952,1578666989.664,1578666630.24,1578666760.704,1578666830.688,1578666974.112,130.464
1143547,2020-01-10 17:41:29.760,2020-01-10 17:43:29.856,2020-01-10 17:45:29.952,2020-01-10 17:48:29.664,2020-01-10 17:49:11.136,2020-01-10 17:50:45.312,2020-01-10 17:54:04.032,2020-01-10 17:59:43.584,1.0,1.0,2.0,1.0,9,9,94.176,198.72,339.552,1578670889.76,1578671009.856,1578671129.952,1578671309.664,1578671351.136,1578671445.312,1578671644.032,1578671983.584,94.176
1143549,2020-01-10 18:52:30.144,2020-01-10 18:54:30.240,2020-01-10 18:56:30.336,2020-01-10 18:59:30.048,2020-01-10 19:05:50.208,2020-01-10 19:07:32.160,2020-01-10 19:08:41.280,2020-01-10 19:12:10.368,1.0,0.5,2.0,0.5,10,10,101.952,69.12,209.088,1578675150.144,1578675270.24,1578675390.336,1578675570.048,1578675950.208,1578676052.16,1578676121.28,1578676330.368,101.952
1143551,2020-01-10 19:59:30.336,2020-01-10 20:00:29.952,2020-01-10 20:02:30.048,2020-01-10 20:04:30.144,2020-01-10 20:09:33.408,2020-01-10 20:12:00.288,2020-01-10 20:12:52.128,2020-01-10 20:15:50.976,2.0,0.0,0.0,1.0,11,11,146.88,51.84,178.848,1578679170.336,1578679229.952,1578679350.048,1578679470.144,1578679773.408,1578679920.288,1578679972.128,1578680150.976,146.88
1143553,2020-01-10 21:10:29.856,2020-01-10 21:11:30.336,2020-01-10 21:13:30.432,2020-01-10 21:15:29.664,2020-01-10 21:09:32.832,2020-01-10 21:11:42.432,2020-01-10 21:12:55.872,2020-01-10 21:15:33.120,1.0,1.0,0.0,1.0,12,12,129.6,73.44,157.248,1578683429.856,1578683490.336,1578683610.432,1578683729.664,1578683372.832,1578683502.432,1578683575.872,1578683733.12,129.6
1143800,2020-01-11 05:29:30.048,2020-01-11 05:30:29.664,2020-01-11 05:31:30.144,2020-01-11 05:33:30.240,2020-01-11 05:29:24.000,2020-01-11 05:30:07.200,2020-01-11 05:31:11.136,2020-01-11 05:33:58.752,0.0,0.0,0.0,1.0,1,13,43.2,63.936,167.616,1578713370.048,1578713429.664,1578713490.144,1578713610.24,1578713364.0,1578713407.2,1578713471.136,1578713638.752,43.2
1143802,2020-01-11 06:29:30.336,2020-01-11 06:30:29.952,2020-01-11 06:31:30.432,2020-01-11 06:33:29.664,2020-01-11 06:30:15.264,2020-01-11 06:31:53.760,2020-01-11 06:32:37.824,2020-01-11 06:34:05.952,1.0,0.0,0.0,0.0,2,14,98.496,44.064,88.128,1578716970.336,1578717029.952,1578717090.432,1578717209.664,1578717015.264,1578717113.76,1578717157.824,1578717245.952,98.496
1143804,2020-01-11 07:39:30.240,2020-01-11 07:41:30.336,2020-01-11 07:42:29.952,2020-01-11 07:44:30.048,2020-01-11 07:38:46.176,2020-01-11 07:40:43.680,2020-01-11 07:41:46.752,2020-01-11 07:44:04.128,2.0,0.5,0.0,1.0,3,15,117.504,63.072,137.376,1578721170.24,1578721290.336,1578721349.952,1578721470.048,1578721126.176,1578721243.68,1578721306.752,1578721444.128,117.504
1143806,2020-01-11 08:42:30.240,2020-01-11 08:44:30.336,2020-01-11 08:45:29.952,2020-01-11 08:47:30.048,2020-01-11 08:42:10.368,2020-01-11 08:44:00.096,2020-01-11 08:44:57.984,2020-01-11 08:46:30.432,1.0,0.0,0.0,1.0,4,16,109.728,57.888,92.448,1578724950.24,1578725070.336,1578725129.952,1578725250.048,1578724930.368,1578725040.096,1578725097.984,1578725190.432,109.728
1143808,2020-01-11 09:56:30.336,2020-01-11 09:58:30.432,2020-01-11 09:59:30.048,2020-01-11 10:01:30.144,2020-01-11 09:55:41.088,2020-01-11 09:57:41.184,2020-01-11 09:58:33.024,2020-01-11 10:02:04.704,1.0,0.0,0.0,1.0,5,17,120.096,51.84,211.68,1578729390.336,1578729510.432,1578729570.048,1578729690.144,1578729341.088,1578729461.184,1578729513.024,1578729724.704,120.096
1143810,2020-01-11 11:03:29.664,2020-01-11 11:05:29.760,2020-01-11 11:06:30.240,2020-01-11 11:08:30.336,2020-01-11 11:02:49.920,2020-01-11 11:04:58.656,2020-01-11 11:05:59.136,2020-01-11 11:08:26.880,1.0,0.0,0.0,1.0,6,18,128.736,60.48,147.744,1578733409.664,1578733529.76,1578733590.24,1578733710.336,1578733369.92,1578733498.656,1578733559.136,1578733706.88,128.736
1143812,2020-01-11 12:06:29.664,2020-01-11 12:08:29.760,2020-01-11 12:09:30.240,2020-01-11 12:11:30.336,2020-01-11 12:05:41.280,2020-01-11 12:06:41.760,2020-01-11 12:07:37.056,2020-01-11 12:10:33.312,0.0,0.0,1.0,1.0,7,19,60.48,55.296,176.256,1578737189.664,1578737309.76,1578737370.24,1578737490.336,1578737141.28,1578737201.76,1578737257.056,1578737433.312,60.48
1143814,2020-01-11 13:09:29.664,2020-01-11 13:11:29.760,2020-01-11 13:12:30.240,2020-01-11 13:14:30.336,2020-01-11 13:10:31.008,2020-01-11 13:13:09.120,2020-01-11 13:14:13.056,2020-01-11 13:16:30.432,2.0,0.0,1.0,1.0,8,20,158.112,63.936,137.376,1578740969.664,1578741089.76,1578741150.24,1578741270.336,1578741031.008,1578741189.12,1578741253.056,1578741390.432,158.112
1143816,2020-01-11 14:12:29.664,2020-01-11 14:14:29.760,2020-01-11 14:15:30.240,2020-01-11 14:17:30.336,2020-01-11 14:13:09.408,2020-01-11 14:14:55.680,2020-01-11 14:15:58.752,2020-01-11 14:18:06.624,1.0,0.5,0.0,1.0,9,21,106.272,63.072,127.872,1578744749.664,1578744869.76,1578744930.24,1578745050.336,1578744789.408,1578744895.68,1578744958.752,1578745086.624,106.272
1143818,2020-01-11 15:15:29.664,2020-01-11 15:17:29.760,2020-01-11 15:18:30.240,2020-01-11 15:20:30.336,2020-01-11 15:14:50.784,2020-01-11 15:16:33.600,2020-01-11 15:17:39.264,2020-01-11 15:21:42.048,1.0,1.0,1.0,1.0,10,22,102.816,65.664,242.784,1578748529.664,1578748649.76,1578748710.24,1578748830.336,1578748490.784,1578748593.6,1578748659.264,1578748902.048,102.816
1143820,2020-01-11 16:26:30.048,2020-01-11 16:28:30.144,2020-01-11 16:29:29.760,2020-01-11 16:31:29.856,2020-01-11 16:25:44.256,2020-01-11 16:27:47.808,2020-01-11 16:28:58.656,2020-01-11 16:31:39.360,1.0,0.5,0.0,1.0,11,23,123.552,70.848,160.704,1578752790.048,1578752910.144,1578752969.76,1578753089.856,1578752744.256,1578752867.808,1578752938.656,1578753099.36,123.552
1143822,2020-01-11 17:31:30.144,2020-01-11 17:33:30.240,2020-01-11 17:34:29.856,2020-01-11 17:36:29.952,2020-01-11 17:32:02.112,2020-01-11 17:34:49.728,2020-01-11 17:35:56.256,2020-01-11 17:39:27.936,1.5,0.5,1.0,1.0,12,24,167.616,66.528,211.68,1578756690.144,1578756810.24,1578756869.856,1578756989.952,1578756722.112,1578756889.728,1578756956.256,1578757167.936,167.616
1143824,2020-01-11 18:34:30.144,2020-01-11 18:36:30.240,2020-01-11 18:37:29.856,2020-01-11 18:39:29.952,2020-01-11 18:34:47.424,2020-01-11 18:37:54.048,2020-01-11 18:39:02.304,2020-01-11 18:41:53.376,2.0,1.0,0.0,0.5,13,25,186.624,68.256,171.072,1578760470.144,1578760590.24,1578760649.856,1578760769.952,1578760487.424,1578760674.048,1578760742.304,1578760913.376,186.624
1143826,2020-01-11 19:36:29.664,2020-01-11 19:37:30.144,2020-01-11 19:38:29.760,2020-01-11 19:40:29.856,2020-01-11 19:36:36.576,2020-01-11 19:39:25.920,2020-01-11 19:40:09.984,2020-01-11 19:43:31.296,1.0,0.0,1.0,1.0,14,26,169.344,44.064,201.312,1578764189.664,1578764250.144,1578764309.76,1578764429.856,1578764196.576,1578764365.92,1578764409.984,1578764611.296,169.344
1143828,2020-01-11 20:44:30.336,2020-01-11 20:45:29.952,2020-01-11 20:46:30.432,2020-01-11 20:48:29.664,2020-01-11 20:44:26.016,2020-01-11 20:45:41.184,2020-01-11 20:46:32.160,2020-01-11 20:49:31.008,1.0,0.0,0.0,1.0,15,27,75.168,50.976,178.848,1578768270.336,1578768329.952,1578768390.432,1578768509.664,1578768266.016,1578768341.184,1578768392.16,1578768571.008,75.168
1143800,2020-01-12 05:29:30.048,2020-01-12 05:30:29.664,2020-01-12 05:31:30.144,2020-01-12 05:33:30.240,2020-01-12 05:28:34.752,2020-01-12 05:29:38.688,2020-01-12 05:30:40.896,2020-01-12 05:32:48.768,0.0,0.0,0.0,0.5,1,28,63.936,62.208,127.872,1578799770.048,1578799829.664,1578799890.144,1578800010.24,1578799714.752,1578799778.688,1578799840.896,1578799968.768,63.936
1143802,2020-01-12 06:29:30.336,2020-01-12 06:30:29.952,2020-01-12 06:31:30.432,2020-01-12 06:33:29.664,2020-01-12 06:28:45.408,2020-01-12 06:30:30.816,2020-01-12 06:31:34.752,2020-01-12 06:34:03.360,1.0,0.0,0.5,0.5,2,29,105.408,63.936,148.608,1578803370.336,1578803429.952,1578803490.432,1578803609.664,1578803325.408,1578803430.816,1578803494.752,1578803643.36,105.408
1143804,2020-01-12 07:39:30.240,2020-01-12 07:41:30.336,2020-01-12 07:42:29.952,2020-01-12 07:44:30.048,2020-01-12 07:37:39.648,2020-01-12 07:39:43.200,2020-01-12 07:40:35.904,2020-01-12 07:44:05.856,1.0,0.0,0.5,1.0,3,30,123.552,52.704,209.952,1578807570.24,1578807690.336,1578807749.952,1578807870.048,1578807459.648,1578807583.2,1578807635.904,1578807845.856,123.552
1143806,2020-01-12 08:42:30.240,2020-01-12 08:44:30.336,2020-01-12 08:45:29.952,2020-01-12 08:47:30.048,2020-01-12 08:41:41.856,2020-01-12 08:42:50.112,2020-01-12 08:43:54.912,2020-01-12 08:48:06.336,0.0,0.0,0.5,1.0,4,31,68.256,64.8,251.424,1578811350.24,1578811470.336,1578811529.952,1578811650.048,1578811301.856,1578811370.112,1578811434.912,1578811686.336,68.256
1143808,2020-01-12 09:56:30.336,2020-01-12 09:58:30.432,2020-01-12 09:59:30.048,2020-01-12 10:01:30.144,2020-01-12 09:55:29.856,2020-01-12 09:57:14.400,2020-01-12 09:58:39.072,2020-01-12 10:00:46.080,0.5,0.0,0.5,1.0,5,32,104.544,84.672,127.008,1578815790.336,1578815910.432,1578815970.048,1578816090.144,1578815729.856,1578815834.4,1578815919.072,1578816046.08,104.544
1143810,2020-01-12 11:03:29.664,2020-01-12 11:05:29.760,2020-01-12 11:06:30.240,2020-01-12 11:08:30.336,2020-01-12 11:02:44.736,2020-01-12 11:04:31.872,2020-01-12 11:05:34.944,2020-01-12 11:08:23.424,0.5,0.0,0.5,1.0,6,33,107.136,63.072,168.48,1578819809.664,1578819929.76,1578819990.24,1578820110.336,1578819764.736,1578819871.872,1578819934.944,1578820103.424,107.136
1143812,2020-01-12 12:06:29.664,2020-01-12 12:08:29.760,2020-01-12 12:09:30.240,2020-01-12 12:11:30.336,2020-01-12 12:05:36.960,2020-01-12 12:07:37.056,2020-01-12 12:08:40.992,2020-01-12 12:10:47.136,1.0,0.5,1.0,1.0,7,34,120.096,63.936,126.144,1578823589.664,1578823709.76,1578823770.24,1578823890.336,1578823536.96,1578823657.056,1578823720.992,1578823847.136,120.096
1143814,2020-01-12 13:09:29.664,2020-01-12 13:11:29.760,2020-01-12 13:12:30.240,2020-01-12 13:14:30.336,2020-01-12 13:09:41.760,2020-01-12 13:11:47.904,2020-01-12 13:12:52.704,2020-01-12 13:16:01.056,2.0,0.5,0.5,1.0,8,35,126.144,64.8,188.352,1578827369.664,1578827489.76,1578827550.24,1578827670.336,1578827381.76,1578827507.904,1578827572.704,1578827761.056,126.144
1143816,2020-01-12 14:12:29.664,2020-01-12 14:14:29.760,2020-01-12 14:15:30.240,2020-01-12 14:17:30.336,2020-01-12 14:12:20.160,2020-01-12 14:14:47.040,2020-01-12 14:15:50.112,2020-01-12 14:18:16.992,2.0,0.5,0.0,1.0,9,36,146.88,63.072,146.88,1578831149.664,1578831269.76,1578831330.24,1578831450.336,1578831140.16,1578831287.04,1578831350.112,1578831496.992,146.88
1143818,2020-01-12 15:15:29.664,2020-01-12 15:17:29.760,2020-01-12 15:18:30.240,2020-01-12 15:20:30.336,2020-01-12 15:15:14.976,2020-01-12 15:17:40.128,2020-01-12 15:18:43.200,2020-01-12 15:21:49.824,2.0,0.5,0.5,0.0,10,37,145.152,63.072,186.624,1578834929.664,1578835049.76,1578835110.24,1578835230.336,1578834914.976,1578835060.128,1578835123.2,1578835309.824,145.152
1143820,2020-01-12 16:26:30.048,2020-01-12 16:28:30.144,2020-01-12 16:29:29.760,2020-01-12 16:31:29.856,2020-01-12 16:26:31.776,2020-01-12 16:27:55.584,2020-01-12 16:29:00.384,2020-01-12 16:31:28.992,0.5,0.0,0.0,1.0,11,38,83.808,64.8,148.608,1578839190.048,1578839310.144,1578839369.76,1578839489.856,1578839191.776,1578839275.584,1578839340.384,1578839488.992,83.808
1143822,2020-01-12 17:31:30.144,2020-01-12 17:33:30.240,2020-01-12 17:34:29.856,2020-01-12 17:36:29.952,2020-01-12 17:31:19.776,2020-01-12 17:33:48.384,2020-01-12 17:34:52.320,2020-01-12 17:37:40.800,1.0,0.0,0.5,1.0,12,39,148.608,63.936,168.48,1578843090.144,1578843210.24,1578843269.856,1578843389.952,1578843079.776,1578843228.384,1578843292.32,1578843460.8,148.608
1143824,2020-01-12 18:34:30.144,2020-01-12 18:36:30.240,2020-01-12 18:37:29.856,2020-01-12 18:39:29.952,2020-01-12 18:34:05.952,2020-01-12 18:36:32.832,2020-01-12 18:37:36.768,2020-01-12 18:39:24.768,1.0,0.5,0.5,1.0,13,40,146.88,63.936,108.0,1578846870.144,1578846990.24,1578847049.856,1578847169.952,1578846845.952,1578846992.832,1578847056.768,1578847164.768,146.88
1143826,2020-01-12 19:36:29.664,2020-01-12 19:37:30.144,2020-01-12 19:38:29.760,2020-01-12 19:40:29.856,2020-01-12 19:36:54.720,2020-01-12 19:39:23.328,2020-01-12 19:40:24.672,2020-01-12 19:43:34.752,1.0,0.5,0.5,1.0,14,41,148.608,61.344,190.08,1578850589.664,1578850650.144,1578850709.76,1578850829.856,1578850614.72,1578850763.328,1578850824.672,1578851014.752,148.608
1143828,2020-01-12 20:44:30.336,2020-01-12 20:45:29.952,2020-01-12 20:46:30.432,2020-01-12 20:48:29.664,2020-01-12 20:44:15.648,2020-01-12 20:45:41.184,2020-01-12 20:46:24.384,2020-01-12 20:49:33.600,1.0,0.0,0.0,1.0,15,42,85.536,43.2,189.216,1578854670.336,1578854729.952,1578854790.432,1578854909.664,1578854655.648,1578854741.184,1578854784.384,1578854973.6,85.536
1143527,2020-01-13 05:30:29.664,2020-01-13 05:31:30.144,2020-01-13 05:33:30.240,2020-01-13 05:35:30.336,2020-01-13 05:29:55.104,2020-01-13 05:31:18.048,2020-01-13 05:32:43.584,2020-01-13 05:35:55.392,0.0,0.0,1.0,0.5,1,43,82.944,85.536,191.808,1578886229.664,1578886290.144,1578886410.24,1578886530.336,1578886195.104,1578886278.048,1578886363.584,1578886555.392,82.944
1143529,2020-01-13 06:42:29.664,2020-01-13 06:43:30.144,2020-01-13 06:45:30.240,2020-01-13 06:47:30.336,2020-01-13 06:42:01.152,2020-01-13 06:43:12.864,2020-01-13 06:44:40.128,2020-01-13 06:46:47.136,1.0,0.0,0.0,1.0,2,44,71.712,87.264,127.008,1578890549.664,1578890610.144,1578890730.24,1578890850.336,1578890521.152,1578890592.864,1578890680.128,1578890807.136,71.712
1143531,2020-01-13 07:44:30.048,2020-01-13 07:46:30.144,2020-01-13 07:48:30.240,2020-01-13 07:51:29.952,2020-01-13 07:55:37.920,2020-01-13 07:58:54.912,2020-01-13 07:59:57.984,2020-01-13 08:02:05.856,2.0,0.0,0.0,1.0,3,45,196.992,63.072,127.872,1578894270.048,1578894390.144,1578894510.24,1578894689.952,1578894937.92,1578895134.912,1578895197.984,1578895325.856,196.992
1143533,2020-01-13 08:58:30.144,2020-01-13 09:00:30.240,2020-01-13 09:02:30.336,2020-01-13 09:05:30.048,2020-01-13 09:07:49.152,2020-01-13 09:09:08.640,2020-01-13 09:11:17.376,2020-01-13 09:14:11.904,0.5,1.0,1.0,1.0,4,46,79.488,128.736,174.528,1578898710.144,1578898830.24,1578898950.336,1578899130.048,1578899269.152,1578899348.64,1578899477.376,1578899651.904,79.488
1143535,2020-01-13 10:28:30.144,2020-01-13 10:30:30.240,2020-01-13 10:32:30.336,2020-01-13 10:35:30.048,2020-01-13 10:29:53.952,2020-01-13 10:31:49.728,2020-01-13 10:33:15.264,2020-01-13 10:36:25.344,1.0,0.0,0.5,1.0,5,47,115.776,85.536,190.08,1578904110.144,1578904230.24,1578904350.336,1578904530.048,1578904193.952,1578904309.728,1578904395.264,1578904585.344,115.776
1143537,2020-01-13 11:39:29.664,2020-01-13 11:41:29.760,2020-01-13 11:43:29.856,2020-01-13 11:46:30.432,2020-01-13 11:38:36.960,2020-01-13 11:41:22.848,2020-01-13 11:42:46.656,2020-01-13 11:46:16.608,1.0,1.0,1.0,1.0,6,48,165.888,83.808,209.952,1578908369.664,1578908489.76,1578908609.856,1578908790.432,1578908316.96,1578908482.848,1578908566.656,1578908776.608,165.888
1143539,2020-01-13 12:50:30.048,2020-01-13 12:52:30.144,2020-01-13 12:54:30.240,2020-01-13 12:57:29.952,2020-01-13 12:49:35.616,2020-01-13 12:51:46.944,2020-01-13 12:53:30.624,2020-01-13 12:56:40.704,1.0,0.5,1.0,1.0,7,49,131.328,103.68,190.08,1578912630.048,1578912750.144,1578912870.24,1578913049.952,1578912575.616,1578912706.944,1578912810.624,1578913000.704,131.328
1143541,2020-01-13 14:01:30.432,2020-01-13 14:03:29.664,2020-01-13 14:05:29.760,2020-01-13 14:08:30.336,2020-01-13 14:02:02.400,2020-01-13 14:04:31.008,2020-01-13 14:05:45.312,2020-01-13 14:10:20.928,2.0,0.0,1.0,1.0,8,50,148.608,74.304,275.616,1578916890.432,1578917009.664,1578917129.76,1578917310.336,1578916922.4,1578917071.008,1578917145.312,1578917420.928,148.608
1143543,2020-01-13 15:12:29.952,2020-01-13 15:14:30.048,2020-01-13 15:16:30.144,2020-01-13 15:19:29.856,2020-01-13 15:12:35.136,2020-01-13 15:15:33.984,2020-01-13 15:17:07.296,2020-01-13 15:19:36.768,2.0,1.0,1.0,1.0,9,51,178.848,93.312,149.472,1578921149.952,1578921270.048,1578921390.144,1578921569.856,1578921155.136,1578921333.984,1578921427.296,1578921576.768,178.848
1143545,2020-01-13 16:29:29.760,2020-01-13 16:31:29.856,2020-01-13 16:33:29.952,2020-01-13 16:36:29.664,2020-01-13 16:29:30.624,2020-01-13 16:31:24.672,2020-01-13 16:33:11.808,2020-01-13 16:36:12.384,1.0,1.0,1.0,0.5,10,52,114.048,107.136,180.576,1578925769.76,1578925889.856,1578926009.952,1578926189.664,1578925770.624,1578925884.672,1578925991.808,1578926172.384,114.048
1143547,2020-01-13 17:41:29.760,2020-01-13 17:43:29.856,2020-01-13 17:45:29.952,2020-01-13 17:48:29.664,2020-01-13 17:48:39.168,2020-01-13 17:50:13.344,2020-01-13 17:52:39.360,2020-01-13 17:57:32.256,1.0,1.0,2.0,1.0,11,53,94.176,146.016,292.896,1578930089.76,1578930209.856,1578930329.952,1578930509.664,1578930519.168,1578930613.344,1578930759.36,1578931052.256,94.176
1143549,2020-01-13 18:52:30.144,2020-01-13 18:54:30.240,2020-01-13 18:56:30.336,2020-01-13 18:59:30.048,2020-01-13 19:10:11.136,2020-01-13 19:12:25.920,2020-01-13 19:13:31.584,2020-01-13 19:15:50.688,1.0,0.0,0.0,1.0,12,54,134.784,65.664,139.104,1578934350.144,1578934470.24,1578934590.336,1578934770.048,1578935411.136,1578935545.92,1578935611.584,1578935750.688,134.784
1143551,2020-01-13 19:59:30.336,2020-01-13 20:00:29.952,2020-01-13 20:02:30.048,2020-01-13 20:04:30.144,2020-01-13 20:17:02.688,2020-01-13 20:19:08.832,2020-01-13 20:19:58.080,2020-01-13 20:23:28.032,1.0,0.0,0.0,1.0,13,55,126.144,49.248,209.952,1578938370.336,1578938429.952,1578938550.048,1578938670.144,1578939422.688,1578939548.832,1578939598.08,1578939808.032,126.144
1143553,2020-01-13 21:10:29.856,2020-01-13 21:11:30.336,2020-01-13 21:13:30.432,2020-01-13 21:15:29.664,2020-01-13 21:35:08.160,2020-01-13 21:36:25.056,2020-01-13 21:37:15.168,2020-01-13 21:41:47.328,0.0,0.0,0.5,3.0,14,56,76.896,50.112,272.16,1578942629.856,1578942690.336,1578942810.432,1578942929.664,1578944108.16,1578944185.056,1578944235.168,1578944507.328,76.896
1143527,2020-01-14 05:30:29.664,2020-01-14 05:31:30.144,2020-01-14 05:33:30.240,2020-01-14 05:35:30.336,2020-01-14 05:29:50.784,2020-01-14 05:31:14.592,2020-01-14 05:32:38.400,2020-01-14 05:36:06.624,0.5,0.0,1.0,0.5,1,57,83.808,83.808,208.224,1578972629.664,1578972690.144,1578972810.24,1578972930.336,1578972590.784,1578972674.592,1578972758.4,1578972966.624,83.808
1143529,2020-01-14 06:42:29.664,2020-01-14 06:43:30.144,2020-01-14 06:45:30.240,2020-01-14 06:47:30.336,2020-01-14 06:42:32.256,2020-01-14 06:43:36.192,2020-01-14 06:44:40.992,2020-01-14 06:46:47.136,0.0,0.0,0.5,1.0,2,58,63.936,64.8,126.144,1578976949.664,1578977010.144,1578977130.24,1578977250.336,1578976952.256,1578977016.192,1578977080.992,1578977207.136,63.936
1143531,2020-01-14 07:44:30.048,2020-01-14 07:46:30.144,2020-01-14 07:48:30.240,2020-01-14 07:51:29.952,2020-01-14 07:49:35.904,2020-01-14 07:52:14.016,2020-01-14 07:53:36.960,2020-01-14 07:56:28.032,2.0,0.0,0.0,0.5,3,59,158.112,82.944,171.072,1578980670.048,1578980790.144,1578980910.24,1578981089.952,1578980975.904,1578981134.016,1578981216.96,1578981388.032,158.112
1143533,2020-01-14 08:58:30.144,2020-01-14 09:00:30.240,2020-01-14 09:02:30.336,2020-01-14 09:05:30.048,2020-01-14 09:09:43.200,2020-01-14 09:11:47.616,2020-01-14 09:12:50.688,2020-01-14 09:16:22.368,0.5,0.0,0.0,1.0,4,60,124.416,63.072,211.68,1578985110.144,1578985230.24,1578985350.336,1578985530.048,1578985783.2,1578985907.616,1578985970.688,1578986182.368,124.416
1143535,2020-01-14 10:28:30.144,2020-01-14 10:30:30.240,2020-01-14 10:32:30.336,2020-01-14 10:35:30.048,2020-01-14 10:28:39.648,2020-01-14 10:30:05.184,2020-01-14 10:31:48.864,2020-01-14 10:34:35.616,0.0,0.5,0.5,1.0,5,61,85.536,103.68,166.752,1578990510.144,1578990630.24,1578990750.336,1578990930.048,1578990519.648,1578990605.184,1578990708.864,1578990875.616,85.536
1143537,2020-01-14 11:39:29.664,2020-01-14 11:41:29.760,2020-01-14 11:43:29.856,2020-01-14 11:46:30.432,2020-01-14 11:39:07.200,2020-01-14 11:41:13.344,2020-01-14 11:42:36.288,2020-01-14 11:46:05.376,1.0,0.5,0.5,1.0,6,62,126.144,82.944,209.088,1578994769.664,1578994889.76,1578995009.856,1578995190.432,1578994747.2,1578994873.344,1578994956.288,1578995165.376,126.144
1143541,2020-01-14 14:01:30.432,2020-01-14 14:03:29.664,2020-01-14 14:05:29.760,2020-01-14 14:08:30.336,2020-01-14 14:01:43.392,2020-01-14 14:03:52.128,2020-01-14 14:05:16.800,2020-01-14 14:08:50.208,2.0,0.5,0.0,0.5,7,63,128.736,84.672,213.408,1579003290.432,1579003409.664,1579003529.76,1579003710.336,1579003303.392,1579003432.128,1579003516.8,1579003730.208,128.736
