temp;feels_like;temp_min;temp_max;pressure;humidity;wind_speed;rain_1h;rain_3h;snow_1h;snow_3h;clouds_all
19.48;19.29;16.59;20.14;1007;69;1;;;;;40
18;17.84;16.59;19.75;1011;76;2.1;;;;;20
17.44;17.3;16.68;18.47;1011;79;1.5;;;;;40
17.53;17.35;15.29;19.25;1008;77;0.89;;;;;40
15.82;15.73;15.82;16.13;1011;87;1;;;;;40
19.67;19.47;17.59;20.57;1011;68;1;;;;;20
20.82;20.63;20.82;23.35;1011;64;1.5;;;;;20
22.7;22.54;20.27;25.57;1006;58;1;;;;;40
24.32;24.17;20.27;25.7;1011;52;1.79;;;;;40
25.3;25.11;22.69;25.82;1004;47;2;3;;;;40
25.37;25.19;18.37;26.81;1010;47;0.89;;;;;75
24.01;23.9;22.82;24.03;1011;55;1.79;;;;;75
23.53;23.32;18.27;25.14;1007;53;0.89;;;;;40
21.6;21.38;18.27;22.59;1010;60;7.2;1;;;;40
19.11;18.96;17.79;19.58;1008;72;1.79;;;;;20
18.5;18.34;16.68;19.58;1012;74;4.1;;;;;75
17.02;16.84;15.57;17.36;1012;79;4.6;;;;;75
16.04;15.87;14.46;18.37;1009;83;1;;;;;20
16.95;16.92;15.09;20.15;1010;85;0;;;;;75
17.88;17.94;15.09;20.57;1012;85;3.1;;;;;40
18.82;18.77;18.82;21.68;1012;77;2.1;;;;;40
22.04;21.89;17.59;24.46;1009;61;0;;;;;40
23.41;23.22;17.59;25.57;1012;54;3.6;;;;;40
17.87;17.83;16.82;25.57;1008;81;0.89;1.52;;;;75
17.7;17.69;16.81;22.09;1011;83;2.1;;;;;75
19.02;19.04;18.82;19.03;1012;79;0.89;;;;;75
20.89;20.89;18.82;24.03;1009;71;1.79;;;;;40
21.19;21.11;18.9;22.59;1010;67;0.89;3;;;;0
17.57;17.5;16.82;19.37;1006;81;1;;;;;20
16.35;16.31;15.82;19.37;1011;87;2.6;;;;;0
15.15;15.12;14.82;15.7;1011;92;1;;;;;0
15.76;15.69;14.46;18.75;1009;88;1;;;;;20
14.1;13.97;13.82;15.01;1011;92;1.5;1;;;;75
16.88;16.69;14.59;19.03;1010;79;2.1;;;;;90
15.77;15.67;15.7;20.57;1010;87;2.6;1.02;;;;90
17.12;17.13;15.82;18.69;1008;86;0;2;;;;75
18.68;18.61;16.77;21.68;1009;77;3.1;1;;;;40
16.32;16.17;14.39;18.77;1008;83;3.13;3;;;;75
15.83;15.66;14.39;18.77;1010;84;1.79;1;;;;75
16.19;16.11;15.82;17.24;1010;86;0.89;;;;;90
15.15;15.07;14.82;17.09;1008;90;1;;;;;75
16.44;16.36;14.85;17.92;1009;85;2.6;;;;;75
15.91;15.67;15.37;16.25;1007;81;0.89;;;;;75
15.97;15.5;15.37;16.25;1009;72;3.13;;;;;90
15.98;15.51;15.01;16.25;1009;72;1.79;;;;;90
15.57;15.06;14.15;15.82;1007;72;1.79;;;;;75
14.1;13.68;13.82;15.57;1009;81;0.89;;;;;90
15.44;14.97;13.49;16.13;1009;74;3.13;;;;;90
15.82;15.34;15.82;16.68;1010;72;5.7;;;;;75
15.84;15.39;13.79;16.25;1008;73;3.13;1;;;;40
14.89;14.68;13.79;15.17;1010;86;1.79;0.51;;;;90
15.39;15.1;14.55;15.82;1006;81;5;1;;;;40
16.53;16.12;14.55;16.82;1010;72;6.2;1;;;;75
16.82;16.31;16.82;17.79;1010;67;6.7;;;;;90
16.46;15.99;14.25;17.79;1008;70;0.89;;;;;40
16.04;15.66;14.25;17.79;1010;75;5.1;;;;;90
15.3;14.95;14.15;16.13;1008;79;1.79;;;;;75
15.24;14.88;14.15;16.25;1010;79;4.02;;;;;90
15.98;15.59;15.57;16.25;1010;75;4.02;;;;;90
15.96;15.52;13.69;16.25;1008;73;1.79;;;;;40
17.59;17.21;16.05;17.82;1005;69;4;;;;;40
19.82;19.53;19.82;21.13;1010;64;6.2;;;;;40
19.19;18.86;17.35;22.79;1005;65;5;;;;;75
19.57;19.25;17.35;22.79;1010;64;6.7;;;;;75
21.19;20.98;19.82;23.47;1011;62;7.2;;;;;75
18.19;18.15;17.82;18.47;1008;80;0.89;;;;;75
17.31;17.37;16.82;18.25;1011;87;3.13;;;;;90
18.1;18.11;17.79;22.24;1010;82;3.13;;;;;90
19.03;19.03;16.69;20.14;1007;78;4.02;2;;;;40
17.65;17.64;17.36;19.46;1010;83;1.79;;;;;90
17.82;17.77;16.39;18.9;1007;81;4.02;;;;;40
16.51;16.54;15.82;18.77;1009;89;1.79;;;;;75
15.77;15.83;14.82;17.36;1009;93;2.1;;;;;20
15.09;15.08;13.79;18.77;1007;93;0;;;;;20
18.04;17.99;17.82;18.35;1004;80;2;;;;;40
20.47;20.35;17.99;20.82;1009;68;4.1;;;;;20
20.82;20.86;20.82;21.68;1009;73;5.1;;;;;20
22.02;22;19.77;25.01;1006;66;1.79;;;;;75
21.62;21.61;19.77;21.82;1009;68;4.1;;;;;40
22.82;22.72;22.82;25.01;1009;60;6.7;;;;;40
22.02;22;19.85;24.46;1004;66;1;;;;;75
23.3;23.25;19.85;23.82;1009;60;3.6;;;;;20
24.82;24.74;24.46;24.82;1008;53;5.1;;;;;40
25.18;24.95;20.65;26.13;1002;46;4;;;;;20
25.16;24.88;20.65;25.89;1007;44;4.1;;;;;20
22.79;22.61;20.17;23.42;1005;57;1.79;;;;;20
20.9;20.8;19.46;22.09;1009;67;1.79;;;;;20
19.52;19.46;17.79;20.7;1009;74;2.1;;;;;20
19.13;19.06;16.59;20.14;1007;75;0.89;;;;;40
16.82;16.7;15.57;16.82;1011;82;2.1;;;;;0
19.59;19.28;18.05;19.82;1011;64;5.7;;;;;20
21.85;21.55;19.29;23.9;1011;56;5.7;;;;;20
22.3;21.97;19.35;25.01;1006;53;3;;;;;20
23.31;23;19.35;26.13;1011;50;5.1;;;;;20
24.69;24.36;20.35;27.24;1004;44;3;;;;;20
25.12;24.76;20.35;25.82;1009;41;4.6;1;;;;40
24.82;24.66;24.82;25.57;1008;50;3.1;;;;;40
22.8;22.52;19.95;25.62;1004;53;2;;;;;40
19.94;19.92;19.82;21.13;1011;74;3.1;;;;;90
19.44;19.37;17.79;20.39;1007;74;2;;;;;40
18.68;18.69;16.68;20.39;1011;80;2.1;;;;;75
17.86;17.76;16.68;17.92;1011;79;1;;;;;20
16.96;16.96;16.52;18.17;1008;86;0;;;;;40
15.82;15.73;15.57;15.82;1011;87;2.1;;;;;20
18.72;18.53;15.49;18.82;1011;72;2.6;;;;;20
19.82;19.63;19.82;23.35;1011;68;2.1;;;;;20
19.99;19.74;18.49;20.82;1006;65;0;;;;;40
21.72;21.46;18.49;24.03;1010;58;1.79;;;;;75
20.75;20.55;18.17;21.82;1005;64;2;;;;;40
21.39;21.15;18.17;21.82;1009;60;2.6;1;;;;75
20.77;20.63;19.03;22.79;1009;66;0.89;4;;;;75
19.4;19.41;17.95;22.29;1007;77;0.89;2;;;;75
19.21;19.14;17.95;19.82;1009;75;1.79;;;;;75
16.4;16.39;15.7;16.82;1010;88;1.79;1;;;;0
16.15;16.12;14.69;17.55;1008;88;0;;;;;0
16.39;16.2;15.82;17.36;1010;81;0.89;;;;;90
16.91;16.67;15.59;18.9;1010;77;4.1;;;;;75
18.82;18.64;18.82;21.68;1010;72;3.1;;;;;75
19.34;19.03;17.35;22.24;1005;65;3;1;;;;40
20.42;20.08;17.35;22.24;1009;60;3.6;4;;;;40
19.48;19.29;17.92;22.09;1006;69;2;;;;;40
22.31;21.98;18.17;22.82;1008;53;5.1;;;;;75
22.3;22.1;17.77;23.47;1005;58;4.02;;;;;40
20.73;20.48;17.77;21.68;1008;62;1.79;;;;;75
19.93;19.78;17.82;23.47;1009;69;1.79;;;;;75
16.4;16.26;15.82;19.09;1010;83;3.1;;;;;75
15.98;16.01;15.82;16.25;1010;91;2.1;0.51;;;;90
15.71;15.69;15.52;16.19;1008;90;0;;;;;75
16.39;16.43;15.82;17.36;1011;90;1.5;;;;;90
17.34;17.38;15.89;18.47;1012;86;1.5;0.51;;;;90
19.82;19.87;19.82;20.57;1012;77;1.5;;;;;75
19.75;19.5;17.75;22.79;1007;66;1;;;;;40
22.17;21.9;17.75;22.82;1012;56;5.7;;;;;40
21.95;21.85;19.32;24.58;1009;63;0.89;0.51;;;;40
24.17;23.97;19.37;25.7;1011;51;1.79;;;;;20
23.34;23.04;21.15;26.83;1011;50;6.7;;;;;20
23.54;23.36;19.27;24.58;1008;54;1.79;;;;;40
23.47;23.2;20.95;23.82;1012;51;1.79;;;;;40
21.03;20.78;17.97;21.32;1009;61;1;;;;;20
19.74;19.44;17.79;20.15;1013;64;1.79;;;;;0
18.69;18.39;16.13;18.82;1013;68;2.6;;;;;0
18.83;18.49;15.57;19.82;1010;66;1.79;;;;;20
19.88;19.44;17.35;21.68;1010;58;4;;;;;20
20.37;19.92;17.35;20.82;1014;56;6.2;;;;;20
21.82;21.44;21.82;23.9;1014;53;8.2;;;;;20
22.32;21.97;17.97;25.01;1009;52;4;;;;;20
23.4;22.92;17.97;23.82;1014;43;6.7;;;;;20
24.42;24.07;18.65;25.82;1008;44;5;;;;;20
24.91;24.53;18.65;25.82;1013;41;5.7;;;;;40
24.82;24.35;24.82;25.57;1013;38;6.7;;;;;20
24.96;24.48;18.77;25.82;1008;37;4;;;;;40
24.35;23.83;18.77;26.13;1012;38;5.1;;;;;20
22.15;21.6;19.15;22.82;1008;45;2;;;;;20
20.04;19.56;18.9;20.7;1014;56;0.89;;;;;0
18.89;18.45;14.99;19.03;1014;62;2.6;;;;;0
17.57;17.18;15.57;18.47;1012;69;0;;;;;0
16.82;16.44;15.01;16.82;1014;72;2.6;;;;;0
18.8;18.46;16.77;21.68;1010;66;1;;;;;0
22.82;22.44;22.82;24.46;1013;49;6.2;;;;;0
22.73;22.34;17.97;23.9;1008;49;3;;;;;40
23.38;22.95;17.97;26.13;1013;45;4.02;;;;;40
23.82;23.38;23.82;27.79;1012;43;6.7;;;;;40
23.48;23.08;19.15;24.82;1007;46;4;;;;;40
23.29;22.8;19.15;26.68;1011;43;5.1;;;;;75
23.82;23.48;23.82;24.46;1010;47;3.6;;;;;75
23.79;23.37;19.37;24.62;1008;44;3;;;;;40
21.48;21.09;19.37;24.46;1011;54;1.79;;;;;40
20.41;20.02;17.35;20.82;1009;58;3.13;;;;;40
19.52;19.09;17.35;19.82;1012;60;1.79;;;;;40
18.69;18.29;17.24;18.82;1012;64;0.89;;;;;40
17.57;17.18;15.89;17.82;1010;69;3.13;;;;;20
15.82;15.34;15.82;16.13;1011;72;6.2;;;;;40
16.44;15.92;14.89;16.82;1007;68;4;;;;;20
18.82;18.19;18.82;21.13;1010;55;8.2;;;;;40
19.08;18.51;17.77;19.82;1006;56;6;;;;;20
20.48;19.86;17.77;20.82;1010;49;7.2;;;;;20
20.82;20.24;20.82;21.13;1010;49;7.2;;;;;20
21.03;20.42;15.97;22.24;1005;47;6;;;;;20
22.51;21.91;15.97;23.9;1009;42;4.02;;;;;20
21.04;20.43;16.17;22.79;1004;47;4;;;;;20
20.84;20.29;16.17;21.81;1009;50;4.02;;;;;40
18.07;17.55;15.57;18.82;1007;62;1.79;;;;;40
16.78;16.26;16.35;16.99;1011;67;3.13;;;;;75
16.81;16.32;15.01;16.82;1010;68;1.79;;;;;90
16.41;15.93;14.79;16.82;1008;70;1.79;;;;;40
16.5;16.22;14.49;16.82;1006;77;2;;;;;40
17.5;17.06;14.49;17.82;1010;67;2.6;;;;;75
19.82;19.4;19.82;21.68;1010;59;2.6;;;;;40
19.48;19.1;16.09;22.24;1006;62;3;;;;;40
20.55;20.23;16.09;24.46;1010;60;4.1;;;;;40
21.37;21;16.89;21.82;1005;55;4;;;;;40
21.46;21.05;16.89;21.82;1009;53;6.7;;;;;40
20.22;19.86;19.31;21.26;1010;60;6.2;;;;;40
20.92;20.5;16.97;21.82;1005;55;3;;;;;40
21.44;21.1;16.97;21.82;1009;56;5.1;;;;;40
18.04;17.78;16.37;18.47;1008;72;1.79;;;;;20
17.65;17.38;16.13;17.82;1011;73;4.6;;;;;40
17.01;16.86;15.39;17.36;1008;80;0.89;;;;;20
17.23;17.12;16.13;17.92;1011;81;0;;;;;75
18.42;18.25;15.79;19.58;1011;74;0.89;;;;;75
16.82;16.86;16.82;21.13;1011;88;2.1;;;;;90
17.86;17.82;16.09;18.57;1009;81;1;;;;;90
17.79;17.9;16.09;18.57;1012;87;1.5;;;;;90
18.62;18.65;17.29;18.82;1007;81;1;1;;;;90
18.05;18.16;17.29;18.77;1012;86;1.79;1;;;;90
18.06;18.19;17.79;18.47;1012;87;1.79;1;;;;90
18.06;18.11;17.69;18.77;1009;84;0;1;;;;90
17.19;17.24;15.82;19.76;1012;87;2.1;;;;;90
17;17.05;15.82;19.21;1012;88;0;;;;;75
16.14;16.24;15.82;18.67;1014;93;1.79;;;;;90
15.7;15.78;15.7;15.82;1016;94;1;1.52;;;;90
15.73;15.81;15.22;18.37;1013;94;0;;;;;40
16.26;16.32;14.82;18.65;1018;91;3.1;;;;;20
18.6;18.4;16.09;18.82;1018;72;2.1;;;;;20
20.82;20.63;20.82;22.79;1019;64;0.5;;;;;40
20.86;20.62;16.99;23.9;1014;62;2;;;;;20
21.72;21.62;16.99;26.13;1019;64;1.5;;;;;75
23.66;23.6;19.19;27.24;1016;58;4.02;;;;;20
24.4;24.31;19.19;27.24;1018;54;4.6;;;;;75
25.3;25.17;22.82;25.32;1017;49;5.7;;;;;75
23.91;23.74;20.17;25.32;1015;53;3;;;;;20
23.26;23.05;20.17;24.76;1019;54;5.1;;;;;40
20.62;20.49;18.89;20.82;1018;67;3;;;;;20
19.7;19.53;18.89;20.17;1022;69;0.89;;;;;40
19.57;19.46;18.82;19.58;1023;72;1.79;;;;;40
18.33;18.2;17.82;19.77;1019;76;1;;;;;20
16.89;16.8;14.82;20.32;1022;83;1.5;;;;;40
19.94;19.87;19.82;22.79;1022;72;2.1;;;;;40
22.82;22.83;22.82;23.9;1022;64;1;;;;;20
23.04;22.97;20.35;26.13;1017;60;1;;;;;20
24.32;24.19;20.35;27.79;1022;53;5.1;;;;;40
25.76;25.67;20.57;27.54;1019;49;1.79;;;;;20
26.81;27.13;20.57;28.1;1021;48;1.79;4;;;;40
26.11;26.11;24.82;27.54;1021;53;3.6;1;;;;75
23.67;23.79;19.79;24.76;1018;65;3;;;;;40
22.47;22.57;19.97;23.65;1019;69;0;;;;;20
18.48;18.6;18.47;19.82;1023;85;0;;;;;0
18.52;18.62;17.09;20.37;1019;84;2;;;;;20
19.75;19.79;17.79;21.35;1017;77;1;;;;;0
21.76;21.77;20.77;21.82;1022;68;2.1;;;;;0
23.82;23.82;23.82;25.01;1022;60;3.1;;;;;20
24.21;24.12;21.75;26.13;1017;55;1;;;;;20
25.34;25.16;21.75;27.24;1022;47;3.6;;;;;40
25.28;25.09;21.55;27.99;1020;47;4.1;;;;;40
26.86;27.17;25.01;28.1;1020;48;0.89;;;;;75
25.55;25.47;21.55;27.99;1016;50;2;;;;;40
25.38;25.36;21.55;27.99;1020;53;4.92;;;;;40
22.46;22.46;20.17;24.76;1018;65;3.13;;;;;20
20.17;20.23;19.82;20.7;1021;76;0.89;;;;;0
18.69;18.73;17.82;20.14;1021;81;0.89;;;;;0
18.81;18.84;17.79;20.35;1018;80;1;;;;;0
18.08;17.8;14.49;20.32;1021;71;1.5;;;;;0
19.14;18.94;18.82;21.13;1017;70;1;;;;;0
24.82;24.43;24.46;24.82;1020;41;1.5;;;;;0
24.81;24.42;21.45;26.13;1015;41;2;;;;;0
26.13;26.13;21.45;26.82;1020;36;2.1;;;;;0
26.82;26.47;26.82;28.9;1019;34;4.1;;;;;0
26.86;26.58;22.35;28.9;1014;36;2;;;;;20
28.34;27.45;22.35;29.03;1019;32;4.92;;;;;0
29.21;27.99;28.82;29.21;1015;29;5.1;;;;;20
26.85;26.49;22.65;28.29;1013;34;2;;;;;20
27.16;26.44;22.65;28.29;1018;28;4.6;;;;;0
24.32;23.98;23.29;24.58;1015;45;1;;;;;0
20.62;20.3;19.82;23.77;1018;60;3.1;;;;;0
20.69;20.22;19.82;20.7;1019;54;0.89;;;;;0
18.64;18.18;15.09;21.37;1016;62;0;;;;;0
18.14;17.65;16.82;23.9;1019;63;1.5;;;;;0
19.13;18.82;17.79;22.97;1015;66;0;;;;;0
23.82;23.56;23.82;25.01;1018;50;1.5;;;;;0
25.08;24.9;23.15;27.24;1013;48;2;;;;;20
26.39;26.39;23.15;28.35;1018;39;2.6;;;;;0
28.82;27.84;28.82;29.46;1017;32;1.5;;;;;0
28.69;27.52;24.35;31.13;1012;28;2;;;;;20
29.13;27.82;24.35;30.88;1015;27;3.1;;;;;0
30.31;28.77;28.82;30.32;1012;26;3.6;;;;;0
29.26;28.03;24.35;30.32;1011;29;2;;;;;20
28.95;27.89;24.35;30.32;1014;31;0.5;;;;;0
25.68;25.43;22.45;27.54;1013;43;0;;;;;20
23.18;22.86;20.57;25.79;1017;50;2.6;;;;;0
20.23;20.01;17.24;21.45;1013;65;2;;;;;0
18.35;18.07;15.01;20.88;1015;70;1.5;;;;;0
22.86;22.66;21.97;23.15;1015;56;1;;;;;0
24.82;24.66;24.82;26.68;1015;50;2.1;;;;;0
26.24;26.24;24.97;28.9;1009;45;1;;;;;0
27.59;27.15;24.97;30.01;1014;37;2.1;;;;;0
29.15;28.12;24.37;33.35;1007;32;2;;;;;20
30.96;29.44;24.37;32.54;1011;27;2.6;;;;;20
31.98;30.01;30.82;31.99;1007;21;2.6;;;;;20
30.78;29.08;26.57;31.43;1006;24;3;;;;;20
30.01;28.4;28.9;30.32;1010;24;3.6;;;;;0
23.1;22.8;21.82;25.49;1013;51;1.79;;;;;0
23.06;22.7;20.57;23.47;1013;49;1;;;;;0
19.99;19.74;16.79;23.55;1010;65;0;;;;;0
20.22;20.13;16.68;24.21;1014;70;1.5;;;;;0
22.91;22.93;18.69;24.46;1015;64;6.7;;;;;20
24.73;24.8;23.82;26.25;1016;59;1.79;;;;;20
24.01;24.03;23.12;24.82;1010;60;4;;;;;20
25.62;25.54;24.09;25.82;1015;50;5.1;;;;;20
27.57;27.36;22.95;28.82;1009;41;4;;;;;20
28.05;27.51;22.95;28.82;1014;37;7.2;;;;;20
28.69;28.07;26.53;32;1014;37;6.2;;;;;0
28.17;27.89;24.95;28.82;1009;41;4;;;;;20
27.44;27.14;24.95;27.82;1014;39;5.7;;;;;0
25.15;24.9;21.5;25.82;1009;45;3;;;;;0
22.76;22.5;20.38;23.77;1016;54;3.6;;;;;0
21.37;21.1;19.27;22.36;1016;59;3.1;;;;;0
21.1;20.86;18.72;21.77;1013;61;2;;;;;0
18.31;17.89;15.57;20.88;1017;65;0.5;;;;;0
22.04;21.76;21.82;23.9;1017;56;2.1;;;;;0
24.83;24.6;24.82;27.24;1016;47;1.5;;;;;0
26.23;26.23;24.15;29.46;1011;37;1;;;;;0
28.26;27.39;24.15;31.13;1015;32;2.1;;;;;0
30.46;29.04;25.55;33.9;1010;28;0;;;;;0
31.58;30.15;28.77;34.46;1014;28;3.1;;;;;0
31.26;29.74;25.38;31.99;1013;27;3.6;;;;;0
29.99;28.74;25.38;32.09;1008;30;1;;;;;0
29.25;28.28;24.83;32.09;1014;33;4.1;;;;;0
26.37;26.37;24.35;27.02;1011;42;0.89;;;;;20
23.34;23.06;22.61;26.77;1015;51;2.6;;;;;0
21.79;21.51;20.57;23.47;1015;57;3.1;;;;;0
21.28;21.06;18.9;23.97;1012;61;2;;;;;0
20.81;20.96;20.01;25.38;1015;77;3.1;;;;;0
24.57;24.78;22.85;25.37;1014;65;4.6;;;;;0
25.82;25.95;24.27;26.13;1014;57;3.6;;;;;0
27.62;28.11;27.42;28.37;1009;51;1;;;;;0
28.83;29.22;28.29;29.46;1013;48;3.6;;;;;0
30.31;29.82;24.27;31.39;1007;38;1;;;;;20
31.24;31.08;24.83;32.79;1012;39;0.89;;;;;20
31.4;31.29;24.83;32.54;1011;39;1.79;;;;;0
31.21;31.34;24.83;32.92;1008;41;1.79;1;;;;40
30.41;30.72;23.16;31.43;1011;44;4.1;;;;;40
27.16;28.06;24.27;27.92;1009;57;1;;;;;20
26.53;26.53;23.16;26.82;1013;55;0.89;;;;;0
23.65;23.77;22.24;25.14;1013;65;3.1;;;;;0
23.36;23.45;20.09;24.57;1010;65;0;;;;;20
20.3;20.61;18.49;25.01;1011;85;1;;;;;40
21.68;21.81;18.49;24.83;1013;73;0.5;;;;;20
21.85;22;21.82;26.68;1013;73;2.6;;;;;20
24;24.13;23.72;25.87;1008;64;1;;;;;20
27.71;28.13;24.27;31.43;1012;50;1.5;;;;;20
30.08;29.78;24.97;31.99;1007;40;2;;;;;20
30.89;30.37;24.83;31.99;1010;37;3.6;;;;;20
31.26;30.82;24.27;31.99;1010;37;2.6;;;;;20
30.44;30.21;24.27;31.43;1008;40;4.02;;;;;40
29.73;29.84;24.55;30.88;1010;44;3.6;;;;;20
27.04;27.71;22.05;29.21;1009;54;0;;;;;20
24.77;24.97;22.05;25.79;1014;64;1;;;;;40
24.82;24.95;18.72;24.82;1014;61;2.6;1;;;;40
22.16;22.42;20.49;23.17;1012;76;3.13;1;;;;40
20.42;20.58;19.92;24.27;1012;79;2;;;;;20
22.53;22.61;20.35;24.27;1016;68;4.1;;;;;20
23.82;23.82;23.82;25.01;1016;60;3.1;;;;;20
23.98;24;20.38;27.24;1011;60;0;;;;;20
25.32;25.32;21.35;28.9;1016;54;3.1;;;;;40
26.82;27.31;26.82;28.9;1016;51;3.6;;;;;40
26.87;27.35;23.15;31.13;1010;51;2;;;;;40
28.07;28.1;23.15;28.82;1014;45;3.6;;;;;40
27.82;28.09;22.05;28.35;1014;48;4.1;1;;;;40
27.14;27.42;21.5;27.82;1009;48;1;;;;;20
27.23;27.71;21.5;27.82;1014;51;3.1;;;;;20
24.92;24.88;20.94;25.62;1012;54;0.89;;;;;20
23.56;23.49;22.24;23.82;1016;58;3.6;;;;;40
22.22;22.22;20.38;22.92;1016;66;1.79;;;;;20
21.45;21.4;19.27;22.47;1012;67;3.13;;;;;20
19.52;19.62;18.16;20.7;1016;80;2.6;;;;;75
20.46;20.49;18.29;21.87;1011;74;2;;;;;40
22.82;22.83;22.82;23.9;1015;64;3.6;;;;;20
23.72;23.77;21.05;24.82;1010;62;0;;;;;40
24.4;24.28;19.83;28.9;1015;53;2.1;;;;;40
26.87;27.3;20.94;28.65;1013;50;3.6;;;;;75
27.27;27.54;20.94;28.65;1010;48;2;;;;;40
26.86;27.29;21.13;27.54;1013;50;3.13;4;;;;40
26.3;26.3;20.97;27.92;1011;54;2;3;;;;75
23.43;23.55;20.94;25.32;1014;66;1.79;;;;;40
21.09;21.29;19.62;22.69;1011;78;0;;;;;20
21.06;21.21;19.27;23.65;1013;76;1;;;;;20
19.93;20.12;19.27;20.14;1015;82;2.1;;;;;0
19.69;19.93;18.29;21.15;1012;85;1;;;;;0
20.58;20.78;20.15;21.68;1007;80;0;;;;;20
23.33;23.39;18.79;23.82;1011;64;1;;;;;0
25.82;25.95;21.5;26.68;1011;57;4.1;;;;;40
25.43;25.49;20.95;28.35;1006;56;0;;;;;20
26.11;26.11;20.95;28.9;1010;51;5.7;;;;;40
27.43;27.7;22.35;29.21;1005;48;4;1;;;;40
28.32;28.44;22.35;29.03;1009;46;5.81;1;;;;40
28.76;28.73;23.16;28.82;1007;44;4.6;;;;;40
27.54;27.88;23.15;28.65;1004;49;1;;;;;20
27.75;27.94;22.61;28.9;1007;47;4.1;;;;;40
23.42;23.49;18.49;26.43;1007;64;0.89;;;;;40
20.78;20.74;18.49;22.55;1010;70;11.8;;;;;90
17.62;17.55;15.7;20.88;1011;81;2.1;;;;;90
17.62;17.68;15.82;22.37;1008;86;0.89;;;;;75
18.12;18.13;16.82;20.94;1009;82;2.1;;;;;20
21.9;22.18;21.5;25.57;1010;78;3.1;;;;;20
21.83;21.97;20.94;25.01;1011;73;3.13;;;;;75
20.39;20.36;15.69;25.57;1009;72;7.15;2;;;;40
20.16;19.9;19.82;23.35;1013;64;1.79;;;;;40
19.67;19.34;14.89;24.17;1011;63;3.13;;;;;40
19.43;19.07;17.82;21.99;1014;63;4.92;;;;;75
18.29;17.92;16.29;21.43;1012;67;4.92;;;;;40
18.05;17.58;16.29;20.88;1015;64;4.92;;;;;75
15.67;15.2;15.09;17.24;1013;73;6;;;;;40
15.85;15.4;14.83;17.24;1017;73;3.13;;;;;90
15.14;14.59;13.72;15.7;1017;72;0.89;;;;;90
15.09;14.59;13.49;15.7;1014;74;1.79;;;;;40
13.82;13.11;12.61;13.9;1018;71;3.6;;;;;0
15.67;14.94;14.29;15.82;1019;63;3.6;;;;;0
17.83;17;17.05;20.57;1018;51;3.6;;;;;0
18.44;17.62;16.35;24.37;1014;49;1;;;;;0
21.82;21.18;21.82;25.57;1018;43;2.1;;;;;40
21.57;21.01;18.15;27.79;1013;47;1;;;;;20
23.47;22.97;18.15;28.35;1019;42;2.1;;;;;0
25.86;25.47;23.82;25.88;1016;37;2.1;;;;;0
24.21;23.73;23.32;25.37;1013;40;0;;;;;0
23.97;23.47;18.72;25.37;1017;40;2.6;;;;;0
21.62;21.09;18.45;23.67;1016;48;1;;;;;0
18.67;18.16;17.05;20.99;1019;60;2.1;;;;;0
16.81;16.3;15.94;16.82;1019;67;1.5;;;;;0
15.84;15.39;13.09;17.55;1017;73;1;;;;;0
15.43;14.99;12.79;18.1;1021;75;2.1;;;;;0
19.55;19.23;14.29;24.87;1021;64;2.1;;;;;0
21.82;21.52;21.82;23.35;1021;56;2.1;;;;;20
22.26;21.87;20.45;25.67;1015;51;0;;;;;20
23.42;23.04;20.45;25.67;1021;47;2.6;;;;;0
26.7;26.56;25.12;28.9;1017;38;0.89;;;;;20
27.16;26.83;26.17;27.54;1019;37;0.89;;;;;20
28.09;27.31;26.82;28.1;1017;33;3.1;;;;;0
26.96;26.65;25.57;28.09;1015;36;1;;;;;0
27.29;26.69;25.57;28.1;1018;32;4.6;;;;;0
23.49;23.02;19.27;25.32;1017;43;0;;;;;0
20.57;20.17;18.72;24.27;1020;57;2.6;;;;;0
19.1;18.79;18.16;19.58;1020;66;2.6;;;;;0
18.79;18.5;16.89;19.85;1018;68;1.79;;;;;0
19.73;19.38;18.09;21.45;1016;62;1;;;;;0
21.76;21.27;19.83;21.82;1021;49;2.1;;;;;0
23.34;22.98;21.79;24.46;1020;48;2.6;;;;;0
24.26;23.94;21.55;26.77;1015;46;3;;;;;0
27.92;27.41;26.82;29.21;1019;37;0.89;;;;;0
28.38;27.86;26.37;29.21;1016;38;0.89;;;;;20
28.66;28.11;26.37;29.76;1018;38;3.1;;;;;20
29.75;28.75;28.82;29.76;1015;33;5.7;;;;;20
28.53;27.79;23.75;29.76;1013;35;1;;;;;20
27.76;27.34;23.75;29.49;1017;38;5.7;;;;;0
24.41;24.08;22.15;25.49;1016;45;1.79;;;;;0
21.81;21.43;19.83;25.49;1019;53;1.79;;;;;0
20.34;20.02;18.82;22.92;1019;61;3.1;;;;;0
20.58;20.18;18.59;21.25;1016;57;4.02;;;;;0
17.81;17.4;15.57;21.5;1019;67;3.1;;;;;0
19.44;19.22;18.32;24.87;1015;68;0;;;;;0
22.82;22.44;22.05;23.9;1018;49;4.1;;;;;0
24.9;24.7;23.72;27.17;1013;48;2;;;;;20
26.48;26.48;24.15;27.17;1017;42;5.1;;;;;0
27.72;27.43;26.82;29.21;1016;40;5.1;;;;;0
28.72;28.09;25.95;29.76;1013;37;0.89;;;;;20
29.06;28.11;25.95;29.76;1016;33;3.13;;;;;0
29.39;28.41;28.82;29.58;1015;33;4.02;;;;;0
28.61;27.67;24.35;30.99;1011;32;4;;;;;20
