temp;feels_like;temp_min;temp_max;pressure;humidity;wind_speed;rain_1h;rain_3h;snow_1h;snow_3h;clouds_all
11.82;10.94;10.94;13.35;1009;72;3.1;;;;;90
13.84;13.13;12.05;16.68;1009;71;2.6;;;;;75
15.74;14.73;10.99;15.82;1005;52;3;;;;;40
14.89;14.31;13.72;17.24;1010;72;4.1;;;;;90
15.27;14.65;12.09;17.24;1008;69;3.13;;;;;40
15.3;14.61;12.09;17.79;1010;66;1;;;;;90
14.33;13.83;11.85;15.88;1008;77;0;;;;;40
13.53;13;11.29;15.32;1011;79;0.5;;;;;75
12.66;12.2;10.99;13.9;1009;85;0;;;;;40
13.17;12.74;12.36;14.76;1012;84;1;;;;;75
12.62;12.18;11.81;14.76;1012;86;2.6;;;;;40
10.67;10.17;8.82;13.77;1013;91;2.1;;;;;1
10.23;9.71;7.82;14.83;1013;92;0;;;;;20
20.03;19.92;9.82;20.14;1015;70;1.5;;;;;40
14.56;14.03;13.82;20.57;1010;75;1;;;;;20
19;18.29;15.67;22.24;1014;51;1;;;;;0
22.48;21.8;19.85;25.57;1013;39;2.1;;;;;0
22.77;22.07;21.43;24.03;1013;37;0.89;;;;;0
22.58;21.91;17.57;24.58;1011;39;0.89;;;;;20
16.3;15.55;13.9;17.54;1013;60;0;;;;;20
15.12;14.36;12.79;16.99;1015;64;3.1;;;;;20
13.17;12.5;10.57;16.5;1015;75;0;;;;;0
10.18;9.45;8.82;17.05;1018;84;0;;;;;0
21.45;20.88;19.05;23.1;1016;47;3.1;;;;;0
23.98;23.5;22.54;27.36;1016;41;1.79;;;;;0
24.55;24.16;22.35;26.25;1013;42;0;;;;;0
25.8;25.43;23.35;27.92;1015;38;1.5;;;;;0
20.94;20.53;19.27;23.77;1015;55;4.6;;;;;0
16.6;16.12;14.46;23.37;1017;69;3.1;;;;;0
15.94;15.42;13.35;22.05;1017;70;2.6;;;;;0
15.04;14.61;12.79;19.15;1015;77;0;;;;;0
17.39;17.09;14.82;26.5;1016;73;2.1;;;;;0
21.41;21.07;19.46;22.36;1016;56;0.5;;;;;0
23.25;23.04;21.13;27.61;1013;54;0.89;;;;;20
23.69;23.39;22.85;23.82;1016;49;4.6;;;;;0
26.82;26.98;23.82;29.03;1015;45;7.7;;;;;0
26.93;27.02;24.46;28.47;1012;44;1.79;;;;;20
26.06;26.06;25.82;27.61;1015;45;0.89;;;;;0
24.31;24.1;22.24;26.5;1012;50;4;;;;;40
22.36;22.06;20.01;25.94;1015;54;7.7;;;;;0
20.66;20.35;17.79;25.38;1013;60;2;;;;;20
19.64;19.41;17.92;25.38;1015;67;4.6;;;;;0
19.26;19.02;16.81;24.83;1013;68;0;;;;;20
17.79;17.61;15.19;24.83;1015;76;0;;;;;0
19.83;19.67;15.19;25.38;1017;69;1.5;;;;;0
23.06;22.94;22.82;25.94;1018;58;2.6;;;;;0
22.71;22.66;21.12;24.45;1012;62;1;;;;;90
24.77;24.61;21.29;24.82;1016;50;4.6;;;;;0
30.54;28.98;25.77;31.82;1014;26;0.89;;;;;0
29.9;28.53;25.24;30.82;1014;28;1.79;;;;;0
27.92;27.18;22.49;28.82;1012;33;1.79;;;;;90
27.27;26.59;19.89;27.82;1015;30;7.7;;;;;0
22.8;22.34;20.57;22.82;1015;46;3.1;;;;;0
22.08;21.62;18.9;24.45;1015;49;3.1;;;;;0
23.76;23.31;17.79;23.82;1015;43;3.1;;;;;20
20.86;20.44;18.82;20.88;1017;55;2.6;;;;;75
20.33;19.99;16.99;21.81;1016;60;1.79;;;;;40
21.52;21.22;16.99;24.46;1017;57;2.6;1;;;;20
22.01;21.81;21.81;23.35;1015;59;2.1;;;;;75
21.08;20.86;18.51;21.99;1013;62;0.89;1;;;;40
17.31;17.21;15.82;20.32;1017;81;1.79;1;;;;90
15.78;15.74;15.38;18.27;1015;89;0;0.51;;;;40
15.24;15.22;14.82;18.27;1017;92;1;0.51;;;;90
14.94;14.89;14.82;16.5;1017;92;0.89;;;;;0
14.65;14.52;12.82;17.54;1015;90;0;;;;;20
14.17;13.94;12.42;17.61;1014;88;0;;;;;90
16.41;16.14;13.82;16.43;1016;78;1;;;;;90
15.35;15.19;13.82;17.95;1013;86;0;;;;;75
17.85;17.73;15.82;21.25;1014;78;1.5;;;;;75
18.61;18.46;16.32;22.24;1012;74;0.89;;;;;40
19.58;19.34;17.82;22.79;1013;67;0.5;;;;;75
18.98;18.74;17.82;21.68;1013;69;0.5;;;;;75
18.53;18.32;17.37;19.46;1010;72;0;;;;;75
15.79;15.7;14.82;17.45;1009;87;2;;;;;40
16.59;16.47;15.39;18.1;1011;83;1.5;;;;;75
15.97;15.87;14.63;16.35;1011;86;3.13;;;;;40
15.41;15.07;13.47;16.99;1009;79;2;1.02;;;;40
12.07;11.5;10.19;14.21;1014;83;1.79;;;;;90
10.79;10.22;10.18;12.79;1014;88;7.2;;;;;90
11.27;10.72;9.63;13.17;1012;87;0.89;;;;;40
11.87;11.25;9.68;13.65;1015;82;7.2;1;;;;90
11.68;11.04;10.39;13.1;1016;82;8.2;1;;;;90
10.5;9.9;9.58;12.54;1016;88;3.13;1;;;;90
10.64;10.03;9.62;13.27;1014;87;1.79;0.51;;;;40
11.25;10.62;8.72;12.54;1017;84;5.1;0.51;;;;90
11.13;10.49;8.72;12.54;1015;84;4.92;1;;;;40
10.81;10.22;9.07;11.77;1016;87;3.13;2;;;;90
11.4;10.79;9.07;13.1;1017;84;5.81;2;;;;90
11.98;11.32;9.07;13.1;1017;80;3.13;1;;;;90
12.61;11.83;11.82;13.65;1020;73;5.81;;;;;75
12.9;12.15;11.82;14.21;1018;73;0.89;;;;;75
12.88;12.1;11.82;14.21;1020;72;3.13;;;;;90
13.29;12.55;12.46;14.03;1019;72;1.79;;;;;75
13.69;12.92;12.46;13.9;1020;69;0.89;;;;;90
13.5;12.79;12.46;15.27;1018;72;3.13;;;;;40
13.69;12.94;12.46;13.82;1021;70;3.13;;;;;90
13.45;12.7;12.29;13.82;1019;71;1.79;;;;;75
12.93;12.18;12.29;13.9;1021;73;1.79;;;;;90
13.06;12.3;12.82;13.47;1021;72;1.79;;;;;90
10.35;9.56;8.9;15.24;1021;81;2.6;;;;;40
13.84;13.03;13.82;16.68;1020;67;2.6;;;;;0
15.35;14.61;14.39;19.37;1016;64;2;;;;;20
18.03;17.27;14.39;20.32;1019;53;2.1;;;;;0
18.76;18.08;17.82;22.24;1019;53;1.5;;;;;0
19.43;18.84;17.25;21.25;1016;54;2;;;;;20
19.8;19.19;15.24;19.82;1017;52;0.5;;;;;0
19.04;18.44;15.38;19.82;1014;55;3;;;;;20
17.53;17.04;14.27;18.79;1017;65;1.5;;;;;20
13.2;12.72;10.79;16.67;1019;82;1.5;;;;;20
11.58;11.04;7.79;15.97;1017;86;0;;;;;0
8.74;8.74;6.89;17.47;1018;100;0.5;;;;;90
14.3;14.4;8.82;19.18;1018;100;1;;;;;90
16.76;16.27;14.82;19.76;1017;68;1;;;;;0
19.96;19.34;18.92;21.29;1013;51;0;;;;;20
20.73;20.09;19.67;21.29;1015;47;1.5;;;;;0
20.66;20.03;18.01;22.24;1014;48;1.5;;;;;0
20.24;19.68;16.35;20.82;1012;52;1;;;;;20
17.68;17.15;15.94;19.29;1014;63;1.5;;;;;40
15.95;15.43;13.9;16.99;1013;70;2;;;;;0
14.07;13.54;12.59;16.43;1015;77;3.1;;;;;0
13.83;13.23;11.81;16.35;1015;75;1.5;;;;;0
13.6;13.05;10.39;16.77;1014;78;2;;;;;0
9.89;9.89;8.82;15.24;1015;88;0.5;;;;;1
14.6;14.13;13.82;16.9;1014;77;2.1;;;;;0
15.82;15.47;15.82;16.13;1014;77;2.6;;;;;20
17.98;17.58;17.24;18.47;1011;67;0.89;;;;;40
19.42;18.98;15.35;21.81;1012;60;1.79;;;;;20
20.16;19.72;18.05;21.25;1009;57;1;;;;;0
20.65;20.18;18.77;20.82;1011;54;4.6;;;;;40
20.5;20.07;19.82;21.25;1010;56;3.13;;;;;20
17;16.61;15.01;18.65;1010;71;1.79;;;;;20
16.53;16.14;14.82;18.1;1007;73;3.13;;;;;40
15.41;15.1;14.82;17.49;1009;80;4.1;;;;;0
15.34;14.89;14.58;16.99;1008;75;2.6;;;;;0
13.99;13.79;12.92;15.57;1001;90;6.2;5;;;;90
14.3;13.77;12.99;15.65;1001;76;10.8;1;;;;90
13.34;12.79;12.82;14.21;1002;79;6.2;;;;;75
12.96;12.48;8.09;13.27;998;83;1;;;;;20
13.53;13;12.82;15.57;1005;79;1.79;0.51;;;;75
12.66;12.12;11.22;14.76;1003;82;2;;;;;75
14.99;14.37;11.49;15.7;1006;70;2.6;;;;;20
15.04;14.45;14.58;18.35;1006;71;3.1;;;;;20
13.04;12.41;11.69;15.01;1008;77;2.1;;;;;40
12.17;11.37;11.25;13.9;1009;74;3.6;;;;;40
11.85;11.13;10.62;13.65;1008;78;0;;;;;40
11.6;10.98;11.13;11.9;1010;83;2.1;;;;;90
11.52;10.92;10.32;13.1;1010;84;0;;;;;40
9.63;9.63;7.09;11.57;1012;90;0;;;;;40
14.1;13.45;12.82;16.25;1014;72;1.5;;;;;20
14.24;13.42;12.17;17.79;1010;65;2;;;;;20
16.7;15.84;12.17;19.46;1015;54;1;;;;;40
18.71;17.71;13.17;21.68;1012;41;4.92;;;;;20
18.65;17.56;15.45;20.57;1014;38;6.2;;;;;20
18.37;17.25;17.54;20.01;1015;38;0.89;;;;;20
17.82;16.68;13.16;19.03;1013;39;1.79;;;;;20
13.42;12.36;11.13;14.76;1015;59;0;;;;;20
12.07;11.06;9.69;14.21;1018;66;2.6;;;;;0
10.94;9.97;8.9;13.1;1018;72;3.1;;;;;0
12.13;11.33;8.82;16.5;1019;74;2.1;;;;;0
14.56;13.79;11.82;17.36;1018;66;1;;;;;0
14.81;14.02;14.52;16.9;1014;64;2;;;;;20
18.83;18;17.82;21.25;1017;47;0.89;;;;;40
18.67;17.87;15.47;21.25;1014;49;0.89;;;;;40
19.37;18.51;15.47;21.13;1015;44;2.6;;;;;20
20.8;20.03;19.76;21.81;1015;42;4.02;;;;;20
16.8;16.05;13.35;16.82;1014;58;4.6;;;;;0
14.78;14.04;12.79;16.59;1013;66;0.89;;;;;20
14.42;13.77;12.24;16.59;1015;71;0.89;;;;;0
14.43;13.81;12.24;16.9;1015;72;1.5;;;;;0
14.02;13.36;11.68;16.35;1013;72;1.79;;;;;40
14.97;14.3;11.68;16.12;1011;68;0.89;;;;;75
16.1;15.57;15.82;16.9;1014;69;2.6;;;;;90
16.76;16.24;15.57;17.92;1011;67;0;;;;;75
17.09;16.58;16.39;17.79;1013;66;3.1;;;;;75
18.56;18.04;16.29;19.76;1008;60;0;;;;;40
20.38;19.94;16.29;22.92;1010;56;0.89;;;;;75
20.95;20.56;19.46;22.92;1010;56;4.1;;;;;75
19.35;18.99;16.85;20.52;1008;63;4.92;;;;;40
14.44;14.05;13.47;17.46;1013;81;0.89;;;;;75
13.79;13.5;12.49;16.9;1011;87;1;2.03;;;;75
13.74;13.47;12.49;16.9;1013;88;1.79;1.02;;;;90
13.37;13.09;12.36;15.32;1013;89;1.5;1;;;;90
9.93;9.93;8.62;11.99;1012;84;0;;;;;0
9.93;9.93;8.62;11.99;1012;84;0;;;;;0
12.82;11.88;12.82;14.46;1014;66;3.6;;;;;20
13.42;12.59;11.25;16.13;1010;68;1;;;;;20
14.43;13.44;11.25;17.79;1014;58;3.1;;;;;40
17.01;16.1;15.82;19.46;1013;51;4.02;;;;;40
17.48;16.48;13.65;19.58;1011;46;4.02;;;;;40
17.1;16.17;13.65;19.46;1013;50;3.1;;;;;40
13.75;12.75;12.36;15.32;1015;60;2.6;;;;;20
9.45;9.45;9.02;11.15;1013;82;0;;;;;20
10.08;9.26;8.82;12.54;1017;81;2.1;;;;;0
11.02;10.19;8.89;13.1;1016;77;0.89;;;;;40
9.13;9.13;7.82;10.88;1018;65;1;;;;;40
11.48;10.12;9.35;14.46;1016;55;4;;;;;20
12.44;11.05;9.35;15.57;1020;50;4.1;;;;;0
16.6;15.33;12.82;16.81;1020;39;5.1;;;;;0
14.9;13.49;12.97;15.88;1017;40;3.13;;;;;0
15.19;13.78;12.97;15.88;1020;39;1.79;;;;;40
14.29;12.85;13.82;16.13;1020;41;0.89;;;;;20
13.2;11.8;8.57;14.76;1018;47;1;;;;;40
9.56;9.56;4.89;10.37;1018;63;1;;;;;20
8.55;6.71;4.89;10.37;1022;66;3.1;;;;;0
7.82;5.83;7.46;8.35;1023;70;3.1;;;;;0
6.99;6.99;6.25;8.47;1019;74;1;;;;;0
3.74;2.51;1.82;6.99;1026;83;1.5;;;;;0
6.72;5.91;4.82;10.32;1027;76;1.5;;;;;0
8.83;6.52;8.82;11.13;1026;66;4.1;;;;;0
9.13;8.18;7.15;14.37;1022;62;2;;;;;20
13.13;11.46;10.79;13.65;1025;37;2.6;;;;;0
12.63;11.07;9.68;13.97;1022;43;1;;;;;0
9.37;8.38;7.79;10.79;1026;60;2.1;;;;;0
7.59;7.59;3.69;13.37;1024;64;0;;;;;0
6.64;5.82;3.69;9.25;1027;70;1.5;;;;;0
6.03;6.03;4.46;8.57;1027;71;1;;;;;0
3.67;3.67;0.09;12.47;1026;79;0;;;;;20
7.49;6.79;5.82;10.79;1028;73;1.5;;;;;0
9.52;9.52;8.52;13.77;1023;67;0;;;;;0
14.17;12.79;13.82;16.68;1027;44;2.1;;;;;0
14.77;13.37;14.76;14.82;1027;41;2.1;;;;;0
15.63;14.21;15.32;16.68;1026;37;3.6;;;;;0
14.8;13.3;11.35;15.57;1026;37;3.1;;;;;0
14.24;12.87;10.24;15.29;1024;44;0;;;;;0
8.82;6.75;8.16;9.68;1027;70;3.6;;;;;0
8.22;8.22;5.09;12.67;1026;68;0;;;;;0
7.69;6.01;5.01;12.67;1029;69;2.6;;;;;0
6.99;6.99;3.9;10.79;1029;71;0.89;;;;;0
7.08;7.08;3.82;11.37;1027;69;0;;;;;0
7.47;7.47;0.49;15.07;1030;80;0;;;;;1
7.82;7.82;7.82;15.79;1028;75;0.5;;;;;0
10.76;9.69;10.02;17.57;1024;69;1;;;;;0
14.6;13.55;12.45;18.01;1027;55;4.6;;;;;0
16.99;15.97;14.27;20.67;1024;47;0.89;;;;;0
16.99;15.95;14.35;18.47;1025;46;3.6;;;;;0
15.62;14.6;12.05;18.87;1023;52;1;;;;;0
12.45;11.37;10.7;16.39;1025;62;1.5;;;;;0
9.99;9.18;7.69;15.75;1024;73;2;;;;;0
9.33;7.96;7.69;20.17;1026;77;2.6;;;;;0
8.55;8;6.13;9.76;1027;77;1.5;;;;;0
8.25;8.25;5.22;21.07;1024;79;0;;;;;0
5.62;5.62;1.69;21.97;1025;86;0;;;;;40
8.84;8.33;1.69;21.97;1027;79;1.5;;;;;90
14.67;13.76;12.82;22.97;1025;60;1;;;;;0
18.09;17.26;15.52;23.67;1021;50;1;;;;;20
19.45;18.6;18.82;23.67;1023;44;0;;;;;0
18.39;17.43;17.92;22.79;1023;44;0;;;;;0
17.52;16.66;15.88;23.37;1021;51;0;;;;;20
10.22;9.26;8.82;12.54;1024;75;1;;;;;0
10.9;9.93;7.49;23.17;1022;72;2;;;;;0
9.86;9.49;7.49;23.17;1025;73;1.5;;;;;0
9.72;9.72;5.82;9.76;1027;71;1;;;;;0
8.5;8.5;5.49;22.77;1023;79;0;;;;;0
5.82;5.82;0.82;23.47;1022;90;0;;;;;90
11.76;10.71;7.82;21.9;1024;66;1;;;;;0
14.62;13.65;10.52;24.37;1021;58;0;;;;;0
18.46;17.59;15.82;23.9;1021;47;1.5;;;;;0
19.71;18.89;17.52;26.13;1018;44;0;;;;;0
20.79;19.92;19.82;25.67;1020;38;0.5;;;;;0
18.6;17.66;16.43;24.27;1018;44;0;;;;;0
11.58;10.52;9.82;22.17;1018;66;0;;;;;0
10.47;9.43;8.82;22.17;1022;71;1;;;;;1
10.28;9.09;5.82;10.32;1023;66;2.1;;;;;0
9.25;9.25;4.82;20.97;1019;74;1;;;;;0
7.5;6.8;2.82;7.54;1022;75;1.5;;;;;1
8.46;8.46;4.82;22.27;1018;85;0;;;;;20
16.11;15.26;11.42;23.67;1017;57;0;;;;;20
18.69;17.89;16.82;24.46;1017;49;1.5;;;;;0
19.16;18.38;17.82;25.01;1015;48;0;;;;;20
17.4;16.81;16.69;20.05;1014;62;0;;;;;75
14.66;14.01;13.82;21.77;1017;70;1.5;;;;;0
13.45;12.68;10.82;20.67;1014;70;0;;;;;75
10.83;10.08;9.82;18.57;1017;81;1;;;;;0
9.75;9.75;7.72;18.37;1014;85;0;;;;;75
10.7;9.99;7.99;18.37;1016;83;2.1;;;;;75
12.44;11.75;9.82;12.54;1016;77;0.89;1;;;;75
11.86;11.24;9.29;16.57;1015;82;0;1;;;;40
12.41;11.87;9.29;16.57;1016;83;4.1;1;;;;90
11.73;11.28;10.38;14.27;1014;89;0;0.51;;;;90
12.46;11.98;11.82;13.1;1015;85;2.1;;;;;75
12.51;12.04;10.94;13.35;1013;85;0;;;;;40
12.06;11.65;10.38;13.1;1015;89;0;;;;;90
10.28;9.77;8.82;12.97;1013;92;0;;;;;40
10.18;9.6;8.72;12.97;1015;90;0;;;;;90
10.05;9.46;9.03;11.43;1016;90;1;;;;;90
9.74;9.74;7.82;11.95;1014;93;0;;;;;40
10.8;10.23;9.82;11.99;1017;88;3.1;;;;;20
11.49;10.81;8.72;14.6;1016;81;2.1;;;;;20
13.2;12.51;12.05;14.49;1012;74;0;;;;;20
17.71;16.92;13.75;20.57;1013;53;1.79;;;;;20
17.38;16.58;13.75;20.57;1015;54;1.5;;;;;20
17.45;16.69;16.99;17.92;1015;55;1;;;;;40
16.47;15.69;12.61;17.36;1013;58;0;;;;;40
12.29;11.51;10.38;13.1;1015;74;2.1;;;;;0
10.5;9.82;8.69;13.1;1014;85;0;;;;;20
10.8;9.97;8.29;13.57;1016;78;2.1;;;;;0
9.17;8.14;7.79;14.68;1016;86;2.1;;;;;0
9.57;8.69;6.99;16.67;1014;83;2;;;;;20
8.06;8.06;4.49;18.17;1017;87;0.5;;;;;90
16.88;16.09;5.82;16.99;1017;56;1;;;;;75
12.86;12.11;8.82;18.1;1014;73;0;;;;;40
13.7;12.93;11.82;17.67;1016;69;1;;;;;1
16.29;15.52;15.62;21.13;1012;59;0;;;;;0
17.46;16.59;16.65;19.07;1014;51;0;;;;;0
17.51;16.67;14.13;17.82;1014;52;0;;;;;0
12.49;11.65;10.57;13.65;1015;71;3.1;;;;;0
11.48;10.67;9.29;13.1;1013;76;0;;;;;20
10.38;9.56;8.35;12.85;1016;80;3.1;;;;;0
9.79;8.51;8.82;11.9;1017;81;2.6;;;;;0
9.44;9.44;7.69;12.55;1014;81;1;;;;;0
9.79;9.41;8.82;13.16;1018;82;1.5;;;;;75
11.79;11.04;9.82;14.67;1015;77;1;;;;;40
13.53;12.79;11.89;14.76;1016;71;2.1;;;;;40
16.19;15.46;15.07;17.59;1011;61;0;;;;;40
16.34;15.52;15.07;17.59;1015;57;0.5;;;;;0
15.22;14.57;14.82;15.88;1015;68;4.1;;;;;75
13.88;13.18;10.94;15.79;1014;71;0;;;;;20
12.3;11.62;10.38;13.9;1017;78;1.5;;;;;75
12.29;11.66;8.99;13.1;1014;80;1;;;;;20
11.78;11.15;8.99;13.9;1017;82;1.5;;;;;75
11.67;11.03;10.82;13.35;1017;82;1.5;;;;;75
11.62;11;10.82;12.95;1015;83;0;;;;;40
10.83;10.21;9.82;12.54;1018;86;2.1;;;;;90
13.29;12.58;11.59;15.17;1016;73;1;;;;;75
14.32;13.58;11.59;15.32;1018;68;1.5;;;;;75
15.05;14.36;12.61;16.68;1014;67;1;;;;;40
15.06;14.32;13.16;15.88;1016;65;3.1;;;;;40
14.59;13.96;12.46;16.13;1017;71;2.1;;;;;75
14.02;13.44;12.46;15.32;1014;75;0;;;;;20
11.67;11.03;10.82;13.1;1017;82;1;;;;;20
11.13;10.54;7.99;13.1;1015;86;1;;;;;20
9.84;9.84;7.82;12.97;1018;91;1;;;;;1
10.2;9.63;8.82;12.54;1019;90;0;;;;;75
9.7;9.7;5.89;12.65;1016;89;0;;;;;40
11.16;10.21;8.16;11.82;1016;72;4;;;;;40
11.09;9.85;9.17;14.39;1021;61;9.8;;;;;40
11.1;9.7;9.25;11.92;1017;55;4;;;;;20
12.36;10.96;9.25;12.82;1021;50;8.8;;;;;40
13.25;11.81;8.37;14.76;1018;45;6;;;;;20
11.26;9.85;6.35;13.1;1019;54;4;;;;;0
9.82;6.39;5.79;9.82;1021;61;8.2;;;;;0
8.47;6.12;5.24;8.9;1018;64;4;;;;;20
8.55;5.74;5.37;8.82;1022;66;5.1;;;;;0
7.81;5.26;6.9;7.82;1022;70;4.1;;;;;0
7.77;5.83;6.68;8.12;1016;68;3;;;;;20
7.82;5.83;7.82;8.72;1021;75;3.1;;;;;90
9.67;7.14;6.79;11.47;1022;71;5.1;;;;;90
11.82;10.75;9.85;13.35;1017;65;4;;;;;40
12.5;11.53;9.85;15.57;1020;66;3.1;;;;;20
13.82;12.88;13.82;16.13;1019;62;5.7;;;;;75
14.08;13.01;10.85;15.32;1019;56;6.7;;;;;90
13.82;12.77;13.82;13.9;1019;58;5.7;;;;;90
12.75;11.7;10.75;13.9;1015;62;4;;;;;75
13.11;12.12;9.68;14.21;1019;63;7.7;;;;;90
11.7;11.01;10.24;12.67;1015;80;4;;;;;40
12.36;11.64;9.27;13.65;1020;76;5.7;;;;;90
11.87;11.2;9.27;13.65;1020;80;5.7;;;;;90
5.91;5.91;3.22;9.21;1022;86;0;;;;;20
7.83;5.55;7.82;10.01;1023;81;3.6;;;;;20
13.31;11.79;9.17;16.68;1019;42;3;;;;;0
13.83;12.16;9.17;15.57;1021;34;5.1;;;;;0
13.34;11.67;10.79;15.01;1021;36;5.1;;;;;0
12.39;10.73;9.68;13.1;1019;40;2;;;;;0
10.58;8.92;8.72;12.59;1022;47;2.6;;;;;0
8.1;8.1;2.99;10.94;1018;53;0;;;;;0
7.44;5.72;2.99;10.87;1023;58;2.6;;;;;0
5.61;5.61;3.82;10.38;1023;65;1;;;;;0
4.74;4.74;1.49;11.75;1022;66;0;;;;;6
7.29;5.54;5.82;11.5;1024;69;2.6;;;;;90
9.55;9.55;7.62;12.37;1022;63;0;;;;;40
11.72;10.31;10.82;14.46;1023;52;1;;;;;40
13.67;12.5;12.47;15.57;1020;54;0;;;;;40
15.33;14.2;12.47;17.79;1021;49;0;;;;;20
15.85;14.8;13.01;16.68;1021;50;2.1;;;;;90
14.71;13.75;12.37;15.57;1019;58;0;;;;;40
13.3;12.28;12.37;14.21;1021;61;2.1;;;;;90
12.35;11.52;10.82;14.21;1020;72;0;;;;;40
12.56;11.67;11.59;13.65;1022;69;0;;;;;90
11.82;10.91;11.68;12.05;1021;71;1;;;;;90
11.63;11.15;9.89;13.45;1019;88;0;1;;;;40
12;11.55;9.89;15.57;1021;88;3.1;;;;;90
12.71;12.31;11.82;14.21;1021;87;1.5;;;;;90
12.25;11.91;11.42;13.35;1017;91;0;;;;;40
13.75;13.32;12.39;15.57;1021;82;2.6;;;;;90
14.73;14.09;12.61;16.27;1016;70;2;;;;;90
16.03;15.39;12.61;16.99;1020;65;2.6;;;;;90
16.25;15.73;12.61;16.99;1020;69;1.5;;;;;90
15.42;14.85;12.61;16.43;1018;70;1;;;;;90
14.81;14.23;12.61;14.82;1021;72;3.1;;;;;90
14.66;14.06;12.61;15.97;1019;72;0;;;;;90
13.85;13.28;12.61;14.15;1021;76;3.1;;;;;90
13.82;13.24;12.61;13.9;1021;76;2.6;;;;;90
13;12.55;10.49;15.27;1020;84;0;;;;;90
12.89;12.48;10.49;15.27;1023;86;1;;;;;90
13.76;13.33;12.05;15.57;1023;82;0.5;;;;;90
14.5;14.02;13.01;15.88;1020;77;1;;;;;75
16.25;15.73;13.57;16.99;1022;69;1;;;;;75
13.71;13.12;12.05;16.29;1023;76;3.1;;;;;90
11.09;10.34;10.65;12.24;1022;80;1;;;;;75
10.82;10.07;10.65;12.24;1026;81;1.5;;;;;90
10.83;10.08;10.82;12.24;1026;81;3.6;;;;;90
10.23;9.5;9.82;11.68;1023;84;1;;;;;40
8.68;8.68;7.55;10.79;1028;81;1;;;;;0
8.83;8.83;8.82;11.9;1028;81;0;;;;;0
10.65;9.57;8.25;13.9;1024;69;0;;;;;40
13.28;12.07;8.25;15.32;1028;54;1;;;;;0
13.61;12.28;8.95;15.32;1025;48;0;;;;;40
13.15;11.85;8.95;14.76;1027;51;3.1;;;;;0
11.83;10.56;9.27;13.9;1027;57;4.1;;;;;0
10.59;9.38;8.45;12.87;1024;64;0;;;;;40
7.83;7.83;7.61;9.46;1029;75;0;;;;;0
7.45;7.45;6.82;10.24;1025;83;0;;;;;20
6.08;6.08;5.82;10.24;1029;93;1;;;;;1
6.81;6.01;6.13;10.24;1030;81;1.5;;;;;1
6.95;5.55;4.82;11.57;1031;84;2.1;;;;;1
4.81;4.81;2.42;11.57;1030;88;0;;;;;20
5.82;3.79;5.82;10.79;1032;86;2.6;;;;;40
8.69;8.69;5.69;12.87;1028;75;0;;;;;20
14.19;12.94;11.82;14.21;1032;49;2.1;;;;;0
12.9;11.6;8.95;14.21;1028;52;0;;;;;0
13.53;12.22;8.95;14.21;1030;49;2.1;;;;;0
13.97;12.73;9.27;14.21;1030;50;2.1;;;;;0
8.82;7.36;8.82;9.68;1030;81;2.6;;;;;0
7.82;6.65;6.82;10.24;1026;88;2;;;;;0
7.98;5.47;7.82;9.68;1031;87;4.1;;;;;40
5.82;3.42;5.82;9.27;1031;93;3.1;;;;;0
7.79;5.86;5.29;14.37;1028;83;3;;;;;40
9.95;9.13;7.59;15.37;1031;71;2;;;;;75
11.01;9.99;7.59;15.37;1033;70;4.1;;;;;90
13.08;11.96;10.82;13.1;1033;58;2.6;;;;;40
12.46;11.38;10.49;13.1;1029;62;2;;;;;20
12.82;11.78;9.83;13.01;1031;62;0;;;;;0
11.44;10.42;8.72;11.9;1026;68;0;;;;;20
6.24;4.72;4.82;11.5;1032;86;2.1;;;;;1
6.35;6.35;2.89;17.67;1030;85;0;;;;;31
6.82;4.04;6.82;7.79;1029;81;4.1;;;;;90
8.6;6.23;2.99;19.87;1029;81;4.1;;;;;40
10.17;9.15;8.19;20.27;1025;73;1;;;;;20
10.91;9.91;8.19;20.27;1028;71;2.6;;;;;0
11.84;10.57;11.82;17.05;1027;57;1.5;;;;;0
13.53;12.45;11.92;20.97;1022;58;1;;;;;0
15.14;13.94;14.09;17.45;1025;47;0;;;;;0
13.97;12.73;13.82;16.5;1025;50;0.5;;;;;0
11.46;10.33;8.9;19.87;1026;64;1.5;;;;;0
9.1;8.14;5.09;20.37;1024;72;2;;;;;0
8;5.75;5.01;20.37;1026;79;3.6;;;;;0
7.09;4.95;4.46;9.21;1027;80;3.1;;;;;0
7.03;7.03;3.49;19.17;1024;81;0;;;;;0
3.69;3.69;-0.81;18.87;1026;100;0.5;;;;;90
2.82;2.82;2.82;16.5;1026;100;0;;;;;90
5.63;5.63;3.82;19.87;1023;94;0;;;;;90
7.53;7.53;3.82;19.87;1026;85;0.5;;;;;90
12.16;11.15;10.82;20.87;1024;66;1;;;;;0
12.93;11.87;12.82;16.35;1024;61;0;;;;;0
11.44;10.47;10.42;15.25;1023;70;0;;;;;0
8.97;6.26;7.79;10.88;1026;76;5.1;;;;;0
8.78;8.78;4.59;18.67;1024;79;1;;;;;2
6.88;5.05;5.82;8.65;1027;81;2.6;;;;;1
5.96;5.96;0.49;18.27;1025;86;0;;;;;4
6.92;6.92;0.49;17.97;1023;84;1;;;;;75
7.15;6.4;0.49;17.97;1028;81;1.5;;;;;90
