course_id,sched_1_355,sched_2_1035,sched_3_418,sched_4_2543,stop_1_355,stop_2_1035,stop_3_418,stop_4_2543,stay_1_355,stay_2_1035,stay_3_418,stay_4_2543,daily_course,weekly_course,t_stop1_to_stop2,t_stop2_to_stop3,t_stop3_to_stop4,sched_1_355_s,sched_2_1035_s,sched_3_418_s,sched_4_2543_s,stop_1_355_s,stop_2_1035_s,stop_3_418_s,stop_4_2543_s,year,month,day
1143527,30:29.7,31:30.1,33:30.2,35:30.3,29:30.0,30:29.7,31:44.8,34:36.8,0,0,1,1,1,1,59.616,75.168,171.936,1578627030,1578627090,1578627210,1578627330,1578626970,1578627030,1578627105,1578627277,2020,1,10
1143529,42:29.7,43:30.1,45:30.2,47:30.3,41:43.9,43:09.4,44:33.2,48:02.3,1,1,0,1,2,2,85.536,83.808,209.088,1578631350,1578631410,1578631530,1578631650,1578631304,1578631389,1578631473,1578631682,2020,1,10
1143531,44:30.0,46:30.1,48:30.2,51:30.0,45:08.1,47:33.2,48:59.6,52:08.0,1,1,2,1,3,3,145.152,86.4,188.352,1578635070,1578635190,1578635310,1578635490,1578635108,1578635253,1578635340,1578635528,2020,1,10
1143533,58:30.1,00:30.2,02:30.3,05:30.0,58:30.1,00:19.0,01:31.6,04:40.8,0,0,0.5,1,4,4,108.864,72.576,189.216,1578639510,1578639630,1578639750,1578639930,1578639510,1578639619,1578639692,1578639881,2020,1,10
1143535,28:30.1,30:30.2,32:30.3,35:30.0,27:38.3,30:02.6,31:36.8,34:37.3,2,1,0,0,5,5,144.288,94.176,180.576,1578644910,1578645030,1578645150,1578645330,1578644858,1578645003,1578645097,1578645277,2020,1,10
1143539,50:30.0,52:30.1,54:30.2,57:30.0,50:09.3,51:59.9,54:10.4,56:40.7,1,1,0,1,6,6,110.592,130.464,150.336,1578653430,1578653550,1578653670,1578653850,1578653409,1578653520,1578653650,1578653801,2020,1,10
1143543,12:30.0,14:30.0,16:30.1,19:29.9,12:15.3,14:16.2,15:47.8,19:41.1,0.5,0,1,1,7,7,120.96,91.584,233.28,1578661950,1578662070,1578662190,1578662370,1578661935,1578662056,1578662148,1578662381,2020,1,10
1143545,29:29.8,31:29.9,33:30.0,36:29.7,30:30.2,32:40.7,33:50.7,36:14.1,1,0.5,1,0,8,8,130.464,69.984,143.424,1578666570,1578666690,1578666810,1578666990,1578666630,1578666761,1578666831,1578666974,2020,1,10
1143547,41:29.8,43:29.9,45:30.0,48:29.7,49:11.1,50:45.3,54:04.0,59:43.6,1,1,2,1,9,9,94.176,198.72,339.552,1578670890,1578671010,1578671130,1578671310,1578671351,1578671445,1578671644,1578671984,2020,1,10
1143549,52:30.1,54:30.2,56:30.3,59:30.0,05:50.2,07:32.2,08:41.3,12:10.4,1,0.5,2,0.5,10,10,101.952,69.12,209.088,1578675150,1578675270,1578675390,1578675570,1578675950,1578676052,1578676121,1578676330,2020,1,10
1143551,59:30.3,00:30.0,02:30.0,04:30.1,09:33.4,12:00.3,12:52.1,15:51.0,2,0,0,1,11,11,146.88,51.84,178.848,1578679170,1578679230,1578679350,1578679470,1578679773,1578679920,1578679972,1578680151,2020,1,10
1143553,10:29.9,11:30.3,13:30.4,15:29.7,09:32.8,11:42.4,12:55.9,15:33.1,1,1,0,1,12,12,129.6,73.44,157.248,1578683430,1578683490,1578683610,1578683730,1578683373,1578683502,1578683576,1578683733,2020,1,10
1143800,29:30.0,30:29.7,31:30.1,33:30.2,29:24.0,30:07.2,31:11.1,33:58.8,0,0,0,1,1,13,43.2,63.936,167.616,1578713370,1578713430,1578713490,1578713610,1578713364,1578713407,1578713471,1578713639,2020,1,11
1143802,29:30.3,30:30.0,31:30.4,33:29.7,30:15.3,31:53.8,32:37.8,34:06.0,1,0,0,0,2,14,98.496,44.064,88.128,1578716970,1578717030,1578717090,1578717210,1578717015,1578717114,1578717158,1578717246,2020,1,11
1143804,39:30.2,41:30.3,42:30.0,44:30.0,38:46.2,40:43.7,41:46.8,44:04.1,2,0.5,0,1,3,15,117.504,63.072,137.376,1578721170,1578721290,1578721350,1578721470,1578721126,1578721244,1578721307,1578721444,2020,1,11
1143806,42:30.2,44:30.3,45:30.0,47:30.0,42:10.4,44:00.1,44:58.0,46:30.4,1,0,0,1,4,16,109.728,57.888,92.448,1578724950,1578725070,1578725130,1578725250,1578724930,1578725040,1578725098,1578725190,2020,1,11
1143808,56:30.3,58:30.4,59:30.0,01:30.1,55:41.1,57:41.2,58:33.0,02:04.7,1,0,0,1,5,17,120.096,51.84,211.68,1578729390,1578729510,1578729570,1578729690,1578729341,1578729461,1578729513,1578729725,2020,1,11
1143810,03:29.7,05:29.8,06:30.2,08:30.3,02:49.9,04:58.7,05:59.1,08:26.9,1,0,0,1,6,18,128.736,60.48,147.744,1578733410,1578733530,1578733590,1578733710,1578733370,1578733499,1578733559,1578733707,2020,1,11
1143812,06:29.7,08:29.8,09:30.2,11:30.3,05:41.3,06:41.8,07:37.1,10:33.3,0,0,1,1,7,19,60.48,55.296,176.256,1578737190,1578737310,1578737370,1578737490,1578737141,1578737202,1578737257,1578737433,2020,1,11
1143814,09:29.7,11:29.8,12:30.2,14:30.3,10:31.0,13:09.1,14:13.1,16:30.4,2,0,1,1,8,20,158.112,63.936,137.376,1578740970,1578741090,1578741150,1578741270,1578741031,1578741189,1578741253,1578741390,2020,1,11
1143816,12:29.7,14:29.8,15:30.2,17:30.3,13:09.4,14:55.7,15:58.8,18:06.6,1,0.5,0,1,9,21,106.272,63.072,127.872,1578744750,1578744870,1578744930,1578745050,1578744789,1578744896,1578744959,1578745087,2020,1,11
1143818,15:29.7,17:29.8,18:30.2,20:30.3,14:50.8,16:33.6,17:39.3,21:42.0,1,1,1,1,10,22,102.816,65.664,242.784,1578748530,1578748650,1578748710,1578748830,1578748491,1578748594,1578748659,1578748902,2020,1,11
1143820,26:30.0,28:30.1,29:29.8,31:29.9,25:44.3,27:47.8,28:58.7,31:39.4,1,0.5,0,1,11,23,123.552,70.848,160.704,1578752790,1578752910,1578752970,1578753090,1578752744,1578752868,1578752939,1578753099,2020,1,11
1143822,31:30.1,33:30.2,34:29.9,36:30.0,32:02.1,34:49.7,35:56.3,39:27.9,1.5,0.5,1,1,12,24,167.616,66.528,211.68,1578756690,1578756810,1578756870,1578756990,1578756722,1578756890,1578756956,1578757168,2020,1,11
1143824,34:30.1,36:30.2,37:29.9,39:30.0,34:47.4,37:54.0,39:02.3,41:53.4,2,1,0,0.5,13,25,186.624,68.256,171.072,1578760470,1578760590,1578760650,1578760770,1578760487,1578760674,1578760742,1578760913,2020,1,11
1143826,36:29.7,37:30.1,38:29.8,40:29.9,36:36.6,39:25.9,40:10.0,43:31.3,1,0,1,1,14,26,169.344,44.064,201.312,1578764190,1578764250,1578764310,1578764430,1578764197,1578764366,1578764410,1578764611,2020,1,11
1143828,44:30.3,45:30.0,46:30.4,48:29.7,44:26.0,45:41.2,46:32.2,49:31.0,1,0,0,1,15,27,75.168,50.976,178.848,1578768270,1578768330,1578768390,1578768510,1578768266,1578768341,1578768392,1578768571,2020,1,11
1143800,29:30.0,30:29.7,31:30.1,33:30.2,28:34.8,29:38.7,30:40.9,32:48.8,0,0,0,0.5,1,28,63.936,62.208,127.872,1578799770,1578799830,1578799890,1578800010,1578799715,1578799779,1578799841,1578799969,2020,1,12
1143802,29:30.3,30:30.0,31:30.4,33:29.7,28:45.4,30:30.8,31:34.8,34:03.4,1,0,0.5,0.5,2,29,105.408,63.936,148.608,1578803370,1578803430,1578803490,1578803610,1578803325,1578803431,1578803495,1578803643,2020,1,12
1143804,39:30.2,41:30.3,42:30.0,44:30.0,37:39.6,39:43.2,40:35.9,44:05.9,1,0,0.5,1,3,30,123.552,52.704,209.952,1578807570,1578807690,1578807750,1578807870,1578807460,1578807583,1578807636,1578807846,2020,1,12
1143806,42:30.2,44:30.3,45:30.0,47:30.0,41:41.9,42:50.1,43:54.9,48:06.3,0,0,0.5,1,4,31,68.256,64.8,251.424,1578811350,1578811470,1578811530,1578811650,1578811302,1578811370,1578811435,1578811686,2020,1,12
1143808,56:30.3,58:30.4,59:30.0,01:30.1,55:29.9,57:14.4,58:39.1,00:46.1,0.5,0,0.5,1,5,32,104.544,84.672,127.008,1578815790,1578815910,1578815970,1578816090,1578815730,1578815834,1578815919,1578816046,2020,1,12
1143810,03:29.7,05:29.8,06:30.2,08:30.3,02:44.7,04:31.9,05:34.9,08:23.4,0.5,0,0.5,1,6,33,107.136,63.072,168.48,1578819810,1578819930,1578819990,1578820110,1578819765,1578819872,1578819935,1578820103,2020,1,12
1143812,06:29.7,08:29.8,09:30.2,11:30.3,05:37.0,07:37.1,08:41.0,10:47.1,1,0.5,1,1,7,34,120.096,63.936,126.144,1578823590,1578823710,1578823770,1578823890,1578823537,1578823657,1578823721,1578823847,2020,1,12
1143814,09:29.7,11:29.8,12:30.2,14:30.3,09:41.8,11:47.9,12:52.7,16:01.1,2,0.5,0.5,1,8,35,126.144,64.8,188.352,1578827370,1578827490,1578827550,1578827670,1578827382,1578827508,1578827573,1578827761,2020,1,12
1143816,12:29.7,14:29.8,15:30.2,17:30.3,12:20.2,14:47.0,15:50.1,18:17.0,2,0.5,0,1,9,36,146.88,63.072,146.88,1578831150,1578831270,1578831330,1578831450,1578831140,1578831287,1578831350,1578831497,2020,1,12
1143818,15:29.7,17:29.8,18:30.2,20:30.3,15:15.0,17:40.1,18:43.2,21:49.8,2,0.5,0.5,0,10,37,145.152,63.072,186.624,1578834930,1578835050,1578835110,1578835230,1578834915,1578835060,1578835123,1578835310,2020,1,12
1143820,26:30.0,28:30.1,29:29.8,31:29.9,26:31.8,27:55.6,29:00.4,31:29.0,0.5,0,0,1,11,38,83.808,64.8,148.608,1578839190,1578839310,1578839370,1578839490,1578839192,1578839276,1578839340,1578839489,2020,1,12
1143822,31:30.1,33:30.2,34:29.9,36:30.0,31:19.8,33:48.4,34:52.3,37:40.8,1,0,0.5,1,12,39,148.608,63.936,168.48,1578843090,1578843210,1578843270,1578843390,1578843080,1578843228,1578843292,1578843461,2020,1,12
1143824,34:30.1,36:30.2,37:29.9,39:30.0,34:06.0,36:32.8,37:36.8,39:24.8,1,0.5,0.5,1,13,40,146.88,63.936,108,1578846870,1578846990,1578847050,1578847170,1578846846,1578846993,1578847057,1578847165,2020,1,12
1143826,36:29.7,37:30.1,38:29.8,40:29.9,36:54.7,39:23.3,40:24.7,43:34.8,1,0.5,0.5,1,14,41,148.608,61.344,190.08,1578850590,1578850650,1578850710,1578850830,1578850615,1578850763,1578850825,1578851015,2020,1,12
1143828,44:30.3,45:30.0,46:30.4,48:29.7,44:15.6,45:41.2,46:24.4,49:33.6,1,0,0,1,15,42,85.536,43.2,189.216,1578854670,1578854730,1578854790,1578854910,1578854656,1578854741,1578854784,1578854974,2020,1,12
1143527,30:29.7,31:30.1,33:30.2,35:30.3,29:55.1,31:18.0,32:43.6,35:55.4,0,0,1,0.5,1,43,82.944,85.536,191.808,1578886230,1578886290,1578886410,1578886530,1578886195,1578886278,1578886364,1578886555,2020,1,13
1143529,42:29.7,43:30.1,45:30.2,47:30.3,42:01.2,43:12.9,44:40.1,46:47.1,1,0,0,1,2,44,71.712,87.264,127.008,1578890550,1578890610,1578890730,1578890850,1578890521,1578890593,1578890680,1578890807,2020,1,13
1143531,44:30.0,46:30.1,48:30.2,51:30.0,55:37.9,58:54.9,59:58.0,02:05.9,2,0,0,1,3,45,196.992,63.072,127.872,1578894270,1578894390,1578894510,1578894690,1578894938,1578895135,1578895198,1578895326,2020,1,13
1143533,58:30.1,00:30.2,02:30.3,05:30.0,07:49.2,09:08.6,11:17.4,14:11.9,0.5,1,1,1,4,46,79.488,128.736,174.528,1578898710,1578898830,1578898950,1578899130,1578899269,1578899349,1578899477,1578899652,2020,1,13
1143535,28:30.1,30:30.2,32:30.3,35:30.0,29:54.0,31:49.7,33:15.3,36:25.3,1,0,0.5,1,5,47,115.776,85.536,190.08,1578904110,1578904230,1578904350,1578904530,1578904194,1578904310,1578904395,1578904585,2020,1,13
1143537,39:29.7,41:29.8,43:29.9,46:30.4,38:37.0,41:22.8,42:46.7,46:16.6,1,1,1,1,6,48,165.888,83.808,209.952,1578908370,1578908490,1578908610,1578908790,1578908317,1578908483,1578908567,1578908777,2020,1,13
1143539,50:30.0,52:30.1,54:30.2,57:30.0,49:35.6,51:46.9,53:30.6,56:40.7,1,0.5,1,1,7,49,131.328,103.68,190.08,1578912630,1578912750,1578912870,1578913050,1578912576,1578912707,1578912811,1578913001,2020,1,13
1143541,01:30.4,03:29.7,05:29.8,08:30.3,02:02.4,04:31.0,05:45.3,10:20.9,2,0,1,1,8,50,148.608,74.304,275.616,1578916890,1578917010,1578917130,1578917310,1578916922,1578917071,1578917145,1578917421,2020,1,13
1143543,12:30.0,14:30.0,16:30.1,19:29.9,12:35.1,15:34.0,17:07.3,19:36.8,2,1,1,1,9,51,178.848,93.312,149.472,1578921150,1578921270,1578921390,1578921570,1578921155,1578921334,1578921427,1578921577,2020,1,13
1143545,29:29.8,31:29.9,33:30.0,36:29.7,29:30.6,31:24.7,33:11.8,36:12.4,1,1,1,0.5,10,52,114.048,107.136,180.576,1578925770,1578925890,1578926010,1578926190,1578925771,1578925885,1578925992,1578926172,2020,1,13
1143547,41:29.8,43:29.9,45:30.0,48:29.7,48:39.2,50:13.3,52:39.4,57:32.3,1,1,2,1,11,53,94.176,146.016,292.896,1578930090,1578930210,1578930330,1578930510,1578930519,1578930613,1578930759,1578931052,2020,1,13
1143549,52:30.1,54:30.2,56:30.3,59:30.0,10:11.1,12:25.9,13:31.6,15:50.7,1,0,0,1,12,54,134.784,65.664,139.104,1578934350,1578934470,1578934590,1578934770,1578935411,1578935546,1578935612,1578935751,2020,1,13
1143551,59:30.3,00:30.0,02:30.0,04:30.1,17:02.7,19:08.8,19:58.1,23:28.0,1,0,0,1,13,55,126.144,49.248,209.952,1578938370,1578938430,1578938550,1578938670,1578939423,1578939549,1578939598,1578939808,2020,1,13
1143553,10:29.9,11:30.3,13:30.4,15:29.7,35:08.2,36:25.1,37:15.2,41:47.3,0,0,0.5,3,14,56,76.896,50.112,272.16,1578942630,1578942690,1578942810,1578942930,1578944108,1578944185,1578944235,1578944507,2020,1,13
1143527,30:29.7,31:30.1,33:30.2,35:30.3,29:50.8,31:14.6,32:38.4,36:06.6,0.5,0,1,0.5,1,57,83.808,83.808,208.224,1578972630,1578972690,1578972810,1578972930,1578972591,1578972675,1578972758,1578972967,2020,1,14
1143529,42:29.7,43:30.1,45:30.2,47:30.3,42:32.3,43:36.2,44:41.0,46:47.1,0,0,0.5,1,2,58,63.936,64.8,126.144,1578976950,1578977010,1578977130,1578977250,1578976952,1578977016,1578977081,1578977207,2020,1,14
1143531,44:30.0,46:30.1,48:30.2,51:30.0,49:35.9,52:14.0,53:37.0,56:28.0,2,0,0,0.5,3,59,158.112,82.944,171.072,1578980670,1578980790,1578980910,1578981090,1578980976,1578981134,1578981217,1578981388,2020,1,14
1143533,58:30.1,00:30.2,02:30.3,05:30.0,09:43.2,11:47.6,12:50.7,16:22.4,0.5,0,0,1,4,60,124.416,63.072,211.68,1578985110,1578985230,1578985350,1578985530,1578985783,1578985908,1578985971,1578986182,2020,1,14
1143535,28:30.1,30:30.2,32:30.3,35:30.0,28:39.6,30:05.2,31:48.9,34:35.6,0,0.5,0.5,1,5,61,85.536,103.68,166.752,1578990510,1578990630,1578990750,1578990930,1578990520,1578990605,1578990709,1578990876,2020,1,14
1143537,39:29.7,41:29.8,43:29.9,46:30.4,39:07.2,41:13.3,42:36.3,46:05.4,1,0.5,0.5,1,6,62,126.144,82.944,209.088,1578994770,1578994890,1578995010,1578995190,1578994747,1578994873,1578994956,1578995165,2020,1,14
1143541,01:30.4,03:29.7,05:29.8,08:30.3,01:43.4,03:52.1,05:16.8,08:50.2,2,0.5,0,0.5,7,63,128.736,84.672,213.408,1579003290,1579003410,1579003530,1579003710,1579003303,1579003432,1579003517,1579003730,2020,1,14
1143543,12:30.0,14:30.0,16:30.1,19:29.9,11:36.4,14:04.1,15:50.4,17:54.8,1,0,2,0.5,8,64,147.744,106.272,124.416,1579007550,1579007670,1579007790,1579007970,1579007496,1579007644,1579007750,1579007875,2020,1,14
1143545,29:29.8,31:29.9,33:30.0,36:29.7,28:51.7,30:37.2,31:40.2,34:34.8,0,0,0,0.5,9,65,105.408,63.072,174.528,1579012170,1579012290,1579012410,1579012590,1579012132,1579012237,1579012300,1579012475,2020,1,14
1143547,41:29.8,43:29.9,45:30.0,48:29.7,47:56.0,51:01.7,55:14.0,58:03.4,1,2,0.5,1,10,66,185.76,252.288,169.344,1579016490,1579016610,1579016730,1579016910,1579016876,1579017062,1579017314,1579017483,2020,1,14
1143549,52:30.1,54:30.2,56:30.3,59:30.0,07:14.9,10:25.8,11:48.8,16:00.2,2,0,2,0.5,11,67,190.944,82.944,251.424,1579020750,1579020870,1579020990,1579021170,1579021635,1579021826,1579021909,1579022160,2020,1,14
1143551,59:30.3,00:30.0,02:30.0,04:30.1,17:07.0,19:52.9,20:56.0,23:43.6,1,0,0,1,12,68,165.888,63.072,167.616,1579024770,1579024830,1579024950,1579025070,1579025827,1579025993,1579026056,1579026224,2020,1,14
1143553,10:29.9,11:30.3,13:30.4,15:29.7,16:35.3,18:30.2,19:01.3,21:49.8,1,0,0.5,0.5,13,69,114.912,31.104,168.48,1579029030,1579029090,1579029210,1579029330,1579029395,1579029510,1579029541,1579029710,2020,1,14
1143527,30:29.7,31:30.1,33:30.2,35:30.3,30:20.2,31:19.8,32:35.8,35:42.4,0,0,0,1,1,70,59.616,76.032,186.624,1579059030,1579059090,1579059210,1579059330,1579059020,1579059080,1579059156,1579059342,2020,1,15
1143529,42:29.7,43:30.1,45:30.2,47:30.3,42:09.8,43:20.6,44:33.2,48:17.0,1,0.5,1,0,2,71,70.848,72.576,223.776,1579063350,1579063410,1579063530,1579063650,1579063330,1579063401,1579063473,1579063697,2020,1,15
1143531,44:30.0,46:30.1,48:30.2,51:30.0,54:31.4,56:19.4,57:30.2,00:18.7,1,0,0,1,3,72,108,70.848,168.48,1579067070,1579067190,1579067310,1579067490,1579067671,1579067779,1579067850,1579068019,2020,1,15
1143533,58:30.1,00:30.2,02:30.3,05:30.0,05:25.7,07:41.4,09:02.6,12:12.7,2,0.5,0,1,4,73,135.648,81.216,190.08,1579071510,1579071630,1579071750,1579071930,1579071926,1579072061,1579072143,1579072333,2020,1,15
1143535,28:30.1,30:30.2,32:30.3,35:30.0,28:31.0,30:40.6,32:14.8,34:38.2,1,1,0,0.5,5,74,129.6,94.176,143.424,1579076910,1579077030,1579077150,1579077330,1579076911,1579077041,1579077135,1579077278,2020,1,15
1143537,39:29.7,41:29.8,43:29.9,46:30.4,40:07.7,42:00.9,43:54.9,46:03.6,0.5,1,1,1,6,75,113.184,114.048,128.736,1579081170,1579081290,1579081410,1579081590,1579081208,1579081321,1579081435,1579081564,2020,1,15
1143539,50:30.0,52:30.1,54:30.2,57:30.0,52:22.4,54:44.1,57:22.2,00:21.0,1,0.5,1,0.5,7,76,141.696,158.112,178.848,1579085430,1579085550,1579085670,1579085850,1579085542,1579085684,1579085842,1579086021,2020,1,15
1143541,01:30.4,03:29.7,05:29.8,08:30.3,02:15.4,04:51.7,06:00.0,08:49.3,2,1,0.5,0.5,8,77,156.384,68.256,169.344,1579089690,1579089810,1579089930,1579090110,1579089735,1579089892,1579089960,1579090129,2020,1,15
1143543,12:30.0,14:30.0,16:30.1,19:29.9,12:36.0,14:45.6,16:36.2,19:35.0,1,1,1,1,9,78,129.6,110.592,178.848,1579093950,1579094070,1579094190,1579094370,1579093956,1579094086,1579094196,1579094375,2020,1,15
1143545,29:29.8,31:29.9,33:30.0,36:29.7,29:54.0,33:12.7,34:58.1,37:37.1,2,1,0,1,10,79,198.72,105.408,158.976,1579098570,1579098690,1579098810,1579098990,1579098594,1579098793,1579098898,1579099057,2020,1,15
1143547,41:29.8,43:29.9,45:30.0,48:29.7,47:16.2,49:18.0,51:11.2,56:21.4,1,0,2,1,11,80,121.824,113.184,310.176,1579102890,1579103010,1579103130,1579103310,1579103236,1579103358,1579103471,1579103781,2020,1,15
1143549,52:30.1,54:30.2,56:30.3,59:30.0,14:32.1,17:00.7,18:32.3,21:46.7,2,1,1,1,12,81,148.608,91.584,194.4,1579107150,1579107270,1579107390,1579107570,1579108472,1579108621,1579108712,1579108907,2020,1,15
1143551,59:30.3,00:30.0,02:30.0,04:30.1,35:39.0,40:13.7,41:39.3,43:55.8,4,0.5,0,0.5,13,82,274.752,85.536,136.512,1579111170,1579111230,1579111350,1579111470,1579113339,1579113614,1579113699,1579113836,2020,1,15
1143527,30:29.7,31:30.1,33:30.2,35:30.3,30:51.3,31:52.6,33:37.2,36:08.4,0.5,0.5,1,0.5,1,83,61.344,104.544,151.2,1579145430,1579145490,1579145610,1579145730,1579145451,1579145513,1579145617,1579145768,2020,1,16
1143529,42:29.7,43:30.1,45:30.2,47:30.3,44:09.0,45:55.3,47:00.1,50:11.0,0.5,0.5,0.5,0.5,2,84,106.272,64.8,190.944,1579149750,1579149810,1579149930,1579150050,1579149849,1579149955,1579150020,1579150211,2020,1,16
1143531,44:30.0,46:30.1,48:30.2,51:30.0,51:10.9,53:17.1,55:25.0,58:14.3,1,1,0.5,1,3,85,126.144,127.872,169.344,1579153470,1579153590,1579153710,1579153890,1579153871,1579153997,1579154125,1579154294,2020,1,16
1143533,58:30.1,00:30.2,02:30.3,05:30.0,02:38.1,05:03.3,06:08.9,08:38.4,2,0,0,1,4,86,145.152,65.664,149.472,1579157910,1579158030,1579158150,1579158330,1579158158,1579158303,1579158369,1579158518,2020,1,16
1143535,28:30.1,30:30.2,32:30.3,35:30.0,29:19.4,31:29.0,32:55.4,36:04.6,1.5,0.5,0.5,1,5,87,129.6,86.4,189.216,1579163310,1579163430,1579163550,1579163730,1579163359,1579163489,1579163575,1579163765,2020,1,16
1143537,39:29.7,41:29.8,43:29.9,46:30.4,40:48.3,43:12.6,44:58.0,48:27.1,1,0,1,0.5,6,88,144.288,105.408,209.088,1579167570,1579167690,1579167810,1579167990,1579167648,1579167793,1579167898,1579168107,2020,1,16
1143539,50:30.0,52:30.1,54:30.2,57:30.0,52:16.3,53:41.0,55:04.8,58:16.6,0.5,0,2,1,7,89,84.672,83.808,191.808,1579171830,1579171950,1579172070,1579172250,1579171936,1579172021,1579172105,1579172297,2020,1,16
1143541,01:30.4,03:29.7,05:29.8,08:30.3,04:38.8,06:44.1,08:31.2,12:23.6,1,0.5,1,0.5,8,90,125.28,107.136,232.416,1579176090,1579176210,1579176330,1579176510,1579176279,1579176404,1579176511,1579176744,2020,1,16
1143543,12:30.0,14:30.0,16:30.1,19:29.9,11:42.4,13:48.6,15:36.6,18:38.9,1,1,2,1,9,91,126.144,108,182.304,1579180350,1579180470,1579180590,1579180770,1579180302,1579180429,1579180537,1579180719,2020,1,16
1143545,29:29.8,31:29.9,33:30.0,36:29.7,30:06.9,31:54.0,33:18.7,35:45.6,1,0,0.5,1,10,92,107.136,84.672,146.88,1579184970,1579185090,1579185210,1579185390,1579185007,1579185114,1579185199,1579185346,2020,1,16
1143547,41:29.8,43:29.9,45:30.0,48:29.7,43:12.6,45:18.7,47:05.9,52:02.2,1,0,1,0.5,11,93,126.144,107.136,296.352,1579189290,1579189410,1579189530,1579189710,1579189393,1579189519,1579189626,1579189922,2020,1,16
1143549,52:30.1,54:30.2,56:30.3,59:30.0,01:31.0,03:59.6,05:24.3,07:53.8,1.5,0.5,1,1,12,94,148.608,84.672,149.472,1579193550,1579193670,1579193790,1579193970,1579194091,1579194240,1579194324,1579194474,2020,1,16
1143551,59:30.3,00:30.0,02:30.0,04:30.1,13:10.3,14:13.3,15:38.0,19:51.2,0.5,0.5,0,0.5,13,95,63.072,84.672,253.152,1579197570,1579197630,1579197750,1579197870,1579198390,1579198453,1579198538,1579198791,2020,1,16
1143553,10:29.9,11:30.3,13:30.4,15:29.7,09:45.8,11:37.2,12:38.6,15:47.8,1.5,0,0.5,1,14,96,111.456,61.344,189.216,1579201830,1579201890,1579202010,1579202130,1579201786,1579201897,1579201959,1579202148,2020,1,16
1143527,30:29.7,31:30.1,33:30.2,35:30.3,30:42.6,31:47.4,32:51.4,36:02.3,0,0,1,1,1,1,64.8,63.936,190.944,1579231830,1579231890,1579232010,1579232130,1579231843,1579231907,1579231971,1579232162,2020,1,17
1143529,42:29.7,43:30.1,45:30.2,47:30.3,42:54.7,45:44.1,46:46.3,50:17.1,1.5,0.5,0.5,0,2,2,169.344,62.208,210.816,1579236150,1579236210,1579236330,1579236450,1579236175,1579236344,1579236406,1579236617,2020,1,17
1143531,44:30.0,46:30.1,48:30.2,51:30.0,53:26.6,55:56.9,57:20.7,00:30.0,2,0.5,0,1,3,3,150.336,83.808,189.216,1579239870,1579239990,1579240110,1579240290,1579240407,1579240557,1579240641,1579240830,2020,1,17
1143533,58:30.1,00:30.2,02:30.3,05:30.0,07:31.0,09:16.4,10:18.6,14:32.6,1,0,2,1,4,4,105.408,62.208,254.016,1579244310,1579244430,1579244550,1579244730,1579244851,1579244956,1579245019,1579245273,2020,1,17
1143535,28:30.1,30:30.2,32:30.3,35:30.0,28:04.2,30:10.4,31:34.2,34:47.7,1,0.5,1,0.5,5,5,126.144,83.808,193.536,1579249710,1579249830,1579249950,1579250130,1579249684,1579249810,1579249894,1579250088,2020,1,17
1143537,39:29.7,41:29.8,43:29.9,46:30.4,38:42.1,40:48.3,42:35.4,45:35.1,1,1,0.5,1,6,6,126.144,107.136,179.712,1579253970,1579254090,1579254210,1579254390,1579253922,1579254048,1579254155,1579254335,2020,1,17
1143539,50:30.0,52:30.1,54:30.2,57:30.0,50:59.4,51:41.8,53:48.8,56:39.8,0,0.5,1,1,7,7,42.336,127.008,171.072,1579258230,1579258350,1579258470,1579258650,1579258259,1579258302,1579258429,1579258600,2020,1,17
1143541,01:30.4,03:29.7,05:29.8,08:30.3,04:07.7,06:57.9,08:20.8,10:27.8,2,0.5,0.5,1,8,8,170.208,82.944,127.008,1579262490,1579262610,1579262730,1579262910,1579262648,1579262818,1579262901,1579263028,2020,1,17
1143543,12:30.0,14:30.0,16:30.1,19:29.9,12:23.0,14:07.6,15:32.3,18:44.1,0.5,0.5,0.5,1,9,9,104.544,84.672,191.808,1579266750,1579266870,1579266990,1579267170,1579266743,1579266848,1579266932,1579267124,2020,1,17
1143545,29:29.8,31:29.9,33:30.0,36:29.7,29:35.8,30:38.9,32:33.8,35:36.1,0,0.5,0.5,1,10,10,63.072,114.912,182.304,1579271370,1579271490,1579271610,1579271790,1579271376,1579271439,1579271554,1579271736,2020,1,17
1143547,41:29.8,43:29.9,45:30.0,48:29.7,43:53.2,45:37.7,47:24.9,50:13.3,1,1,1,1,11,11,104.544,107.136,168.48,1579275690,1579275810,1579275930,1579276110,1579275833,1579275938,1579276045,1579276213,2020,1,17
1143549,52:30.1,54:30.2,56:30.3,59:30.0,00:53.0,02:17.7,03:20.7,07:57.2,0,0,2,0.5,12,12,84.672,63.072,276.48,1579279950,1579280070,1579280190,1579280370,1579280453,1579280538,1579280601,1579280877,2020,1,17
1143551,59:30.3,00:30.0,02:30.0,04:30.1,09:00.6,10:44.3,11:25.7,14:03.0,1,0,0.5,1,13,13,103.68,41.472,157.248,1579283970,1579284030,1579284150,1579284270,1579284541,1579284644,1579284686,1579284843,2020,1,17
1143553,10:29.9,11:30.3,13:30.4,15:29.7,10:35.9,12:02.3,13:06.2,15:34.8,0.5,0,0.5,1,14,14,86.4,63.936,148.608,1579288230,1579288290,1579288410,1579288530,1579288236,1579288322,1579288386,1579288535,2020,1,17
