course_id,sched_1_355,sched_2_1035,sched_3_418,sched_4_2543,stop_1_355,stop_2_1035,stop_3_418,stop_4_2543,stay_1_355,stay_2_1035,stay_3_418,stay_4_2543,daily_course,weekly_course,t_stop1_to_stop2,t_stop2_to_stop3,t_stop3_to_stop4,sched_1_355_s,sched_2_1035_s,sched_3_418_s,sched_4_2543_s,stop_1_355_s,stop_2_1035_s,stop_3_418_s,stop_4_2543_s,year,month,day
1143527,30:29.7,31:30.1,33:30.2,35:30.3,30:04.6,31:06.8,32:32.4,35:42.4,0,0.5,0.5,0,1,85,62.208,85.536,190.08,1582169430,1582169490,1582169610,1582169730,1582169405,1582169467,1582169552,1582169742,2020,2,20
1143529,42:29.7,43:30.1,45:30.2,47:30.3,41:53.4,43:18.9,44:33.2,46:48.9,1,0,0.5,1,2,86,85.536,74.304,135.648,1582173750,1582173810,1582173930,1582174050,1582173713,1582173799,1582173873,1582174009,2020,2,20
1143531,44:30.0,46:30.1,48:30.2,51:30.0,52:08.0,54:39.2,56:03.0,58:27.3,1.5,0.5,0.5,1,3,87,151.2,83.808,144.288,1582177470,1582177590,1582177710,1582177890,1582177928,1582178079,1582178163,1582178307,2020,2,20
1143533,58:30.1,00:30.2,02:30.3,05:30.0,12:27.4,14:55.1,15:58.2,18:25.9,2,0,0,1,4,88,147.744,63.072,147.744,1582181910,1582182030,1582182150,1582182330,1582182747,1582182895,1582182958,1582183106,2020,2,20
1143535,28:30.1,30:30.2,32:30.3,35:30.0,27:54.7,29:41.9,31:05.7,34:35.6,1,1,0,1,5,89,107.136,83.808,209.952,1582187310,1582187430,1582187550,1582187730,1582187275,1582187382,1582187466,1582187676,2020,2,20
1143537,39:29.7,41:29.8,43:29.9,46:30.4,42:31.1,44:36.4,45:40.3,48:08.9,1,0,0.5,1,6,90,125.28,63.936,148.608,1582191570,1582191690,1582191810,1582191990,1582191751,1582191876,1582191940,1582192089,2020,2,20
1143539,50:30.0,52:30.1,54:30.2,57:30.0,51:01.2,53:48.8,56:13.9,00:07.2,1,0.5,2,1,7,91,167.616,145.152,233.28,1582195830,1582195950,1582196070,1582196250,1582195861,1582196029,1582196174,1582196407,2020,2,20
1143541,01:30.4,03:29.7,05:29.8,08:30.3,00:36.9,02:44.7,04:31.0,07:41.1,0.5,1,1,1,8,92,127.872,106.272,190.08,1582200090,1582200210,1582200330,1582200510,1582200037,1582200165,1582200271,1582200461,2020,2,20
1143543,12:30.0,14:30.0,16:30.1,19:29.9,12:18.7,15:09.8,17:15.9,21:49.0,2,0.5,2,0.5,9,93,171.072,126.144,273.024,1582204350,1582204470,1582204590,1582204770,1582204339,1582204510,1582204636,1582204909,2020,2,20
1143545,29:29.8,31:29.9,33:30.0,36:29.7,29:16.8,31:24.7,33:55.9,37:45.7,1.5,0,1,1,10,94,127.872,151.2,229.824,1582208970,1582209090,1582209210,1582209390,1582208957,1582209085,1582209236,1582209466,2020,2,20
1143547,41:29.8,43:29.9,45:30.0,48:29.7,50:36.7,52:01.3,54:49.0,59:46.2,1,0.5,2,1,11,95,84.672,167.616,297.216,1582213290,1582213410,1582213530,1582213710,1582213837,1582213921,1582214089,1582214386,2020,2,20
1143549,52:30.1,54:30.2,56:30.3,59:30.0,05:50.2,07:57.2,11:27.2,15:40.3,0.5,1,3,1,12,96,127.008,209.952,253.152,1582217550,1582217670,1582217790,1582217970,1582218350,1582218477,1582218687,1582218940,2020,2,20
1143551,59:30.3,00:30.0,02:30.0,04:30.1,08:20.8,10:05.4,10:46.8,13:36.2,1,0,0.5,1,13,97,104.544,41.472,169.344,1582221570,1582221630,1582221750,1582221870,1582222101,1582222205,1582222247,1582222416,2020,2,20
1143553,10:29.9,11:30.3,13:30.4,15:29.7,10:27.3,12:10.9,13:14.0,15:40.9,0.5,0,0,1,14,98,103.68,63.072,146.88,1582225830,1582225890,1582226010,1582226130,1582225827,1582225931,1582225994,1582226141,2020,2,20
1143527,30:29.7,31:30.1,33:30.2,35:30.3,29:34.4,30:31.4,31:33.6,34:33.3,0,0,0.5,0,1,1,57.024,62.208,179.712,1582255830,1582255890,1582256010,1582256130,1582255774,1582255831,1582255894,1582256073,2020,2,21
1143529,42:29.7,43:30.1,45:30.2,47:30.3,41:31.8,43:17.2,44:30.6,46:35.9,1,0,0.5,0.5,2,2,105.408,73.44,125.28,1582260150,1582260210,1582260330,1582260450,1582260092,1582260197,1582260271,1582260396,2020,2,21
1143531,44:30.0,46:30.1,48:30.2,51:30.0,45:01.2,46:48.3,47:30.6,50:40.7,1,0,1,0.5,3,3,107.136,42.336,190.08,1582263870,1582263990,1582264110,1582264290,1582263901,1582264008,1582264051,1582264241,2020,2,21
1143533,58:30.1,00:30.2,02:30.3,05:30.0,07:19.8,09:06.0,10:09.1,12:17.0,1,0,0,1,4,4,106.272,63.072,127.872,1582268310,1582268430,1582268550,1582268730,1582268840,1582268946,1582269009,1582269137,2020,2,21
1143535,28:30.1,30:30.2,32:30.3,35:30.0,27:31.4,29:59.1,31:43.7,34:32.2,2,0.5,0.5,1,5,5,147.744,104.544,168.48,1582273710,1582273830,1582273950,1582274130,1582273651,1582273799,1582273904,1582274072,2020,2,21
1143537,39:29.7,41:29.8,43:29.9,46:30.4,38:48.2,41:15.9,43:01.3,46:54.6,1.5,0.5,2,0,6,6,147.744,105.408,233.28,1582277970,1582278090,1582278210,1582278390,1582277928,1582278076,1582278181,1582278415,2020,2,21
1143539,50:30.0,52:30.1,54:30.2,57:30.0,49:57.2,52:44.8,53:48.8,56:58.0,1,0,1,0,7,7,167.616,63.936,189.216,1582282230,1582282350,1582282470,1582282650,1582282197,1582282365,1582282429,1582282618,2020,2,21
1143541,01:30.4,03:29.7,05:29.8,08:30.3,00:36.0,02:43.0,04:37.9,08:20.0,1,0.5,0.5,1,8,8,127.008,114.912,222.048,1582286490,1582286610,1582286730,1582286910,1582286436,1582286563,1582286678,1582286900,2020,2,21
1143543,12:30.0,14:30.0,16:30.1,19:29.9,11:39.8,13:34.8,15:36.6,19:50.6,1,0.5,2,0.5,9,9,114.912,121.824,254.016,1582290750,1582290870,1582290990,1582291170,1582290700,1582290815,1582290937,1582291191,2020,2,21
1143545,29:29.8,31:29.9,33:30.0,36:29.7,28:54.3,30:38.0,32:46.8,35:56.8,0.5,1,2,1,10,10,103.68,128.736,190.08,1582295370,1582295490,1582295610,1582295790,1582295334,1582295438,1582295567,1582295757,2020,2,21
1143547,41:29.8,43:29.9,45:30.0,48:29.7,43:15.2,44:59.7,48:28.8,53:46.8,1,1,2,1,11,11,104.544,209.088,317.952,1582299690,1582299810,1582299930,1582300110,1582299795,1582299900,1582300109,1582300427,2020,2,21
1143549,52:30.1,54:30.2,56:30.3,59:30.0,52:17.2,55:04.8,56:51.9,01:50.9,2,0,3,1,12,12,167.616,107.136,298.944,1582303950,1582304070,1582304190,1582304370,1582303937,1582304105,1582304212,1582304511,2020,2,21
1143551,59:30.3,00:30.0,02:30.0,04:30.1,58:43.7,59:46.8,00:49.8,03:38.3,0,0,0.5,1,13,13,63.072,63.072,168.48,1582307970,1582308030,1582308150,1582308270,1582307924,1582307987,1582308050,1582308218,2020,2,21
1143553,10:29.9,11:30.3,13:30.4,15:29.7,09:43.2,11:05.3,12:30.0,14:30.0,0.5,0,0.5,1,14,14,82.08,84.672,120.096,1582312230,1582312290,1582312410,1582312530,1582312183,1582312265,1582312350,1582312470,2020,2,21
1143800,29:30.0,30:29.7,31:30.1,33:30.2,28:50.3,29:30.9,30:54.7,34:04.8,0,1,0.5,1,1,15,40.608,83.808,190.08,1582342170,1582342230,1582342290,1582342410,1582342130,1582342171,1582342255,1582342445,2020,2,22
1143802,29:30.3,30:30.0,31:30.4,33:29.7,28:49.7,30:34.3,31:18.3,34:05.1,0.5,0,0,1,2,16,104.544,44.064,166.752,1582345770,1582345830,1582345890,1582346010,1582345730,1582345834,1582345878,1582346045,2020,2,22
1143804,39:30.2,41:30.3,42:30.0,44:30.0,38:41.9,40:49.7,41:51.9,44:00.7,1,0.5,0,1,3,17,127.872,62.208,128.736,1582349970,1582350090,1582350150,1582350270,1582349922,1582350050,1582350112,1582350241,2020,2,22
1143806,42:30.2,44:30.3,45:30.0,47:30.0,41:54.8,43:39.4,44:45.0,48:13.2,1,0.5,0.5,1,4,18,104.544,65.664,208.224,1582353750,1582353870,1582353930,1582354050,1582353715,1582353819,1582353885,1582354093,2020,2,22
1143808,56:30.3,58:30.4,59:30.0,01:30.1,55:55.8,58:21.8,59:03.3,02:11.6,2,0,0,1,5,19,146.016,41.472,188.352,1582358190,1582358310,1582358370,1582358490,1582358156,1582358302,1582358343,1582358532,2020,2,22
1143810,03:29.7,05:29.8,06:30.2,08:30.3,03:39.2,06:25.9,07:07.4,10:15.7,1,0,0,1,6,20,166.752,41.472,188.352,1582362210,1582362330,1582362390,1582362510,1582362219,1582362386,1582362427,1582362616,2020,2,22
1143812,06:29.7,08:29.8,09:30.2,11:30.3,06:45.2,09:12.1,10:16.0,12:42.0,1.5,0.5,0.5,0,7,21,146.88,63.936,146.016,1582365990,1582366110,1582366170,1582366290,1582366005,1582366152,1582366216,1582366362,2020,2,22
1143814,09:29.7,11:29.8,12:30.2,14:30.3,09:12.4,11:38.4,13:03.9,16:13.2,1,1,0.5,1,8,22,146.016,85.536,189.216,1582369770,1582369890,1582369950,1582370070,1582369752,1582369898,1582369984,1582370173,2020,2,22
1143816,12:29.7,14:29.8,15:30.2,17:30.3,12:28.8,14:35.8,15:38.9,18:04.9,2,0,0,1,9,23,127.008,63.072,146.016,1582373550,1582373670,1582373730,1582373850,1582373549,1582373676,1582373739,1582373885,2020,2,22
1143818,15:29.7,17:29.8,18:30.2,20:30.3,14:40.4,15:44.4,16:45.7,19:34.2,0.5,0,0,1,10,24,63.936,61.344,168.48,1582377330,1582377450,1582377510,1582377630,1582377280,1582377344,1582377406,1582377574,2020,2,22
1143820,26:30.0,28:30.1,29:29.8,31:29.9,25:57.2,27:00.3,28:44.8,31:34.2,0,0.5,0.5,1,11,25,63.072,104.544,169.344,1582381590,1582381710,1582381770,1582381890,1582381557,1582381620,1582381725,1582381894,2020,2,22
1143822,31:30.1,33:30.2,34:29.9,36:30.0,31:10.3,32:34.9,33:38.9,35:45.0,0,0.5,1,1,12,26,84.672,63.936,126.144,1582385490,1582385610,1582385670,1582385790,1582385470,1582385555,1582385619,1582385745,2020,2,22
1143824,34:30.1,36:30.2,37:29.9,39:30.0,34:11.1,36:16.4,37:18.6,39:47.2,1,0.5,0,0.5,13,27,125.28,62.208,148.608,1582389270,1582389390,1582389450,1582389570,1582389251,1582389376,1582389439,1582389587,2020,2,22
1143826,36:29.7,37:30.1,38:29.8,40:29.9,36:03.7,38:11.6,39:14.7,41:44.2,1,0,0.5,0.5,14,28,127.872,63.072,149.472,1582392990,1582393050,1582393110,1582393230,1582392964,1582393092,1582393155,1582393304,2020,2,22
1143828,44:30.3,45:30.0,46:30.4,48:29.7,44:33.8,46:19.2,47:02.4,49:31.9,1,0,0,1,15,29,105.408,43.2,149.472,1582397070,1582397130,1582397190,1582397310,1582397074,1582397179,1582397222,1582397372,2020,2,22
1143800,29:30.0,30:29.7,31:30.1,33:30.2,30:10.7,30:53.0,31:35.3,34:01.3,0,0,0,0.5,1,30,42.336,42.336,146.016,1582428570,1582428630,1582428690,1582428810,1582428611,1582428653,1582428695,1582428841,2020,2,23
1143802,29:30.3,30:30.0,31:30.4,33:29.7,29:20.0,30:25.6,31:08.0,33:59.0,0,0,1,1,2,31,65.664,42.336,171.072,1582432170,1582432230,1582432290,1582432410,1582432160,1582432226,1582432268,1582432439,2020,2,23
1143804,39:30.2,41:30.3,42:30.0,44:30.0,38:53.1,40:39.4,42:03.2,43:59.8,1,0.5,0,0.5,3,32,106.272,83.808,116.64,1582436370,1582436490,1582436550,1582436670,1582436333,1582436439,1582436523,1582436640,2020,2,23
1143806,42:30.2,44:30.3,45:30.0,47:30.0,42:13.0,44:08.7,45:30.0,48:03.7,1,0.5,0,1,4,33,115.776,81.216,153.792,1582440150,1582440270,1582440330,1582440450,1582440133,1582440249,1582440330,1582440484,2020,2,23
1143808,56:30.3,58:30.4,59:30.0,01:30.1,55:59.2,57:46.4,58:59.8,02:01.2,0.5,1,1,1,5,34,107.136,73.44,181.44,1582444590,1582444710,1582444770,1582444890,1582444559,1582444666,1582444740,1582444921,2020,2,23
1143810,03:29.7,05:29.8,06:30.2,08:30.3,03:33.1,06:14.7,07:27.3,09:57.6,2,0,0,1,6,35,161.568,72.576,150.336,1582448610,1582448730,1582448790,1582448910,1582448613,1582448775,1582448847,1582448998,2020,2,23
1143812,06:29.7,08:29.8,09:30.2,11:30.3,06:58.2,09:19.9,09:48.4,11:53.7,1.5,0,0.5,1,7,36,141.696,28.512,125.28,1582452390,1582452510,1582452570,1582452690,1582452418,1582452560,1582452588,1582452714,2020,2,23
1143814,09:29.7,11:29.8,12:30.2,14:30.3,10:05.1,12:23.3,13:24.7,16:27.0,2,0.5,0,0.5,8,37,138.24,61.344,182.304,1582456170,1582456290,1582456350,1582456470,1582456205,1582456343,1582456405,1582456587,2020,2,23
1143816,12:29.7,14:29.8,15:30.2,17:30.3,14:39.3,16:54.9,18:09.2,20:37.0,1,1,0.5,1,9,38,135.648,74.304,147.744,1582459950,1582460070,1582460130,1582460250,1582460079,1582460215,1582460289,1582460437,2020,2,23
1143818,15:29.7,17:29.8,18:30.2,20:30.3,15:59.0,18:06.9,19:10.8,21:48.1,1,0.5,0,0,10,39,127.872,63.936,157.248,1582463730,1582463850,1582463910,1582464030,1582463759,1582463887,1582463951,1582464108,2020,2,23
1143820,26:30.0,28:30.1,29:29.8,31:29.9,26:45.6,28:55.2,29:59.1,33:41.2,1,0.5,0,1,11,40,129.6,63.936,222.048,1582467990,1582468110,1582468170,1582468290,1582468006,1582468135,1582468199,1582468421,2020,2,23
1143822,31:30.1,33:30.2,34:29.9,36:30.0,32:21.1,34:46.3,35:49.3,39:40.9,1,0,1,1,12,41,145.152,63.072,231.552,1582471890,1582472010,1582472070,1582472190,1582471941,1582472086,1582472149,1582472381,2020,2,23
1143824,34:30.1,36:30.2,37:29.9,39:30.0,34:18.9,35:43.6,36:49.2,39:48.1,1,0,0,1,13,42,84.672,65.664,178.848,1582475670,1582475790,1582475850,1582475970,1582475659,1582475744,1582475809,1582475988,2020,2,23
1143826,36:29.7,37:30.1,38:29.8,40:29.9,36:02.9,37:57.8,39:04.3,41:38.1,1,0,0,1,14,43,114.912,66.528,153.792,1582479390,1582479450,1582479510,1582479630,1582479363,1582479478,1582479544,1582479698,2020,2,23
1143828,44:30.3,45:30.0,46:30.4,48:29.7,45:18.7,47:56.8,48:39.2,51:39.7,1,0,0,1,15,44,158.112,42.336,180.576,1582483470,1582483530,1582483590,1582483710,1582483519,1582483677,1582483719,1582483900,2020,2,23
1143527,30:29.7,31:30.1,33:30.2,35:30.3,30:16.7,31:20.6,32:46.2,34:30.7,0.5,0,1,1,1,45,63.936,85.536,104.544,1582515030,1582515090,1582515210,1582515330,1582515017,1582515081,1582515166,1582515271,2020,2,24
1143529,42:29.7,43:30.1,45:30.2,47:30.3,44:06.4,46:10.8,46:54.0,50:04.1,0.5,0,0,0.5,2,46,124.416,43.2,190.08,1582519350,1582519410,1582519530,1582519650,1582519446,1582519571,1582519614,1582519804,2020,2,24
1143531,44:30.0,46:30.1,48:30.2,51:30.0,50:52.8,53:22.3,54:45.2,56:30.6,2,0.5,0.5,1,3,47,149.472,82.944,105.408,1582523070,1582523190,1582523310,1582523490,1582523453,1582523602,1582523685,1582523791,2020,2,24
1143533,58:30.1,00:30.2,02:30.3,05:30.0,04:01.9,06:08.1,07:32.7,12:27.4,1,0.5,3,0.5,4,48,126.144,84.672,294.624,1582527510,1582527630,1582527750,1582527930,1582527842,1582527968,1582528053,1582528347,2020,2,24
1143535,28:30.1,30:30.2,32:30.3,35:30.0,27:59.9,30:26.8,31:52.3,34:40.8,1,0,1,1,5,49,146.88,85.536,168.48,1582532910,1582533030,1582533150,1582533330,1582532880,1582533027,1582533112,1582533281,2020,2,24
1143537,39:29.7,41:29.8,43:29.9,46:30.4,40:06.8,41:53.1,43:07.4,46:21.8,1,0,1,1,6,50,106.272,74.304,194.4,1582537170,1582537290,1582537410,1582537590,1582537207,1582537313,1582537387,1582537582,2020,2,24
1143539,50:30.0,52:30.1,54:30.2,57:30.0,50:24.9,53:15.9,55:45.4,00:18.4,2,1,2,1,7,51,171.072,149.472,273.024,1582541430,1582541550,1582541670,1582541850,1582541425,1582541596,1582541745,1582542018,2020,2,24
1143541,01:30.4,03:29.7,05:29.8,08:30.3,01:27.0,03:55.6,05:22.0,08:55.4,2,1,1,0,8,52,148.608,86.4,213.408,1582545690,1582545810,1582545930,1582546110,1582545687,1582545836,1582545922,1582546135,2020,2,24
1143543,12:30.0,14:30.0,16:30.1,19:29.9,11:51.1,13:35.6,14:38.7,18:32.0,0.5,0,0.5,1,9,53,104.544,63.072,233.28,1582549950,1582550070,1582550190,1582550370,1582549911,1582550016,1582550079,1582550312,2020,2,24
1143545,29:29.8,31:29.9,33:30.0,36:29.7,29:38.4,31:45.4,33:08.4,36:04.6,2,0.5,2,0.5,10,54,127.008,82.944,176.256,1582554570,1582554690,1582554810,1582554990,1582554578,1582554705,1582554788,1582554965,2020,2,24
1143547,41:29.8,43:29.9,45:30.0,48:29.7,42:59.6,46:08.8,51:23.3,55:58.1,1,1,1,1,11,55,189.216,314.496,274.752,1582558890,1582559010,1582559130,1582559310,1582558980,1582559169,1582559483,1582559758,2020,2,24
1143549,52:30.1,54:30.2,56:30.3,59:30.0,54:37.2,57:04.9,58:46.8,03:43.2,1,0.5,3,1,12,56,147.744,101.952,296.352,1582563150,1582563270,1582563390,1582563570,1582563277,1582563425,1582563527,1582563823,2020,2,24
1143551,59:30.3,00:30.0,02:30.0,04:30.1,01:01.9,03:53.0,04:56.9,07:48.9,2,0,0.5,0.5,13,57,171.072,63.936,171.936,1582567170,1582567230,1582567350,1582567470,1582567262,1582567433,1582567497,1582567669,2020,2,24
1143553,10:29.9,11:30.3,13:30.4,15:29.7,09:39.7,12:08.4,13:09.7,15:40.0,2,0,0.5,1,14,58,148.608,61.344,150.336,1582571430,1582571490,1582571610,1582571730,1582571380,1582571528,1582571590,1582571740,2020,2,24
1143527,30:29.7,31:30.1,33:30.2,35:30.3,29:47.3,30:50.4,32:35.8,35:58.0,0,0.5,1,1,1,59,63.072,105.408,202.176,1582601430,1582601490,1582601610,1582601730,1582601387,1582601450,1582601556,1582601758,2020,2,25
1143529,42:29.7,43:30.1,45:30.2,47:30.3,41:31.8,43:16.3,44:33.2,48:15.3,1,0,0,0.5,2,60,104.544,76.896,222.048,1582605750,1582605810,1582605930,1582606050,1582605692,1582605796,1582605873,1582606095,2020,2,25
1143531,44:30.0,46:30.1,48:30.2,51:30.0,54:13.2,56:15.9,57:24.2,00:23.9,1.5,0.5,1,1,3,61,122.688,68.256,179.712,1582609470,1582609590,1582609710,1582609890,1582610053,1582610176,1582610244,1582610424,2020,2,25
1143533,58:30.1,00:30.2,02:30.3,05:30.0,10:50.6,12:15.3,13:37.3,16:06.8,1,0.5,1,1,4,62,84.672,82.08,149.472,1582613910,1582614030,1582614150,1582614330,1582614651,1582614735,1582614817,1582614967,2020,2,25
1143535,28:30.1,30:30.2,32:30.3,35:30.0,27:42.6,29:49.6,30:51.8,35:35.2,1,0.5,0,1,5,63,127.008,62.208,283.392,1582619310,1582619430,1582619550,1582619730,1582619263,1582619390,1582619452,1582619735,2020,2,25
1143537,39:29.7,41:29.8,43:29.9,46:30.4,39:00.3,43:04.8,44:30.3,48:21.9,3,0,1,1,6,64,244.512,85.536,231.552,1582623570,1582623690,1582623810,1582623990,1582623540,1582623785,1582623870,1582624102,2020,2,25
1143539,50:30.0,52:30.1,54:30.2,57:30.0,52:48.3,53:52.2,56:43.3,00:45.2,0,1,2,1,7,65,63.936,171.072,241.92,1582627830,1582627950,1582628070,1582628250,1582627968,1582628032,1582628203,1582628445,2020,2,25
1143541,01:30.4,03:29.7,05:29.8,08:30.3,01:11.4,02:41.3,04:38.8,07:46.3,1,1,1,2,8,66,89.856,117.504,187.488,1582632090,1582632210,1582632330,1582632510,1582632071,1582632161,1582632279,1582632466,2020,2,25
1143543,12:30.0,14:30.0,16:30.1,19:29.9,12:14.4,14:23.1,15:46.1,18:44.1,1,0.5,1,1,9,67,128.736,82.944,177.984,1582636350,1582636470,1582636590,1582636770,1582636334,1582636463,1582636546,1582636724,2020,2,25
1143545,29:29.8,31:29.9,33:30.0,36:29.7,30:10.4,32:18.2,33:53.3,37:32.7,2,1,2,1,10,68,127.872,95.04,219.456,1582640970,1582641090,1582641210,1582641390,1582641010,1582641138,1582641233,1582641453,2020,2,25
1143547,41:29.8,43:29.9,45:30.0,48:29.7,42:44.9,44:52.8,48:50.4,53:47.6,1,1,2,1,11,69,127.872,237.6,297.216,1582645290,1582645410,1582645530,1582645710,1582645365,1582645493,1582645730,1582646028,2020,2,25
1143549,52:30.1,54:30.2,56:30.3,59:30.0,56:01.0,57:28.2,00:36.6,03:57.9,1,2,2,1,12,70,87.264,188.352,201.312,1582649550,1582649670,1582649790,1582649970,1582649761,1582649848,1582650037,1582650238,2020,2,25
1143551,59:30.3,00:30.0,02:30.0,04:30.1,00:28.2,02:32.6,04:28.4,07:48.9,1,0.5,1,0.5,13,71,124.416,115.776,200.448,1582653570,1582653630,1582653750,1582653870,1582653628,1582653753,1582653868,1582654069,2020,2,25
1143553,10:29.9,11:30.3,13:30.4,15:29.7,10:16.0,11:45.0,12:57.6,15:59.0,1,1,1,0,14,72,88.992,72.576,181.44,1582657830,1582657890,1582658010,1582658130,1582657816,1582657905,1582657978,1582658159,2020,2,25
1143527,30:29.7,31:30.1,33:30.2,35:30.3,29:49.9,30:52.1,31:56.1,34:43.7,0,0,0.5,0,1,73,62.208,63.936,167.616,1582687830,1582687890,1582688010,1582688130,1582687790,1582687852,1582687916,1582688084,2020,2,26
1143529,42:29.7,43:30.1,45:30.2,47:30.3,41:49.9,43:16.3,43:56.9,48:12.7,1,0,0.5,1,2,74,86.4,40.608,255.744,1582692150,1582692210,1582692330,1582692450,1582692110,1582692196,1582692237,1582692493,2020,2,26
1143531,44:30.0,46:30.1,48:30.2,51:30.0,44:07.6,45:34.0,46:37.1,50:30.3,0,0.5,0.5,0.5,3,75,86.4,63.072,233.28,1582695870,1582695990,1582696110,1582696290,1582695848,1582695934,1582695997,1582696230,2020,2,26
1143533,58:30.1,00:30.2,02:30.3,05:30.0,04:27.8,05:30.9,06:12.4,08:16.8,0,0,1,0.5,4,76,63.072,41.472,124.416,1582700310,1582700430,1582700550,1582700730,1582700668,1582700731,1582700772,1582700897,2020,2,26
1143535,28:30.1,30:30.2,32:30.3,35:30.0,27:33.1,29:42.7,31:29.9,34:39.1,1,1,2,1,5,77,129.6,107.136,189.216,1582705710,1582705830,1582705950,1582706130,1582705653,1582705783,1582705890,1582706079,2020,2,26
1143537,39:29.7,41:29.8,43:29.9,46:30.4,38:36.1,40:31.0,42:46.7,46:16.6,0,1,2,1,6,78,114.912,135.648,209.952,1582709970,1582710090,1582710210,1582710390,1582709916,1582710031,1582710167,1582710377,2020,2,26
1143539,50:30.0,52:30.1,54:30.2,57:30.0,50:53.4,52:19.8,53:47.0,56:33.8,0,0,1,1,7,79,86.4,87.264,166.752,1582714230,1582714350,1582714470,1582714650,1582714253,1582714340,1582714427,1582714594,2020,2,26
1143541,01:30.4,03:29.7,05:29.8,08:30.3,03:34.8,05:01.2,06:48.4,10:20.9,0.5,0.5,1,1,8,80,86.4,107.136,212.544,1582718490,1582718610,1582718730,1582718910,1582718615,1582718701,1582718808,1582719021,2020,2,26
1143543,12:30.0,14:30.0,16:30.1,19:29.9,12:25.6,14:32.6,15:36.6,19:30.7,1,0.5,1,1,9,81,127.008,63.936,234.144,1582722750,1582722870,1582722990,1582723170,1582722746,1582722873,1582722937,1582723171,2020,2,26
1143545,29:29.8,31:29.9,33:30.0,36:29.7,29:22.8,31:49.7,33:15.3,36:04.6,1.5,0.5,1,1,10,82,146.88,85.536,169.344,1582727370,1582727490,1582727610,1582727790,1582727363,1582727510,1582727595,1582727765,2020,2,26
1143547,41:29.8,43:29.9,45:30.0,48:29.7,48:09.8,49:13.7,50:38.4,55:37.3,0,0,2,1,11,83,63.936,84.672,298.944,1582731690,1582731810,1582731930,1582732110,1582732090,1582732154,1582732238,1582732537,2020,2,26
1143549,52:30.1,54:30.2,56:30.3,59:30.0,58:45.1,00:08.9,01:33.6,03:39.7,0.5,0.5,1,1,12,84,83.808,84.672,126.144,1582735950,1582736070,1582736190,1582736370,1582736325,1582736409,1582736494,1582736620,2020,2,26
1143551,59:30.3,00:30.0,02:30.0,04:30.1,58:55.8,00:21.3,01:44.3,03:50.4,0,0,0.5,0.5,13,85,85.536,82.944,126.144,1582739970,1582740030,1582740150,1582740270,1582739936,1582740021,1582740104,1582740230,2020,2,26
1143553,10:29.9,11:30.3,13:30.4,15:29.7,11:58.8,14:05.0,15:28.8,17:54.0,1.5,0.5,0,0,14,86,126.144,83.808,145.152,1582744230,1582744290,1582744410,1582744530,1582744319,1582744445,1582744529,1582744674,2020,2,26
1143527,30:29.7,31:30.1,33:30.2,35:30.3,29:56.8,31:03.4,32:47.0,35:58.8,0,0,1,1,1,87,66.528,103.68,191.808,1582774230,1582774290,1582774410,1582774530,1582774197,1582774263,1582774367,1582774559,2020,2,27
1143529,42:29.7,43:30.1,45:30.2,47:30.3,42:06.3,43:09.4,44:09.9,46:49.7,1,0,0,1,2,88,63.072,60.48,159.84,1582778550,1582778610,1582778730,1582778850,1582778526,1582778589,1582778650,1582778810,2020,2,27
1143531,44:30.0,46:30.1,48:30.2,51:30.0,48:45.8,50:33.8,51:42.0,54:20.2,1,0,0,1,3,89,108,68.256,158.112,1582782270,1582782390,1582782510,1582782690,1582782526,1582782634,1582782702,1582782860,2020,2,27
1143533,58:30.1,00:30.2,02:30.3,05:30.0,10:49.7,12:56.7,14:23.1,18:25.9,1,0.5,2,1,4,90,127.008,86.4,242.784,1582786710,1582786830,1582786950,1582787130,1582787450,1582787577,1582787663,1582787906,2020,2,27
1143535,28:30.1,30:30.2,32:30.3,35:30.0,27:52.1,29:00.4,30:33.7,34:30.4,1,0,0,1,5,91,68.256,93.312,236.736,1582792110,1582792230,1582792350,1582792530,1582792072,1582792140,1582792234,1582792470,2020,2,27
1143537,39:29.7,41:29.8,43:29.9,46:30.4,40:56.1,42:06.9,43:56.6,48:08.9,0,0,2,1,6,92,70.848,109.728,252.288,1582796370,1582796490,1582796610,1582796790,1582796456,1582796527,1582796637,1582796889,2020,2,27
1143539,50:30.0,52:30.1,54:30.2,57:30.0,51:35.7,53:03.8,55:10.8,58:20.9,1,0.5,1,1,7,93,88.128,127.008,190.08,1582800630,1582800750,1582800870,1582801050,1582800696,1582800784,1582800911,1582801101,2020,2,27
1143541,01:30.4,03:29.7,05:29.8,08:30.3,02:30.9,04:42.2,05:46.2,08:24.3,1,0,1,2,8,94,131.328,63.936,158.112,1582804890,1582805010,1582805130,1582805310,1582804951,1582805082,1582805146,1582805304,2020,2,27
1143543,12:30.0,14:30.0,16:30.1,19:29.9,11:51.1,13:45.1,15:34.0,18:39.7,1,1,1,1,9,95,114.048,108.864,185.76,1582809150,1582809270,1582809390,1582809570,1582809111,1582809225,1582809334,1582809520,2020,2,27
1143545,29:29.8,31:29.9,33:30.0,36:29.7,29:29.8,30:52.7,32:58.8,37:52.6,0.5,1,2,1,10,96,82.944,126.144,293.76,1582813770,1582813890,1582814010,1582814190,1582813770,1582813853,1582813979,1582814273,2020,2,27
