course_id;sched_1_355;sched_2_1035;sched_3_418;sched_4_2543;stop_1_355;stop_2_1035;stop_3_418;stop_4_2543;stay_1_355;stay_2_1035;stay_3_418;stay_4_2543;daily_course;weekly_course;delta1;delta2;delta3;date
39965;2020-09-23-08-58;2020-09-23-09-00;2020-09-23-09-02;2020-09-23-09-05;2020-09-23-09-13;2020-09-23-09-14;2020-09-23-09-15;2020-09-23-09-18;0;0;1;0;3;58;0.0005;0.00072;0.001155556;23.09.2020
39967;2020-09-23-10-28;2020-09-23-10-30;2020-09-23-10-32;2020-09-23-10-35;2020-09-23-10-28;2020-09-23-10-30;2020-09-23-10-33;2020-09-23-10-35;0;1;0;0;4;59;0.00112;0.001415556;0.00183;23.09.2020
39969;2020-09-23-11-39;2020-09-23-11-41;2020-09-23-11-43;2020-09-23-11-46;2020-09-23-11-41;2020-09-23-11-42;2020-09-23-11-44;2020-09-23-11-48;0;1;1;0;5;60;0.00081;0.000585556;0.001755556;23.09.2020
39971;2020-09-23-12-50;2020-09-23-12-52;2020-09-23-12-54;2020-09-23-12-57;2020-09-23-12-52;2020-09-23-12-52;2020-09-23-12-54;2020-09-23-12-57;0;0.5;1;0;6;61;0.00036;0.000622778;0.001865556;23.09.2020
39973;2020-09-23-14-01;2020-09-23-14-03;2020-09-23-14-05;2020-09-23-14-08;2020-09-23-14-03;2020-09-23-14-04;2020-09-23-14-05;2020-09-23-14-09;0;1;1;0;7;62;0.0007;0.000335556;0.002205556;23.09.2020
39975;2020-09-23-15-12;2020-09-23-15-14;2020-09-23-15-16;2020-09-23-15-19;2020-09-23-15-12;2020-09-23-15-13;2020-09-23-15-15;2020-09-23-15-19;0;1;1;0;8;63;0.00113;0.000405556;0.002195556;23.09.2020
39977;2020-09-23-16-29;2020-09-23-16-31;2020-09-23-16-33;2020-09-23-16-36;2020-09-23-16-29;2020-09-23-16-29;2020-09-23-16-31;2020-09-23-16-35;0;1;1;0;9;64;0.00054;0.000515556;0.002185556;23.09.2020
39979;2020-09-23-17-41;2020-09-23-17-43;2020-09-23-17-45;2020-09-23-17-48;2020-09-23-17-49;2020-09-23-17-52;2020-09-23-17-56;2020-09-23-18-01;0;1;3;0.5;10;65;0.00209;0.002005556;0.001816667;23.09.2020
39981;2020-09-23-18-52;2020-09-23-18-54;2020-09-23-18-56;2020-09-23-18-59;2020-09-23-19-01;2020-09-23-19-03;2020-09-23-19-05;2020-09-23-19-10;0;1;2;0;11;66;0.00094;0.000795556;0.001801111;23.09.2020
39983;2020-09-23-19-59;2020-09-23-20-00;2020-09-23-20-02;2020-09-23-20-04;2020-09-23-20-02;2020-09-23-20-03;2020-09-23-20-04;2020-09-23-20-07;0;0.5;0;0;12;67;0.00036;0.000382778;0.00219;23.09.2020
39985;2020-09-23-21-10;2020-09-23-21-11;2020-09-23-21-13;2020-09-23-21-15;2020-09-23-21-10;2020-09-23-21-11;2020-09-23-21-12;2020-09-23-21-15;0;0;0;0;13;68;0.00069;0.00065;0.00196;23.09.2020
39959;2020-09-24-05-30;2020-09-24-05-31;2020-09-24-05-33;2020-09-24-05-35;2020-09-24-05-31;2020-09-24-05-31;2020-09-24-05-33;2020-09-24-05-35;0;1;0.5;0;1;69;0.00048;0.000565556;0.001262778;24.09.2020
39961;2020-09-24-06-42;2020-09-24-06-43;2020-09-24-06-45;2020-09-24-06-47;2020-09-24-06-44;2020-09-24-06-44;2020-09-24-06-45;2020-09-24-06-48;0;0;1;0;2;70;0.00033;0.00065;0.000895556;24.09.2020
39963;2020-09-24-07-44;2020-09-24-07-46;2020-09-24-07-48;2020-09-24-07-51;2020-09-24-07-49;2020-09-24-07-50;2020-09-24-07-51;2020-09-24-07-54;0;1;0;0;3;71;0.00047;4.55556E-05;0.00195;24.09.2020
39965;2020-09-24-08-58;2020-09-24-09-00;2020-09-24-09-02;2020-09-24-09-05;2020-09-24-09-11;2020-09-24-09-12;2020-09-24-09-13;2020-09-24-09-18;0;0;1;0;4;72;0.00104;0.00073;0.002215556;24.09.2020
39967;2020-09-24-10-28;2020-09-24-10-30;2020-09-24-10-32;2020-09-24-10-35;2020-09-24-10-30;2020-09-24-10-31;2020-09-24-10-32;2020-09-24-10-38;0;0;1;0;5;73;0.00086;0.00112;0.002835556;24.09.2020
39969;2020-09-24-11-39;2020-09-24-11-41;2020-09-24-11-43;2020-09-24-11-46;2020-09-24-11-40;2020-09-24-11-41;2020-09-24-11-43;2020-09-24-11-48;0;1;0.5;0;6;74;0.00053;0.000655556;0.002742778;24.09.2020
39973;2020-09-24-14-01;2020-09-24-14-03;2020-09-24-14-05;2020-09-24-14-08;2020-09-24-14-09;2020-09-24-14-10;2020-09-24-14-11;2020-09-24-14-16;0;0;2;0;7;75;0.00046;0.00097;0.001581111;24.09.2020
39975;2020-09-24-15-12;2020-09-24-15-14;2020-09-24-15-16;2020-09-24-15-19;2020-09-24-15-15;2020-09-24-15-15;2020-09-24-15-17;2020-09-24-15-21;0;0.5;1;0;8;76;0.00041;0.000492778;0.002625556;24.09.2020
39977;2020-09-24-16-29;2020-09-24-16-31;2020-09-24-16-33;2020-09-24-16-36;2020-09-24-16-30;2020-09-24-16-30;2020-09-24-16-32;2020-09-24-16-35;0;0;0;0;9;77;0.00047;0.00123;0.00233;24.09.2020
39979;2020-09-24-17-41;2020-09-24-17-43;2020-09-24-17-45;2020-09-24-17-48;2020-09-24-17-48;2020-09-24-17-49;2020-09-24-17-51;2020-09-24-17-57;0;0.5;3;0;10;78;0.00043;0.001322778;0.002076667;24.09.2020
39981;2020-09-24-18-52;2020-09-24-18-54;2020-09-24-18-56;2020-09-24-18-59;2020-09-24-18-59;2020-09-24-19-01;2020-09-24-19-02;2020-09-24-19-06;0;0;1;0;11;79;0.00095;0.00105;0.001635556;24.09.2020
39983;2020-09-24-19-59;2020-09-24-20-00;2020-09-24-20-02;2020-09-24-20-04;2020-09-24-19-59;2020-09-24-20-00;2020-09-24-20-01;2020-09-24-20-06;0;1;1;0;12;80;0.00055;0.000365556;0.002425556;24.09.2020
39985;2020-09-24-21-10;2020-09-24-21-11;2020-09-24-21-13;2020-09-24-21-15;2020-09-24-21-10;2020-09-24-21-11;2020-09-24-21-13;2020-09-24-21-16;0;0.5;1;0;13;81;0.00091;0.000522778;0.001365556;24.09.2020
39971;2020-09-25-12-50;2020-09-25-12-52;2020-09-25-12-54;2020-09-25-12-57;2020-09-25-12-52;2020-09-25-12-53;2020-09-25-12-54;2020-09-25-12-58;0;1;1;0;1;1;0.00035;0.000655556;0.001455556;25.09.2020
39973;2020-09-25-14-01;2020-09-25-14-03;2020-09-25-14-05;2020-09-25-14-08;2020-09-25-14-03;2020-09-25-14-04;2020-09-25-14-05;2020-09-25-14-08;0;1;1;0;2;2;0.00037;0.000265556;0.001145556;25.09.2020
39975;2020-09-25-15-12;2020-09-25-15-14;2020-09-25-15-16;2020-09-25-15-19;2020-09-25-15-14;2020-09-25-15-15;2020-09-25-15-16;2020-09-25-15-19;0;1;0.5;0;3;3;0.00081;0.000145556;0.001712778;25.09.2020
39977;2020-09-25-16-29;2020-09-25-16-31;2020-09-25-16-33;2020-09-25-16-36;2020-09-25-16-32;2020-09-25-16-34;2020-09-25-16-35;2020-09-25-16-37;0;0;0;0.5;4;4;0.00073;0.00075;0.00182;25.09.2020
39979;2020-09-25-17-41;2020-09-25-17-43;2020-09-25-17-45;2020-09-25-17-48;2020-09-25-17-49;2020-09-25-17-50;2020-09-25-17-52;2020-09-25-17-57;0;1;1;0;5;5;0.0009;0.000795556;0.002605556;25.09.2020
39983;2020-09-25-19-59;2020-09-25-20-00;2020-09-25-20-02;2020-09-25-20-04;2020-09-25-20-02;2020-09-25-20-03;2020-09-25-20-04;2020-09-25-20-07;0;0;1;0;6;6;0.00047;0.00061;0.001855556;25.09.2020
39985;2020-09-25-21-10;2020-09-25-21-11;2020-09-25-21-13;2020-09-25-21-15;2020-09-25-21-11;2020-09-25-21-12;2020-09-25-21-12;2020-09-25-21-15;0;0.5;0;0;7;7;0.00035;0.000332778;0.00188;25.09.2020
40232;2020-09-26-05-29;2020-09-26-05-30;2020-09-26-05-31;2020-09-26-05-33;2020-09-26-05-28;2020-09-26-05-29;2020-09-26-05-30;2020-09-26-05-31;0;0;0;0;1;8;0.00041;0.00036;0.00128;26.09.2020
40234;2020-09-26-06-29;2020-09-26-06-30;2020-09-26-06-31;2020-09-26-06-33;2020-09-26-06-29;2020-09-26-06-30;2020-09-26-06-30;2020-09-26-06-34;0;0;0;0;2;9;0.00092;0.00036;0.00217;26.09.2020
40238;2020-09-26-08-42;2020-09-26-08-44;2020-09-26-08-45;2020-09-26-08-47;2020-09-26-08-43;2020-09-26-08-43;2020-09-26-08-44;2020-09-26-08-45;0;0;0;0.5;3;10;0.00034;0.00056;0.00098;26.09.2020
40244;2020-09-26-12-06;2020-09-26-12-08;2020-09-26-12-09;2020-09-26-12-11;2020-09-26-12-05;2020-09-26-12-07;2020-09-26-12-08;2020-09-26-12-10;0;0;0.5;0;4;11;0.00123;0.00061;0.000872778;26.09.2020
40246;2020-09-26-13-09;2020-09-26-13-11;2020-09-26-13-12;2020-09-26-13-14;2020-09-26-13-11;2020-09-26-13-11;2020-09-26-13-13;2020-09-26-13-18;0;1;1;0;5;12;0.0006;0.000165556;0.002695556;26.09.2020
40248;2020-09-26-14-12;2020-09-26-14-14;2020-09-26-14-15;2020-09-26-14-17;2020-09-26-14-15;2020-09-26-14-17;2020-09-26-14-18;2020-09-26-14-22;0;0;0;0;6;13;0.00093;0.00075;0.00265;26.09.2020
40250;2020-09-26-15-15;2020-09-26-15-17;2020-09-26-15-18;2020-09-26-15-20;2020-09-26-15-19;2020-09-26-15-20;2020-09-26-15-21;2020-09-26-15-26;0;0;1;0;7;14;0.00045;0.00086;0.002625556;26.09.2020
40252;2020-09-26-16-26;2020-09-26-16-28;2020-09-26-16-29;2020-09-26-16-31;2020-09-26-16-28;2020-09-26-16-29;2020-09-26-16-30;2020-09-26-16-31;0;0;0;0;8;15;0.00048;0.0006;0.00123;26.09.2020
40254;2020-09-26-17-31;2020-09-26-17-33;2020-09-26-17-34;2020-09-26-17-36;2020-09-26-17-32;2020-09-26-17-33;2020-09-26-17-34;2020-09-26-17-37;0;0;1;0;9;16;0.00061;0.00073;0.001525556;26.09.2020
40256;2020-09-26-18-34;2020-09-26-18-36;2020-09-26-18-37;2020-09-26-18-39;2020-09-26-18-37;2020-09-26-18-38;2020-09-26-18-39;2020-09-26-18-42;0;0;1;0;10;17;0.00036;0.00079;0.001145556;26.09.2020
40258;2020-09-26-19-36;2020-09-26-19-37;2020-09-26-19-38;2020-09-26-19-40;2020-09-26-19-37;2020-09-26-19-38;2020-09-26-19-39;2020-09-26-19-41;0;1;0;0.5;11;18;0.0005;3.55556E-05;0.0018;26.09.2020
40260;2020-09-26-20-44;2020-09-26-20-45;2020-09-26-20-46;2020-09-26-20-48;2020-09-26-20-46;2020-09-26-20-47;2020-09-26-20-48;2020-09-26-20-51;0;0.5;1;0;12;19;0.00042;0.000372778;0.001515556;26.09.2020
40232;2020-09-27-05-29;2020-09-27-05-30;2020-09-27-05-31;2020-09-27-05-33;2020-09-27-05-29;2020-09-27-05-29;2020-09-27-05-31;2020-09-27-05-34;0;1;0;0;1;20;0.00034;0.000625556;0.00157;27.09.2020
40236;2020-09-27-07-39;2020-09-27-07-41;2020-09-27-07-42;2020-09-27-07-44;2020-09-27-07-40;2020-09-27-07-40;2020-09-27-07-41;2020-09-27-07-44;0;0;0;0;2;21;0.00032;0.00075;0.00171;27.09.2020
40238;2020-09-27-08-42;2020-09-27-08-44;2020-09-27-08-45;2020-09-27-08-47;2020-09-27-08-43;2020-09-27-08-43;2020-09-27-08-45;2020-09-27-08-48;0;0.5;0;0.5;3;22;0.00037;0.000922778;0.00168;27.09.2020
40240;2020-09-27-09-56;2020-09-27-09-58;2020-09-27-09-59;2020-09-27-10-01;2020-09-27-09-56;2020-09-27-09-57;2020-09-27-09-59;2020-09-27-10-01;0;1;0;0.5;4;23;0.00093;0.000535556;0.00181;27.09.2020
40246;2020-09-27-13-09;2020-09-27-13-11;2020-09-27-13-12;2020-09-27-13-14;2020-09-27-13-10;2020-09-27-13-11;2020-09-27-13-12;2020-09-27-13-16;0;0;0;0;5;24;0.00057;0.00062;0.00278;27.09.2020
40248;2020-09-27-14-12;2020-09-27-14-14;2020-09-27-14-15;2020-09-27-14-17;2020-09-27-14-13;2020-09-27-14-13;2020-09-27-14-14;2020-09-27-14-17;0;0;1;0;6;25;0.0005;0.00047;0.001545556;27.09.2020
40250;2020-09-27-15-15;2020-09-27-15-17;2020-09-27-15-18;2020-09-27-15-20;2020-09-27-15-16;2020-09-27-15-17;2020-09-27-15-18;2020-09-27-15-21;0;0;1;0;7;26;0.0006;0.0006;0.001865556;27.09.2020
40252;2020-09-27-16-26;2020-09-27-16-28;2020-09-27-16-29;2020-09-27-16-31;2020-09-27-16-29;2020-09-27-16-29;2020-09-27-16-30;2020-09-27-16-33;0;0;1;0;8;27;0.00039;0.00061;0.001635556;27.09.2020
40254;2020-09-27-17-31;2020-09-27-17-33;2020-09-27-17-34;2020-09-27-17-36;2020-09-27-17-32;2020-09-27-17-32;2020-09-27-17-33;2020-09-27-17-37;0;0;0.5;0;9;28;0.00036;0.00072;0.002372778;27.09.2020
40256;2020-09-27-18-34;2020-09-27-18-36;2020-09-27-18-37;2020-09-27-18-39;2020-09-27-18-35;2020-09-27-18-36;2020-09-27-18-37;2020-09-27-18-39;0;0.5;1;0;10;29;0.00045;0.000392778;0.001275556;27.09.2020
40258;2020-09-27-19-36;2020-09-27-19-37;2020-09-27-19-38;2020-09-27-19-40;2020-09-27-19-38;2020-09-27-19-39;2020-09-27-19-40;2020-09-27-19-43;0;0;0;0;11;30;0.00086;0.00068;0.00198;27.09.2020
40260;2020-09-27-20-44;2020-09-27-20-45;2020-09-27-20-46;2020-09-27-20-48;2020-09-27-20-47;2020-09-27-20-48;2020-09-27-20-49;2020-09-27-20-51;0;0;0;0;12;31;0.00086;0.00047;0.00161;27.09.2020
39959;2020-09-28-05-30;2020-09-28-05-31;2020-09-28-05-33;2020-09-28-05-35;2020-09-28-05-30;2020-09-28-05-31;2020-09-28-05-33;2020-09-28-05-38;0;2;0;0;1;32;0.0003;0.000251111;0.00308;28.09.2020
39961;2020-09-28-06-42;2020-09-28-06-43;2020-09-28-06-45;2020-09-28-06-47;2020-09-28-06-42;2020-09-28-06-43;2020-09-28-06-44;2020-09-28-06-48;0;0;0;0;2;33;0.0005;0.00083;0.00237;28.09.2020
39963;2020-09-28-07-44;2020-09-28-07-46;2020-09-28-07-48;2020-09-28-07-51;2020-09-28-07-49;2020-09-28-07-50;2020-09-28-07-51;2020-09-28-07-56;0;1;0.5;0;3;34;0.00038;0.000295556;0.002712778;28.09.2020
39965;2020-09-28-08-58;2020-09-28-09-00;2020-09-28-09-02;2020-09-28-09-05;2020-09-28-09-07;2020-09-28-09-08;2020-09-28-09-10;2020-09-28-09-16;0;1;1;0;4;35;0.00085;0.000795556;0.002885556;28.09.2020
39967;2020-09-28-10-28;2020-09-28-10-30;2020-09-28-10-32;2020-09-28-10-35;2020-09-28-10-29;2020-09-28-10-31;2020-09-28-10-32;2020-09-28-10-35;0;0;0;0;5;36;0.0008;0.00074;0.00268;28.09.2020
39969;2020-09-28-11-39;2020-09-28-11-41;2020-09-28-11-43;2020-09-28-11-46;2020-09-28-11-40;2020-09-28-11-41;2020-09-28-11-42;2020-09-28-11-46;0;0;0;0.5;6;37;0.00046;0.0009;0.00234;28.09.2020
39971;2020-09-28-12-50;2020-09-28-12-52;2020-09-28-12-54;2020-09-28-12-57;2020-09-28-12-51;2020-09-28-12-51;2020-09-28-12-53;2020-09-28-12-58;0;0;1;0;7;38;0.00042;0.00134;0.002495556;28.09.2020
39973;2020-09-28-14-01;2020-09-28-14-03;2020-09-28-14-05;2020-09-28-14-08;2020-09-28-14-03;2020-09-28-14-04;2020-09-28-14-06;2020-09-28-14-09;0;1;1;0;8;39;0.00037;0.000525556;0.001975556;28.09.2020
39975;2020-09-28-15-12;2020-09-28-15-14;2020-09-28-15-16;2020-09-28-15-19;2020-09-28-15-14;2020-09-28-15-15;2020-09-28-15-16;2020-09-28-15-21;0;0.5;1;0;9;40;0.00091;0.000502778;0.002965556;28.09.2020
39977;2020-09-28-16-29;2020-09-28-16-31;2020-09-28-16-33;2020-09-28-16-36;2020-09-28-16-31;2020-09-28-16-32;2020-09-28-16-33;2020-09-28-16-37;0;0;1;0;10;41;0.0006;0.00088;0.002215556;28.09.2020
39979;2020-09-28-17-41;2020-09-28-17-43;2020-09-28-17-45;2020-09-28-17-48;2020-09-28-17-48;2020-09-28-17-50;2020-09-28-17-56;2020-09-28-18-01;0;1;1;0;11;42;0.00183;0.002845556;0.003285556;28.09.2020
39981;2020-09-28-18-52;2020-09-28-18-54;2020-09-28-18-56;2020-09-28-18-59;2020-09-28-18-55;2020-09-28-18-56;2020-09-28-18-59;2020-09-28-19-03;0;0;2;0;12;43;0.00109;0.00184;0.001771111;28.09.2020
39983;2020-09-28-19-59;2020-09-28-20-00;2020-09-28-20-02;2020-09-28-20-04;2020-09-28-20-01;2020-09-28-20-02;2020-09-28-20-03;2020-09-28-20-07;0;0;0;0;13;44;0.00065;0.0007;0.00296;28.09.2020
39985;2020-09-28-21-10;2020-09-28-21-11;2020-09-28-21-13;2020-09-28-21-15;2020-09-28-21-10;2020-09-28-21-11;2020-09-28-21-13;2020-09-28-21-16;0;0;1;0;14;45;0.00065;0.00135;0.000885556;28.09.2020
39959;2020-09-29-05-30;2020-09-29-05-31;2020-09-29-05-33;2020-09-29-05-35;2020-09-29-05-29;2020-09-29-05-30;2020-09-29-05-31;2020-09-29-05-35;0;0;0.5;0;1;46;0.00067;0.0006;0.002692778;29.09.2020
39961;2020-09-29-06-42;2020-09-29-06-43;2020-09-29-06-45;2020-09-29-06-47;2020-09-29-06-42;2020-09-29-06-43;2020-09-29-06-44;2020-09-29-06-47;0;1;0;0;2;47;0.0004;0.000555556;0.0021;29.09.2020
39963;2020-09-29-07-44;2020-09-29-07-46;2020-09-29-07-48;2020-09-29-07-51;2020-09-29-07-51;2020-09-29-07-52;2020-09-29-07-53;2020-09-29-07-56;0;1;1;0.5;3;48;0.00047;0.000155556;0.001265556;29.09.2020
39965;2020-09-29-08-58;2020-09-29-09-00;2020-09-29-09-02;2020-09-29-09-05;2020-09-29-09-25;2020-09-29-09-27;2020-09-29-09-28;2020-09-29-09-32;0;1;0;0;4;49;0.001;0.000545556;0.00225;29.09.2020
39967;2020-09-29-10-28;2020-09-29-10-30;2020-09-29-10-32;2020-09-29-10-35;2020-09-29-10-29;2020-09-29-10-31;2020-09-29-10-33;2020-09-29-10-36;0;0.5;1;0;5;50;0.00088;0.001002778;0.001605556;29.09.2020
39969;2020-09-29-11-39;2020-09-29-11-41;2020-09-29-11-43;2020-09-29-11-46;2020-09-29-11-39;2020-09-29-11-41;2020-09-29-11-42;2020-09-29-11-46;0;1;1.5;0;6;51;0.00093;0.000425556;0.001528333;29.09.2020
39971;2020-09-29-12-50;2020-09-29-12-52;2020-09-29-12-54;2020-09-29-12-57;2020-09-29-12-51;2020-09-29-12-52;2020-09-29-12-54;2020-09-29-12-58;0;1;1;0.5;7;52;0.00061;0.000445556;0.002155556;29.09.2020
39973;2020-09-29-14-01;2020-09-29-14-03;2020-09-29-14-05;2020-09-29-14-08;2020-09-29-14-02;2020-09-29-14-03;2020-09-29-14-05;2020-09-29-14-10;0;0;1;1;8;53;0.00052;0.00148;0.002215556;29.09.2020
39975;2020-09-29-15-12;2020-09-29-15-14;2020-09-29-15-16;2020-09-29-15-19;2020-09-29-15-13;2020-09-29-15-15;2020-09-29-15-16;2020-09-29-15-19;0;0;0;0;9;54;0.00094;0.00073;0.00253;29.09.2020
39977;2020-09-29-16-29;2020-09-29-16-31;2020-09-29-16-33;2020-09-29-16-36;2020-09-29-16-30;2020-09-29-16-30;2020-09-29-16-32;2020-09-29-16-35;0;1;1;1;10;55;0.00032;0.000525556;0.001545556;29.09.2020
39979;2020-09-29-17-41;2020-09-29-17-43;2020-09-29-17-45;2020-09-29-17-48;2020-09-29-17-50;2020-09-29-17-53;2020-09-29-17-57;2020-09-29-18-05;0;1;1;0;11;56;0.00194;0.002055556;0.005045556;29.09.2020
39981;2020-09-29-18-52;2020-09-29-18-54;2020-09-29-18-56;2020-09-29-18-59;2020-09-29-19-07;2020-09-29-19-11;2020-09-29-19-20;2020-09-29-19-27;0;3;2;0;12;57;0.00282;0.004156667;0.003851111;29.09.2020
39983;2020-09-29-19-59;2020-09-29-20-00;2020-09-29-20-02;2020-09-29-20-04;2020-09-29-20-37;2020-09-29-20-37;2020-09-29-20-38;2020-09-29-20-41;0;0.5;1;0;13;58;0.00038;0.000362778;0.001515556;29.09.2020
39963;2020-09-30-07-44;2020-09-30-07-46;2020-09-30-07-48;2020-09-30-07-51;2020-09-30-07-53;2020-09-30-07-54;2020-09-30-07-55;2020-09-30-08-00;0;0;0;0;1;59;0.00073;0.00073;0.00295;30.09.2020
39965;2020-09-30-08-58;2020-09-30-09-00;2020-09-30-09-02;2020-09-30-09-05;2020-09-30-09-10;2020-09-30-09-11;2020-09-30-09-13;2020-09-30-09-16;0;1;1;0;2;60;0.00101;0.000285556;0.001395556;30.09.2020
39967;2020-09-30-10-28;2020-09-30-10-30;2020-09-30-10-32;2020-09-30-10-35;2020-09-30-10-27;2020-09-30-10-28;2020-09-30-10-30;2020-09-30-10-34;0;1;0.5;0;3;61;0.00052;0.000635556;0.002452778;30.09.2020
39969;2020-09-30-11-39;2020-09-30-11-41;2020-09-30-11-43;2020-09-30-11-46;2020-09-30-11-38;2020-09-30-11-39;2020-09-30-11-41;2020-09-30-11-48;0;1;1;0;4;62;0.00043;0.000785556;0.003805556;30.09.2020
39971;2020-09-30-12-50;2020-09-30-12-52;2020-09-30-12-54;2020-09-30-12-57;2020-09-30-12-51;2020-09-30-12-52;2020-09-30-12-54;2020-09-30-12-58;0;1;1;0;5;63;0.00048;0.000415556;0.002245556;30.09.2020
39973;2020-09-30-14-01;2020-09-30-14-03;2020-09-30-14-05;2020-09-30-14-08;2020-09-30-14-03;2020-09-30-14-04;2020-09-30-14-06;2020-09-30-14-10;0;0;1;0;6;64;0.00097;0.00149;0.001745556;30.09.2020
39975;2020-09-30-15-12;2020-09-30-15-14;2020-09-30-15-16;2020-09-30-15-19;2020-09-30-15-14;2020-09-30-15-15;2020-09-30-15-16;2020-09-30-15-19;0;1;1;0;7;65;0.00036;3.55556E-05;0.001975556;30.09.2020
39977;2020-09-30-16-29;2020-09-30-16-31;2020-09-30-16-33;2020-09-30-16-36;2020-09-30-16-31;2020-09-30-16-32;2020-09-30-16-33;2020-09-30-16-36;0;1;1;0;8;66;0.00066;0.000275556;0.000995556;30.09.2020
39979;2020-09-30-17-41;2020-09-30-17-43;2020-09-30-17-45;2020-09-30-17-48;2020-09-30-17-47;2020-09-30-17-49;2020-09-30-17-54;2020-09-30-18-04;0;1;2;0;9;67;0.00138;0.002745556;0.005161111;30.09.2020
39981;2020-09-30-18-52;2020-09-30-18-54;2020-09-30-18-56;2020-09-30-18-59;2020-09-30-19-09;2020-09-30-19-10;2020-09-30-19-12;2020-09-30-19-16;0;0.5;2;0.5;10;68;0.00059;0.001122778;0.000811111;30.09.2020
39983;2020-09-30-19-59;2020-09-30-20-00;2020-09-30-20-02;2020-09-30-20-04;2020-09-30-20-20;2020-09-30-20-21;2020-09-30-20-22;2020-09-30-20-26;0;0;0;0;11;69;0.00031;0.00074;0.00257;30.09.2020
39985;2020-09-30-21-10;2020-09-30-21-11;2020-09-30-21-13;2020-09-30-21-15;2020-09-30-21-14;2020-09-30-21-15;2020-09-30-21-16;2020-09-30-21-19;0;0.5;0;0;12;70;0.00082;0.000302778;0.00231;30.09.2020
39959;2020-10-01-05-30;2020-10-01-05-31;2020-10-01-05-33;2020-10-01-05-35;2020-10-01-05-29;2020-10-01-05-30;2020-10-01-05-31;2020-10-01-05-34;0;0;0;1;1;71;0.00053;0.00076;0.00195;01.10.2020
39963;2020-10-01-07-44;2020-10-01-07-46;2020-10-01-07-48;2020-10-01-07-51;2020-10-01-07-49;2020-10-01-07-50;2020-10-01-07-51;2020-10-01-07-54;0;0.5;0;0;2;72;0.00039;0.000382778;0.00196;01.10.2020
39965;2020-10-01-08-58;2020-10-01-09-00;2020-10-01-09-02;2020-10-01-09-05;2020-10-01-09-08;2020-10-01-09-09;2020-10-01-09-10;2020-10-01-09-14;0;0;1;0;3;73;0.00038;0.00088;0.002115556;01.10.2020
39967;2020-10-01-10-28;2020-10-01-10-30;2020-10-01-10-32;2020-10-01-10-35;2020-10-01-10-31;2020-10-01-10-31;2020-10-01-10-33;2020-10-01-10-36;0;0;2;0;4;74;0.00055;0.00098;0.000701111;01.10.2020
39969;2020-10-01-11-39;2020-10-01-11-41;2020-10-01-11-43;2020-10-01-11-46;2020-10-01-11-38;2020-10-01-11-39;2020-10-01-11-41;2020-10-01-11-46;0;0;0;0;5;75;0.00055;0.00098;0.00358;01.10.2020
39971;2020-10-01-12-50;2020-10-01-12-52;2020-10-01-12-54;2020-10-01-12-57;2020-10-01-12-52;2020-10-01-12-53;2020-10-01-12-54;2020-10-01-12-58;0;1;1;0;6;76;0.00073;0.000415556;0.001645556;01.10.2020
39975;2020-10-01-15-12;2020-10-01-15-14;2020-10-01-15-16;2020-10-01-15-19;2020-10-01-15-14;2020-10-01-15-15;2020-10-01-15-16;2020-10-01-15-19;0;1;1;0;7;77;0.00047;0.000285556;0.001735556;01.10.2020
39977;2020-10-01-16-29;2020-10-01-16-31;2020-10-01-16-33;2020-10-01-16-36;2020-10-01-16-32;2020-10-01-16-33;2020-10-01-16-35;2020-10-01-16-39;0;0.5;2;0;8;78;0.00059;0.001362778;0.001681111;01.10.2020
39979;2020-10-01-17-41;2020-10-01-17-43;2020-10-01-17-45;2020-10-01-17-48;2020-10-01-17-52;2020-10-01-17-53;2020-10-01-17-54;2020-10-01-18-01;0;0;2;0;9;79;0.00061;0.00087;0.003461111;01.10.2020
39981;2020-10-01-18-52;2020-10-01-18-54;2020-10-01-18-56;2020-10-01-18-59;2020-10-01-19-19;2020-10-01-19-20;2020-10-01-19-21;2020-10-01-19-26;0;0.5;0;0;10;80;0.00104;0.000492778;0.0032;01.10.2020
39983;2020-10-01-19-59;2020-10-01-20-00;2020-10-01-20-02;2020-10-01-20-04;2020-10-01-20-24;2020-10-01-20-25;2020-10-01-20-27;2020-10-01-20-29;0;0.5;0.5;0;11;81;0.00072;0.000512778;0.001602778;01.10.2020
39985;2020-10-01-21-10;2020-10-01-21-11;2020-10-01-21-13;2020-10-01-21-15;2020-10-01-21-37;2020-10-01-21-38;2020-10-01-21-39;2020-10-01-21-43;0;1;1;0;12;82;0.0006;0.000245556;0.002025556;01.10.2020
39959;2020-10-02-05-30;2020-10-02-05-31;2020-10-02-05-33;2020-10-02-05-35;2020-10-02-05-30;2020-10-02-05-30;2020-10-02-05-32;2020-10-02-05-35;0;0.5;0.5;0;1;1;0.00049;0.000872778;0.001812778;02.10.2020
39963;2020-10-02-07-44;2020-10-02-07-46;2020-10-02-07-48;2020-10-02-07-51;2020-10-02-07-49;2020-10-02-07-50;2020-10-02-07-52;2020-10-02-07-53;0;0.5;1;0;2;2;0.00043;0.001002778;0.000595556;02.10.2020
39965;2020-10-02-08-58;2020-10-02-09-00;2020-10-02-09-02;2020-10-02-09-05;2020-10-02-09-06;2020-10-02-09-07;2020-10-02-09-08;2020-10-02-09-12;0;1;0.5;0;3;3;0.00077;0.000145556;0.002212778;02.10.2020
