course_id;sched_1_355;sched_2_1035;sched_3_418;sched_4_2543;stop_1_355;stop_2_1035;stop_3_418;stop_4_2543;stay_1_355;stay_2_1035;stay_3_418;stay_4_2543;daily_course;weekly_course;delta1;delta2;delta3;date
1143535;2020-03-02-10-28;2020-03-02-10-30;2020-03-02-10-32;2020-03-02-10-35;2020-03-02-10-28;2020-03-02-10-30;2020-03-02-10-31;2020-03-02-10-34;1;1;0;1;4;47;0.000555556;0.000405556;0.00205;02.03.2020
1143537;2020-03-02-11-39;2020-03-02-11-41;2020-03-02-11-43;2020-03-02-11-46;2020-03-02-11-39;2020-03-02-11-42;2020-03-02-11-44;2020-03-02-11-46;2;1;1;1;5;48;0.000791111;0.000395556;0.000535556;02.03.2020
1143539;2020-03-02-12-50;2020-03-02-12-52;2020-03-02-12-54;2020-03-02-12-57;2020-03-02-12-50;2020-03-02-12-53;2020-03-02-12-54;2020-03-02-12-58;2;1;1;1;6;49;0.000351111;0.000405556;0.001625556;02.03.2020
1143541;2020-03-02-14-01;2020-03-02-14-03;2020-03-02-14-05;2020-03-02-14-08;2020-03-02-14-01;2020-03-02-14-02;2020-03-02-14-04;2020-03-02-14-06;0.5;1;1;0.5;7;50;0.000712778;0.000395556;0.000835556;02.03.2020
1143543;2020-03-02-15-12;2020-03-02-15-14;2020-03-02-15-16;2020-03-02-15-19;2020-03-02-15-12;2020-03-02-15-13;2020-03-02-15-14;2020-03-02-15-18;0.5;1;1;1;8;51;0.000732778;-0.000194444;0.002085556;02.03.2020
1143545;2020-03-02-16-29;2020-03-02-16-31;2020-03-02-16-33;2020-03-02-16-36;2020-03-02-16-28;2020-03-02-16-30;2020-03-02-16-32;2020-03-02-16-35;0.5;1;1;1;9;52;0.000932778;0.000555556;0.001625556;02.03.2020
1143547;2020-03-02-17-41;2020-03-02-17-43;2020-03-02-17-45;2020-03-02-17-48;2020-03-02-17-40;2020-03-02-17-43;2020-03-02-17-45;2020-03-02-17-49;1;1;1;1;10;53;0.001095556;0.000595556;0.002505556;02.03.2020
1143549;2020-03-02-18-52;2020-03-02-18-54;2020-03-02-18-56;2020-03-02-18-59;2020-03-02-18-52;2020-03-02-18-55;2020-03-02-18-56;2020-03-02-18-59;2;1;1;1;11;54;0.000781111;9.55556E-05;0.001595556;02.03.2020
1143551;2020-03-02-19-59;2020-03-02-20-00;2020-03-02-20-02;2020-03-02-20-04;2020-03-02-19-58;2020-03-02-20-00;2020-03-02-20-01;2020-03-02-20-03;0.5;0;1;1;12;55;0.000842778;0.00077;0.000785556;02.03.2020
1143553;2020-03-02-21-10;2020-03-02-21-11;2020-03-02-21-13;2020-03-02-21-15;2020-03-02-21-11;2020-03-02-21-13;2020-03-02-21-14;2020-03-02-21-17;1;0;1;0.5;13;56;0.000995556;0.00059;0.001375556;02.03.2020
1143800;2020-03-03-05-29;2020-03-03-05-30;2020-03-03-05-31;2020-03-03-05-33;2020-03-03-05-28;2020-03-03-05-29;2020-03-03-05-30;2020-03-03-05-32;0;0;0;0;1;57;0.0005;0.00087;0.00137;03.03.2020
1143802;2020-03-03-06-29;2020-03-03-06-30;2020-03-03-06-31;2020-03-03-06-33;2020-03-03-06-28;2020-03-03-06-30;2020-03-03-06-31;2020-03-03-06-33;1;0;0;1;2;58;0.000535556;0.00075;0.00168;03.03.2020
1143804;2020-03-03-07-39;2020-03-03-07-41;2020-03-03-07-42;2020-03-03-07-44;2020-03-03-07-37;2020-03-03-07-39;2020-03-03-07-40;2020-03-03-07-43;1;0;0;1;3;59;0.000365556;0.00086;0.00233;03.03.2020
1143806;2020-03-03-08-42;2020-03-03-08-44;2020-03-03-08-45;2020-03-03-08-47;2020-03-03-08-41;2020-03-03-08-42;2020-03-03-08-43;2020-03-03-08-46;0;0;0.5;1;4;60;0.00064;0.00073;0.001812778;03.03.2020
1143808;2020-03-03-09-56;2020-03-03-09-58;2020-03-03-09-59;2020-03-03-10-01;2020-03-03-09-55;2020-03-03-09-57;2020-03-03-09-58;2020-03-03-10-02;1;0;0.5;1;5;61;0.000795556;0.00049;0.002102778;03.03.2020
1143810;2020-03-03-11-03;2020-03-03-11-05;2020-03-03-11-06;2020-03-03-11-08;2020-03-03-11-03;2020-03-03-11-05;2020-03-03-11-06;2020-03-03-11-08;1;0.5;0;1;6;62;0.000765556;0.000372778;0.00146;03.03.2020
1143812;2020-03-03-12-06;2020-03-03-12-08;2020-03-03-12-09;2020-03-03-12-11;2020-03-03-12-05;2020-03-03-12-08;2020-03-03-12-08;2020-03-03-12-10;1;0;0.5;1;7;63;0.000995556;0.00051;0.000862778;03.03.2020
1143814;2020-03-03-13-09;2020-03-03-13-11;2020-03-03-13-12;2020-03-03-13-14;2020-03-03-13-08;2020-03-03-13-10;2020-03-03-13-12;2020-03-03-13-16;1;0.5;1;1;8;64;0.000985556;0.000392778;0.002505556;03.03.2020
1143816;2020-03-03-14-12;2020-03-03-14-14;2020-03-03-14-15;2020-03-03-14-17;2020-03-03-14-11;2020-03-03-14-13;2020-03-03-14-14;2020-03-03-14-16;1;0;0.5;1;9;65;0.000565556;0.00067;0.001102778;03.03.2020
1143818;2020-03-03-15-15;2020-03-03-15-17;2020-03-03-15-18;2020-03-03-15-20;2020-03-03-15-14;2020-03-03-15-15;2020-03-03-15-17;2020-03-03-15-19;0;1;0;1;10;66;0.00073;0.000275556;0.0017;03.03.2020
1143820;2020-03-03-16-26;2020-03-03-16-28;2020-03-03-16-29;2020-03-03-16-31;2020-03-03-16-25;2020-03-03-16-27;2020-03-03-16-28;2020-03-03-16-31;1.5;0;0.5;1;11;67;0.000428333;0.00073;0.001632778;03.03.2020
1143822;2020-03-03-17-31;2020-03-03-17-33;2020-03-03-17-34;2020-03-03-17-36;2020-03-03-17-30;2020-03-03-17-33;2020-03-03-17-33;2020-03-03-17-36;1.5;0;0;0;12;68;0.000668333;0.00049;0.00146;03.03.2020
1143824;2020-03-03-18-34;2020-03-03-18-36;2020-03-03-18-37;2020-03-03-18-39;2020-03-03-18-33;2020-03-03-18-35;2020-03-03-18-36;2020-03-03-18-37;1;0;1;1;13;69;0.000795556;0.00075;2.55556E-05;03.03.2020
1143826;2020-03-03-19-36;2020-03-03-19-37;2020-03-03-19-38;2020-03-03-19-40;2020-03-03-19-35;2020-03-03-19-36;2020-03-03-19-37;2020-03-03-19-41;1;0;0.5;1;14;70;0.000135556;0.00075;0.002112778;03.03.2020
1143828;2020-03-03-20-44;2020-03-03-20-45;2020-03-03-20-46;2020-03-03-20-48;2020-03-03-20-43;2020-03-03-20-45;2020-03-03-20-46;2020-03-03-20-48;1;0;0;0;15;71;0.000695556;0.00031;0.00122;03.03.2020
1143527;2020-03-04-05-30;2020-03-04-05-31;2020-03-04-05-33;2020-03-04-05-35;2020-03-04-05-29;2020-03-04-05-31;2020-03-04-05-32;2020-03-04-05-35;1;0;0;1;1;72;0.000285556;0.00087;0.00209;04.03.2020
1143529;2020-03-04-06-42;2020-03-04-06-43;2020-03-04-06-45;2020-03-04-06-47;2020-03-04-06-41;2020-03-04-06-43;2020-03-04-06-44;2020-03-04-06-46;1;0;0;0;2;73;0.000485556;0.00087;0.00155;04.03.2020
1143531;2020-03-04-07-44;2020-03-04-07-46;2020-03-04-07-48;2020-03-04-07-51;2020-03-04-07-52;2020-03-04-07-53;2020-03-04-07-55;2020-03-04-07-58;0.5;1;1;1;3;74;0.000622778;0.001035556;0.000975556;04.03.2020
1143533;2020-03-04-08-58;2020-03-04-09-00;2020-03-04-09-02;2020-03-04-09-05;2020-03-04-09-05;2020-03-04-09-07;2020-03-04-09-09;2020-03-04-09-12;1;0.5;1;0.5;4;75;0.000755556;0.000862778;0.001265556;04.03.2020
1143535;2020-03-04-10-28;2020-03-04-10-30;2020-03-04-10-32;2020-03-04-10-35;2020-03-04-10-29;2020-03-04-10-30;2020-03-04-10-32;2020-03-04-10-36;0;0.5;1;1;5;76;0.00047;0.001352778;0.001755556;04.03.2020
1143537;2020-03-04-11-39;2020-03-04-11-41;2020-03-04-11-43;2020-03-04-11-46;2020-03-04-11-39;2020-03-04-11-41;2020-03-04-11-43;2020-03-04-11-48;1;1;1;1;6;77;0.000545556;0.000775556;0.002285556;04.03.2020
1143539;2020-03-04-12-50;2020-03-04-12-52;2020-03-04-12-54;2020-03-04-12-57;2020-03-04-12-49;2020-03-04-12-52;2020-03-04-12-53;2020-03-04-12-56;2;0;1;1;7;78;0.000301111;0.00101;0.001245556;04.03.2020
1143541;2020-03-04-14-01;2020-03-04-14-03;2020-03-04-14-05;2020-03-04-14-08;2020-03-04-14-03;2020-03-04-14-05;2020-03-04-14-09;2020-03-04-14-12;1;0.5;1;1;8;79;0.000765556;0.002312778;0.001495556;04.03.2020
1143543;2020-03-04-15-12;2020-03-04-15-14;2020-03-04-15-16;2020-03-04-15-19;2020-03-04-15-13;2020-03-04-15-15;2020-03-04-15-16;2020-03-04-15-19;1;0;1;1;9;80;0.000635556;0.00073;0.001365556;04.03.2020
1143545;2020-03-04-16-29;2020-03-04-16-31;2020-03-04-16-33;2020-03-04-16-36;2020-03-04-16-31;2020-03-04-16-34;2020-03-04-16-35;2020-03-04-16-37;1.5;0.5;1;1;10;81;0.000548333;0.000362778;0.001015556;04.03.2020
1143547;2020-03-04-17-41;2020-03-04-17-43;2020-03-04-17-45;2020-03-04-17-48;2020-03-04-17-53;2020-03-04-17-58;2020-03-04-18-01;2020-03-04-18-07;1;1;3;1;11;82;0.002465556;0.001775556;0.002296667;04.03.2020
1143549;2020-03-04-18-52;2020-03-04-18-54;2020-03-04-18-56;2020-03-04-18-59;2020-03-04-19-16;2020-03-04-19-19;2020-03-04-19-22;2020-03-04-19-26;2;2;2;1;12;83;0.000561111;0.000821111;0.001091111;04.03.2020
1143551;2020-03-04-19-59;2020-03-04-20-00;2020-03-04-20-02;2020-03-04-20-04;2020-03-04-20-28;2020-03-04-20-29;2020-03-04-20-31;2020-03-04-20-34;1;0.5;0;0.5;13;84;0.000295556;0.000652778;0.00219;04.03.2020
1143553;2020-03-04-21-10;2020-03-04-21-11;2020-03-04-21-13;2020-03-04-21-15;2020-03-04-21-19;2020-03-04-21-20;2020-03-04-21-21;2020-03-04-21-23;0;0.5;0;0.5;14;85;0.0012;0.000312778;0.00129;04.03.2020
1143527;2020-03-05-05-30;2020-03-05-05-31;2020-03-05-05-33;2020-03-05-05-35;2020-03-05-05-30;2020-03-05-05-31;2020-03-05-05-32;2020-03-05-05-34;0;0;0;0;1;86;0.00084;0.00074;0.00098;05.03.2020
1143529;2020-03-05-06-42;2020-03-05-06-43;2020-03-05-06-45;2020-03-05-06-47;2020-03-05-06-45;2020-03-05-06-47;2020-03-05-06-48;2020-03-05-06-50;1;0.5;1;0.5;2;87;0.000885556;0.000372778;0.000555556;05.03.2020
1143531;2020-03-05-07-44;2020-03-05-07-46;2020-03-05-07-48;2020-03-05-07-51;2020-03-05-07-49;2020-03-05-07-53;2020-03-05-07-54;2020-03-05-07-56;2;0;1;0;3;88;0.000801111;0.00093;0.000945556;05.03.2020
1143535;2020-03-05-10-28;2020-03-05-10-30;2020-03-05-10-32;2020-03-05-10-35;2020-03-05-10-29;2020-03-05-10-33;2020-03-05-10-35;2020-03-05-10-38;2;1;1;1;4;89;0.001281111;0.000505556;0.001535556;05.03.2020
1143537;2020-03-05-11-39;2020-03-05-11-41;2020-03-05-11-43;2020-03-05-11-46;2020-03-05-11-39;2020-03-05-11-41;2020-03-05-11-45;2020-03-05-11-48;1;1;1;1;5;90;0.000945556;0.001875556;0.001125556;05.03.2020
1143539;2020-03-05-12-50;2020-03-05-12-52;2020-03-05-12-54;2020-03-05-12-57;2020-03-05-12-49;2020-03-05-12-51;2020-03-05-12-53;2020-03-05-12-57;1;1;1;1;6;91;0.000595556;0.000665556;0.002275556;05.03.2020
1143541;2020-03-05-14-01;2020-03-05-14-03;2020-03-05-14-05;2020-03-05-14-08;2020-03-05-14-01;2020-03-05-14-05;2020-03-05-14-08;2020-03-05-14-12;2;1;2;1;7;92;0.001131111;0.001115556;0.001541111;05.03.2020
1143543;2020-03-05-15-12;2020-03-05-15-14;2020-03-05-15-16;2020-03-05-15-19;2020-03-05-15-11;2020-03-05-15-14;2020-03-05-15-17;2020-03-05-15-21;2;1;2;1;8;93;0.001011111;0.001005556;0.001541111;05.03.2020
1143545;2020-03-05-16-29;2020-03-05-16-31;2020-03-05-16-33;2020-03-05-16-36;2020-03-05-16-29;2020-03-05-16-31;2020-03-05-16-32;2020-03-05-16-35;0.5;0;1;1;9;94;0.000762778;0.00094;0.001415556;05.03.2020
1143547;2020-03-05-17-41;2020-03-05-17-43;2020-03-05-17-45;2020-03-05-17-48;2020-03-05-17-45;2020-03-05-17-47;2020-03-05-17-49;2020-03-05-17-53;1;1;2;1;10;95;0.000535556;0.001145556;0.001191111;05.03.2020
1143549;2020-03-05-18-52;2020-03-05-18-54;2020-03-05-18-56;2020-03-05-18-59;2020-03-05-18-52;2020-03-05-18-54;2020-03-05-18-55;2020-03-05-18-59;1;0;1;1;11;96;0.000585556;0.00105;0.001505556;05.03.2020
1143551;2020-03-05-19-59;2020-03-05-20-00;2020-03-05-20-02;2020-03-05-20-04;2020-03-05-19-59;2020-03-05-20-01;2020-03-05-20-02;2020-03-05-20-05;1;0;1;1;12;97;0.000965556;0.00052;0.001385556;05.03.2020
1143553;2020-03-05-21-10;2020-03-05-21-11;2020-03-05-21-13;2020-03-05-21-15;2020-03-05-21-09;2020-03-05-21-11;2020-03-05-21-13;2020-03-05-21-15;1.5;1;1;1;13;98;0.000418333;0.000155556;0.001175556;05.03.2020
1143527;2020-03-06-05-30;2020-03-06-05-31;2020-03-06-05-33;2020-03-06-05-35;2020-03-06-05-29;2020-03-06-05-30;2020-03-06-05-31;2020-03-06-05-34;0;0;0;1;1;1;0.00075;0.00072;0.00195;06.03.2020
1143529;2020-03-06-06-42;2020-03-06-06-43;2020-03-06-06-45;2020-03-06-06-47;2020-03-06-06-42;2020-03-06-06-43;2020-03-06-06-44;2020-03-06-06-46;0.5;0;1;1;2;2;0.000392778;0.00088;0.000865556;06.03.2020
1143531;2020-03-06-07-44;2020-03-06-07-46;2020-03-06-07-48;2020-03-06-07-51;2020-03-06-07-45;2020-03-06-07-46;2020-03-06-07-47;2020-03-06-07-50;0;0.5;0.5;1;3;3;0.00049;0.000622778;0.001552778;06.03.2020
1143533;2020-03-06-08-58;2020-03-06-09-00;2020-03-06-09-02;2020-03-06-09-05;2020-03-06-09-03;2020-03-06-09-06;2020-03-06-09-07;2020-03-06-09-10;1;0.5;0.5;1;4;4;0.000995556;0.000382778;0.001862778;06.03.2020
1143535;2020-03-06-10-28;2020-03-06-10-30;2020-03-06-10-32;2020-03-06-10-35;2020-03-06-10-27;2020-03-06-10-30;2020-03-06-10-31;2020-03-06-10-35;1;0.5;2;0.5;5;5;0.001055556;0.000622778;0.001041111;06.03.2020
1143537;2020-03-06-11-39;2020-03-06-11-41;2020-03-06-11-43;2020-03-06-11-46;2020-03-06-11-38;2020-03-06-11-40;2020-03-06-11-42;2020-03-06-11-44;0.5;1;1;0.5;6;6;0.000862778;0.000755556;0.000755556;06.03.2020
1143539;2020-03-06-12-50;2020-03-06-12-52;2020-03-06-12-54;2020-03-06-12-57;2020-03-06-12-49;2020-03-06-12-51;2020-03-06-12-53;2020-03-06-12-56;1;0.5;1;1;7;7;0.000755556;0.001002778;0.001365556;06.03.2020
1143541;2020-03-06-14-01;2020-03-06-14-03;2020-03-06-14-05;2020-03-06-14-08;2020-03-06-14-02;2020-03-06-14-04;2020-03-06-14-06;2020-03-06-14-08;1;0.5;1;0.5;8;8;0.000755556;0.000862778;0.000995556;06.03.2020
1143543;2020-03-06-15-12;2020-03-06-15-14;2020-03-06-15-16;2020-03-06-15-19;2020-03-06-15-12;2020-03-06-15-14;2020-03-06-15-15;2020-03-06-15-18;2;0;1;1;9;9;0.000351111;0.00073;0.001515556;06.03.2020
1143545;2020-03-06-16-29;2020-03-06-16-31;2020-03-06-16-33;2020-03-06-16-36;2020-03-06-16-29;2020-03-06-16-31;2020-03-06-16-32;2020-03-06-16-35;1;0;1;1;10;10;0.000275556;0.00122;0.001225556;06.03.2020
1143547;2020-03-06-17-41;2020-03-06-17-43;2020-03-06-17-45;2020-03-06-17-48;2020-03-06-17-41;2020-03-06-17-42;2020-03-06-17-44;2020-03-06-17-47;0.5;0.5;1;1;11;11;0.000852778;0.000882778;0.001515556;06.03.2020
1143549;2020-03-06-18-52;2020-03-06-18-54;2020-03-06-18-56;2020-03-06-18-59;2020-03-06-18-51;2020-03-06-18-54;2020-03-06-18-55;2020-03-06-18-59;0.5;0;1;1;12;12;0.001112778;0.00123;0.001765556;06.03.2020
1143551;2020-03-06-19-59;2020-03-06-20-00;2020-03-06-20-02;2020-03-06-20-04;2020-03-06-19-58;2020-03-06-20-01;2020-03-06-20-02;2020-03-06-20-05;1.5;0;0.5;1;13;13;0.000948333;0.00071;0.001622778;06.03.2020
1143553;2020-03-06-21-10;2020-03-06-21-11;2020-03-06-21-13;2020-03-06-21-15;2020-03-06-21-10;2020-03-06-21-12;2020-03-06-21-13;2020-03-06-21-15;1;0;0;1;14;14;0.000765556;0.00073;0.0017;06.03.2020
1143800;2020-03-07-05-29;2020-03-07-05-30;2020-03-07-05-31;2020-03-07-05-33;2020-03-07-05-29;2020-03-07-05-30;2020-03-07-05-31;2020-03-07-05-34;0.5;0;0;0.5;1;15;0.000392778;0.00073;0.00174;07.03.2020
1143802;2020-03-07-06-29;2020-03-07-06-30;2020-03-07-06-31;2020-03-07-06-33;2020-03-07-06-29;2020-03-07-06-30;2020-03-07-06-31;2020-03-07-06-34;0;0;0.5;1;2;16;0.00074;0.0005;0.001612778;07.03.2020
1143804;2020-03-07-07-39;2020-03-07-07-41;2020-03-07-07-42;2020-03-07-07-44;2020-03-07-07-39;2020-03-07-07-41;2020-03-07-07-42;2020-03-07-07-44;1;0;0;1;3;17;0.000555556;0.00073;0.00123;07.03.2020
1143806;2020-03-07-08-42;2020-03-07-08-44;2020-03-07-08-45;2020-03-07-08-47;2020-03-07-08-43;2020-03-07-08-44;2020-03-07-08-45;2020-03-07-08-48;1;0.5;0;1;4;18;0.000305556;0.000382778;0.00196;07.03.2020
1143808;2020-03-07-09-56;2020-03-07-09-58;2020-03-07-09-59;2020-03-07-10-01;2020-03-07-09-56;2020-03-07-09-57;2020-03-07-09-59;2020-03-07-10-00;1;0.5;0;1;5;19;0.000295556;0.000612778;0.00119;07.03.2020
1143810;2020-03-07-11-03;2020-03-07-11-05;2020-03-07-11-06;2020-03-07-11-08;2020-03-07-11-03;2020-03-07-11-04;2020-03-07-11-05;2020-03-07-11-08;1;1;0.5;0.5;6;20;0.000275556;0.000305556;0.001482778;07.03.2020
1143812;2020-03-07-12-06;2020-03-07-12-08;2020-03-07-12-09;2020-03-07-12-11;2020-03-07-12-06;2020-03-07-12-08;2020-03-07-12-09;2020-03-07-12-12;1.5;0;0;1;7;21;0.000428333;0.00073;0.0017;07.03.2020
1143814;2020-03-07-13-09;2020-03-07-13-11;2020-03-07-13-12;2020-03-07-13-14;2020-03-07-13-12;2020-03-07-13-14;2020-03-07-13-15;2020-03-07-13-18;1;0;0;1;8;22;0.000765556;0.00072;0.00193;07.03.2020
1143816;2020-03-07-14-12;2020-03-07-14-14;2020-03-07-14-15;2020-03-07-14-17;2020-03-07-14-11;2020-03-07-14-14;2020-03-07-14-14;2020-03-07-14-18;1;0;0.5;1;9;23;0.000785556;0.00049;0.002102778;07.03.2020
1143818;2020-03-07-15-15;2020-03-07-15-17;2020-03-07-15-18;2020-03-07-15-20;2020-03-07-15-16;2020-03-07-15-19;2020-03-07-15-20;2020-03-07-15-23;1.5;0;0.5;0.5;10;24;0.000918333;0.00074;0.001862778;07.03.2020
1143820;2020-03-07-16-26;2020-03-07-16-28;2020-03-07-16-29;2020-03-07-16-31;2020-03-07-16-25;2020-03-07-16-26;2020-03-07-16-27;2020-03-07-16-30;0;0;0.5;1;11;25;0.00074;0.00072;0.001732778;07.03.2020
1143822;2020-03-07-17-31;2020-03-07-17-33;2020-03-07-17-34;2020-03-07-17-36;2020-03-07-17-32;2020-03-07-17-38;2020-03-07-17-38;2020-03-07-17-41;4;0;1;1;12;26;0.001002222;0.00049;0.001255556;07.03.2020
1143824;2020-03-07-18-34;2020-03-07-18-36;2020-03-07-18-37;2020-03-07-18-39;2020-03-07-18-33;2020-03-07-18-35;2020-03-07-18-36;2020-03-07-18-39;1;0;1;0.5;13;27;0.000775556;0.00074;0.001235556;07.03.2020
1143826;2020-03-07-19-36;2020-03-07-19-37;2020-03-07-19-38;2020-03-07-19-40;2020-03-07-19-37;2020-03-07-19-39;2020-03-07-19-40;2020-03-07-19-43;1.5;0;0;0.5;14;28;0.000428333;0.00076;0.00217;07.03.2020
1143828;2020-03-07-20-44;2020-03-07-20-45;2020-03-07-20-46;2020-03-07-20-48;2020-03-07-20-43;2020-03-07-20-46;2020-03-07-20-46;2020-03-07-20-47;1;0;0;1;15;29;0.000815556;0.00049;0.00074;07.03.2020
1143800;2020-03-08-05-29;2020-03-08-05-30;2020-03-08-05-31;2020-03-08-05-33;2020-03-08-05-29;2020-03-08-05-30;2020-03-08-05-31;2020-03-08-05-32;0;0;0;1;1;30;0.00049;0.00073;0.00097;08.03.2020
1143802;2020-03-08-06-29;2020-03-08-06-30;2020-03-08-06-31;2020-03-08-06-33;2020-03-08-06-29;2020-03-08-06-29;2020-03-08-06-30;2020-03-08-06-34;0;0;1;0;2;31;0.00042;0.00057;0.001775556;08.03.2020
1143804;2020-03-08-07-39;2020-03-08-07-41;2020-03-08-07-42;2020-03-08-07-44;2020-03-08-07-38;2020-03-08-07-40;2020-03-08-07-42;2020-03-08-07-44;1;0;0;0.5;3;32;0.000765556;0.00071;0.00148;08.03.2020
1143806;2020-03-08-08-42;2020-03-08-08-44;2020-03-08-08-45;2020-03-08-08-47;2020-03-08-08-41;2020-03-08-08-44;2020-03-08-08-45;2020-03-08-08-48;2;0;0.5;1;4;33;0.000341111;0.00051;0.001862778;08.03.2020
1143808;2020-03-08-09-56;2020-03-08-09-58;2020-03-08-09-59;2020-03-08-10-01;2020-03-08-09-56;2020-03-08-09-57;2020-03-08-09-58;2020-03-08-10-00;0;1;0.5;0.5;5;34;0.00097;2.55556E-05;0.001102778;08.03.2020
1143810;2020-03-08-11-03;2020-03-08-11-05;2020-03-08-11-06;2020-03-08-11-08;2020-03-08-11-03;2020-03-08-11-04;2020-03-08-11-05;2020-03-08-11-08;1;0;0;1;6;35;0.000515556;0.00066;0.00151;08.03.2020
1143812;2020-03-08-12-06;2020-03-08-12-08;2020-03-08-12-09;2020-03-08-12-11;2020-03-08-12-06;2020-03-08-12-08;2020-03-08-12-09;2020-03-08-12-10;1;0;0;0;7;36;0.000425556;0.00032;0.00124;08.03.2020
1143814;2020-03-08-13-09;2020-03-08-13-11;2020-03-08-13-12;2020-03-08-13-14;2020-03-08-13-09;2020-03-08-13-11;2020-03-08-13-12;2020-03-08-13-16;1.5;0;0.5;0.5;8;37;0.000678333;0.0005;0.002092778;08.03.2020
1143816;2020-03-08-14-12;2020-03-08-14-14;2020-03-08-14-15;2020-03-08-14-17;2020-03-08-14-13;2020-03-08-14-15;2020-03-08-14-16;2020-03-08-14-18;1;0;0;1;9;38;0.000535556;0.00074;0.0017;08.03.2020
1143818;2020-03-08-15-15;2020-03-08-15-17;2020-03-08-15-18;2020-03-08-15-20;2020-03-08-15-15;2020-03-08-15-16;2020-03-08-15-17;2020-03-08-15-21;0;0;1;1;10;39;0.0005;0.00074;0.001985556;08.03.2020
1143820;2020-03-08-16-26;2020-03-08-16-28;2020-03-08-16-29;2020-03-08-16-31;2020-03-08-16-26;2020-03-08-16-28;2020-03-08-16-28;2020-03-08-16-31;0.5;0;0.5;1;11;40;0.000902778;0.00049;0.001602778;08.03.2020
1143822;2020-03-08-17-31;2020-03-08-17-33;2020-03-08-17-34;2020-03-08-17-36;2020-03-08-17-33;2020-03-08-17-35;2020-03-08-17-36;2020-03-08-17-39;2;0;1;1;12;41;0.000101111;0.00049;0.001515556;08.03.2020
1143824;2020-03-08-18-34;2020-03-08-18-36;2020-03-08-18-37;2020-03-08-18-39;2020-03-08-18-33;2020-03-08-18-35;2020-03-08-18-36;2020-03-08-18-39;0.5;0.5;0.5;1;13;42;0.001112778;0.000382778;0.001622778;08.03.2020
1143826;2020-03-08-19-36;2020-03-08-19-37;2020-03-08-19-38;2020-03-08-19-40;2020-03-08-19-39;2020-03-08-19-41;2020-03-08-19-42;2020-03-08-19-45;2;0;0;1;14;43;0.000311111;0.00073;0.00197;08.03.2020
1143828;2020-03-08-20-44;2020-03-08-20-45;2020-03-08-20-46;2020-03-08-20-48;2020-03-08-20-44;2020-03-08-20-45;2020-03-08-20-46;2020-03-08-20-47;0;0;0;0;15;44;0.00074;0.00049;0.00123;08.03.2020
1143527;2020-03-09-05-30;2020-03-09-05-31;2020-03-09-05-33;2020-03-09-05-35;2020-03-09-05-29;2020-03-09-05-31;2020-03-09-05-32;2020-03-09-05-36;1;0;0.5;0.5;1;45;0.000295556;0.00098;0.002092778;09.03.2020
1143529;2020-03-09-06-42;2020-03-09-06-43;2020-03-09-06-45;2020-03-09-06-47;2020-03-09-06-41;2020-03-09-06-43;2020-03-09-06-44;2020-03-09-06-47;1;0;0;1;2;46;0.000305556;0.00089;0.00231;09.03.2020
1143531;2020-03-09-07-44;2020-03-09-07-46;2020-03-09-07-48;2020-03-09-07-51;2020-03-09-07-44;2020-03-09-07-46;2020-03-09-07-47;2020-03-09-07-50;1;0.5;0.5;0.5;3;47;0.000535556;0.000632778;0.001602778;09.03.2020
1143533;2020-03-09-08-58;2020-03-09-09-00;2020-03-09-09-02;2020-03-09-09-05;2020-03-09-09-10;2020-03-09-09-13;2020-03-09-09-15;2020-03-09-09-18;2;1;0.5;1;4;48;7.11111E-05;0.001035556;0.001632778;09.03.2020
1143535;2020-03-09-10-28;2020-03-09-10-30;2020-03-09-10-32;2020-03-09-10-35;2020-03-09-10-28;2020-03-09-10-30;2020-03-09-10-32;2020-03-09-10-34;1;0.5;0.5;1;5;49;0.001035556;0.000642778;0.001342778;09.03.2020
1143537;2020-03-09-11-39;2020-03-09-11-41;2020-03-09-11-43;2020-03-09-11-46;2020-03-09-11-38;2020-03-09-11-40;2020-03-09-11-42;2020-03-09-11-46;1.5;0.5;1;0.5;6;50;0.000428333;0.000852778;0.002235556;09.03.2020
1143539;2020-03-09-12-50;2020-03-09-12-52;2020-03-09-12-54;2020-03-09-12-57;2020-03-09-12-51;2020-03-09-12-53;2020-03-09-12-54;2020-03-09-12-58;1;0.5;1;1;7;51;0.000775556;0.000412778;0.001755556;09.03.2020
1143541;2020-03-09-14-01;2020-03-09-14-03;2020-03-09-14-05;2020-03-09-14-08;2020-03-09-14-05;2020-03-09-14-06;2020-03-09-14-07;2020-03-09-14-10;0;1;1;0.5;8;52;0.00072;0.000295556;0.001265556;09.03.2020
1143543;2020-03-09-15-12;2020-03-09-15-14;2020-03-09-15-16;2020-03-09-15-19;2020-03-09-15-11;2020-03-09-15-13;2020-03-09-15-15;2020-03-09-15-17;1;0.5;1;1;9;53;0.000505556;0.001102778;0.000765556;09.03.2020
1143545;2020-03-09-16-29;2020-03-09-16-31;2020-03-09-16-33;2020-03-09-16-36;2020-03-09-16-28;2020-03-09-16-31;2020-03-09-16-33;2020-03-09-16-35;1;0.5;0.5;1;10;54;0.001255556;0.000622778;0.001622778;09.03.2020
