course_id,sched_1_355,sched_2_1035,sched_3_418,sched_4_2543,stop_1_355,stop_2_1035,stop_3_418,stop_4_2543,stay_1_355,stay_2_1035,stay_3_418,stay_4_2543,daily_course,weekly_course
39979,2020-09-24-17-41,2020-09-24-17-43,2020-09-24-17-45,2020-09-24-17-48,2020-09-24-17-48,2020-09-24-17-49,2020-09-24-17-51,2020-09-24-17-57,0,0.5,3,0,10,78
39981,2020-09-24-18-52,2020-09-24-18-54,2020-09-24-18-56,2020-09-24-18-59,2020-09-24-18-59,2020-09-24-19-01,2020-09-24-19-02,2020-09-24-19-06,0,0,1,0,11,79
39983,2020-09-24-19-59,2020-09-24-20-00,2020-09-24-20-02,2020-09-24-20-04,2020-09-24-19-59,2020-09-24-20-00,2020-09-24-20-01,2020-09-24-20-06,0,1,1,0,12,80
39985,2020-09-24-21-10,2020-09-24-21-11,2020-09-24-21-13,2020-09-24-21-15,2020-09-24-21-10,2020-09-24-21-11,2020-09-24-21-13,2020-09-24-21-16,0,0.5,1,0,13,81
39971,2020-09-25-12-50,2020-09-25-12-52,2020-09-25-12-54,2020-09-25-12-57,2020-09-25-12-52,2020-09-25-12-53,2020-09-25-12-54,2020-09-25-12-58,0,1,1,0,1,1
39973,2020-09-25-14-01,2020-09-25-14-03,2020-09-25-14-05,2020-09-25-14-08,2020-09-25-14-03,2020-09-25-14-04,2020-09-25-14-05,2020-09-25-14-08,0,1,1,0,2,2
39975,2020-09-25-15-12,2020-09-25-15-14,2020-09-25-15-16,2020-09-25-15-19,2020-09-25-15-14,2020-09-25-15-15,2020-09-25-15-16,2020-09-25-15-19,0,1,0.5,0,3,3
39977,2020-09-25-16-29,2020-09-25-16-31,2020-09-25-16-33,2020-09-25-16-36,2020-09-25-16-32,2020-09-25-16-34,2020-09-25-16-35,2020-09-25-16-37,0,0,0,0.5,4,4
39979,2020-09-25-17-41,2020-09-25-17-43,2020-09-25-17-45,2020-09-25-17-48,2020-09-25-17-49,2020-09-25-17-50,2020-09-25-17-52,2020-09-25-17-57,0,1,1,0,5,5
39983,2020-09-25-19-59,2020-09-25-20-00,2020-09-25-20-02,2020-09-25-20-04,2020-09-25-20-02,2020-09-25-20-03,2020-09-25-20-04,2020-09-25-20-07,0,0,1,0,6,6
39985,2020-09-25-21-10,2020-09-25-21-11,2020-09-25-21-13,2020-09-25-21-15,2020-09-25-21-11,2020-09-25-21-12,2020-09-25-21-12,2020-09-25-21-15,0,0.5,0,0,7,7
40232,2020-09-26-05-29,2020-09-26-05-30,2020-09-26-05-31,2020-09-26-05-33,2020-09-26-05-28,2020-09-26-05-29,2020-09-26-05-30,2020-09-26-05-31,0,0,0,0,1,8
40234,2020-09-26-06-29,2020-09-26-06-30,2020-09-26-06-31,2020-09-26-06-33,2020-09-26-06-29,2020-09-26-06-30,2020-09-26-06-30,2020-09-26-06-34,0,0,0,0,2,9
40238,2020-09-26-08-42,2020-09-26-08-44,2020-09-26-08-45,2020-09-26-08-47,2020-09-26-08-43,2020-09-26-08-43,2020-09-26-08-44,2020-09-26-08-45,0,0,0,0.5,3,10
40244,2020-09-26-12-06,2020-09-26-12-08,2020-09-26-12-09,2020-09-26-12-11,2020-09-26-12-05,2020-09-26-12-07,2020-09-26-12-08,2020-09-26-12-10,0,0,0.5,0,4,11
40246,2020-09-26-13-09,2020-09-26-13-11,2020-09-26-13-12,2020-09-26-13-14,2020-09-26-13-11,2020-09-26-13-11,2020-09-26-13-13,2020-09-26-13-18,0,1,1,0,5,12
40248,2020-09-26-14-12,2020-09-26-14-14,2020-09-26-14-15,2020-09-26-14-17,2020-09-26-14-15,2020-09-26-14-17,2020-09-26-14-18,2020-09-26-14-22,0,0,0,0,6,13
40250,2020-09-26-15-15,2020-09-26-15-17,2020-09-26-15-18,2020-09-26-15-20,2020-09-26-15-19,2020-09-26-15-20,2020-09-26-15-21,2020-09-26-15-26,0,0,1,0,7,14
40252,2020-09-26-16-26,2020-09-26-16-28,2020-09-26-16-29,2020-09-26-16-31,2020-09-26-16-28,2020-09-26-16-29,2020-09-26-16-30,2020-09-26-16-31,0,0,0,0,8,15
40254,2020-09-26-17-31,2020-09-26-17-33,2020-09-26-17-34,2020-09-26-17-36,2020-09-26-17-32,2020-09-26-17-33,2020-09-26-17-34,2020-09-26-17-37,0,0,1,0,9,16
40256,2020-09-26-18-34,2020-09-26-18-36,2020-09-26-18-37,2020-09-26-18-39,2020-09-26-18-37,2020-09-26-18-38,2020-09-26-18-39,2020-09-26-18-42,0,0,1,0,10,17
40258,2020-09-26-19-36,2020-09-26-19-37,2020-09-26-19-38,2020-09-26-19-40,2020-09-26-19-37,2020-09-26-19-38,2020-09-26-19-39,2020-09-26-19-41,0,1,0,0.5,11,18
40260,2020-09-26-20-44,2020-09-26-20-45,2020-09-26-20-46,2020-09-26-20-48,2020-09-26-20-46,2020-09-26-20-47,2020-09-26-20-48,2020-09-26-20-51,0,0.5,1,0,12,19
40232,2020-09-27-05-29,2020-09-27-05-30,2020-09-27-05-31,2020-09-27-05-33,2020-09-27-05-29,2020-09-27-05-29,2020-09-27-05-31,2020-09-27-05-34,0,1,0,0,1,20
40236,2020-09-27-07-39,2020-09-27-07-41,2020-09-27-07-42,2020-09-27-07-44,2020-09-27-07-40,2020-09-27-07-40,2020-09-27-07-41,2020-09-27-07-44,0,0,0,0,2,21
40238,2020-09-27-08-42,2020-09-27-08-44,2020-09-27-08-45,2020-09-27-08-47,2020-09-27-08-43,2020-09-27-08-43,2020-09-27-08-45,2020-09-27-08-48,0,0.5,0,0.5,3,22
40240,2020-09-27-09-56,2020-09-27-09-58,2020-09-27-09-59,2020-09-27-10-01,2020-09-27-09-56,2020-09-27-09-57,2020-09-27-09-59,2020-09-27-10-01,0,1,0,0.5,4,23
40246,2020-09-27-13-09,2020-09-27-13-11,2020-09-27-13-12,2020-09-27-13-14,2020-09-27-13-10,2020-09-27-13-11,2020-09-27-13-12,2020-09-27-13-16,0,0,0,0,5,24
40248,2020-09-27-14-12,2020-09-27-14-14,2020-09-27-14-15,2020-09-27-14-17,2020-09-27-14-13,2020-09-27-14-13,2020-09-27-14-14,2020-09-27-14-17,0,0,1,0,6,25
40250,2020-09-27-15-15,2020-09-27-15-17,2020-09-27-15-18,2020-09-27-15-20,2020-09-27-15-16,2020-09-27-15-17,2020-09-27-15-18,2020-09-27-15-21,0,0,1,0,7,26
40252,2020-09-27-16-26,2020-09-27-16-28,2020-09-27-16-29,2020-09-27-16-31,2020-09-27-16-29,2020-09-27-16-29,2020-09-27-16-30,2020-09-27-16-33,0,0,1,0,8,27
40254,2020-09-27-17-31,2020-09-27-17-33,2020-09-27-17-34,2020-09-27-17-36,2020-09-27-17-32,2020-09-27-17-32,2020-09-27-17-33,2020-09-27-17-37,0,0,0.5,0,9,28
40256,2020-09-27-18-34,2020-09-27-18-36,2020-09-27-18-37,2020-09-27-18-39,2020-09-27-18-35,2020-09-27-18-36,2020-09-27-18-37,2020-09-27-18-39,0,0.5,1,0,10,29
40258,2020-09-27-19-36,2020-09-27-19-37,2020-09-27-19-38,2020-09-27-19-40,2020-09-27-19-38,2020-09-27-19-39,2020-09-27-19-40,2020-09-27-19-43,0,0,0,0,11,30
40260,2020-09-27-20-44,2020-09-27-20-45,2020-09-27-20-46,2020-09-27-20-48,2020-09-27-20-47,2020-09-27-20-48,2020-09-27-20-49,2020-09-27-20-51,0,0,0,0,12,31
39959,2020-09-28-05-30,2020-09-28-05-31,2020-09-28-05-33,2020-09-28-05-35,2020-09-28-05-30,2020-09-28-05-31,2020-09-28-05-33,2020-09-28-05-38,0,2,0,0,1,32
39961,2020-09-28-06-42,2020-09-28-06-43,2020-09-28-06-45,2020-09-28-06-47,2020-09-28-06-42,2020-09-28-06-43,2020-09-28-06-44,2020-09-28-06-48,0,0,0,0,2,33
39963,2020-09-28-07-44,2020-09-28-07-46,2020-09-28-07-48,2020-09-28-07-51,2020-09-28-07-49,2020-09-28-07-50,2020-09-28-07-51,2020-09-28-07-56,0,1,0.5,0,3,34
39965,2020-09-28-08-58,2020-09-28-09-00,2020-09-28-09-02,2020-09-28-09-05,2020-09-28-09-07,2020-09-28-09-08,2020-09-28-09-10,2020-09-28-09-16,0,1,1,0,4,35
39967,2020-09-28-10-28,2020-09-28-10-30,2020-09-28-10-32,2020-09-28-10-35,2020-09-28-10-29,2020-09-28-10-31,2020-09-28-10-32,2020-09-28-10-35,0,0,0,0,5,36
39969,2020-09-28-11-39,2020-09-28-11-41,2020-09-28-11-43,2020-09-28-11-46,2020-09-28-11-40,2020-09-28-11-41,2020-09-28-11-42,2020-09-28-11-46,0,0,0,0.5,6,37
39971,2020-09-28-12-50,2020-09-28-12-52,2020-09-28-12-54,2020-09-28-12-57,2020-09-28-12-51,2020-09-28-12-51,2020-09-28-12-53,2020-09-28-12-58,0,0,1,0,7,38
39973,2020-09-28-14-01,2020-09-28-14-03,2020-09-28-14-05,2020-09-28-14-08,2020-09-28-14-03,2020-09-28-14-04,2020-09-28-14-06,2020-09-28-14-09,0,1,1,0,8,39
39975,2020-09-28-15-12,2020-09-28-15-14,2020-09-28-15-16,2020-09-28-15-19,2020-09-28-15-14,2020-09-28-15-15,2020-09-28-15-16,2020-09-28-15-21,0,0.5,1,0,9,40
39977,2020-09-28-16-29,2020-09-28-16-31,2020-09-28-16-33,2020-09-28-16-36,2020-09-28-16-31,2020-09-28-16-32,2020-09-28-16-33,2020-09-28-16-37,0,0,1,0,10,41
39979,2020-09-28-17-41,2020-09-28-17-43,2020-09-28-17-45,2020-09-28-17-48,2020-09-28-17-48,2020-09-28-17-50,2020-09-28-17-56,2020-09-28-18-01,0,1,1,0,11,42
39981,2020-09-28-18-52,2020-09-28-18-54,2020-09-28-18-56,2020-09-28-18-59,2020-09-28-18-55,2020-09-28-18-56,2020-09-28-18-59,2020-09-28-19-03,0,0,2,0,12,43
39983,2020-09-28-19-59,2020-09-28-20-00,2020-09-28-20-02,2020-09-28-20-04,2020-09-28-20-01,2020-09-28-20-02,2020-09-28-20-03,2020-09-28-20-07,0,0,0,0,13,44
39985,2020-09-28-21-10,2020-09-28-21-11,2020-09-28-21-13,2020-09-28-21-15,2020-09-28-21-10,2020-09-28-21-11,2020-09-28-21-13,2020-09-28-21-16,0,0,1,0,14,45
39959,2020-09-29-05-30,2020-09-29-05-31,2020-09-29-05-33,2020-09-29-05-35,2020-09-29-05-29,2020-09-29-05-30,2020-09-29-05-31,2020-09-29-05-35,0,0,0.5,0,1,46
39961,2020-09-29-06-42,2020-09-29-06-43,2020-09-29-06-45,2020-09-29-06-47,2020-09-29-06-42,2020-09-29-06-43,2020-09-29-06-44,2020-09-29-06-47,0,1,0,0,2,47
39963,2020-09-29-07-44,2020-09-29-07-46,2020-09-29-07-48,2020-09-29-07-51,2020-09-29-07-51,2020-09-29-07-52,2020-09-29-07-53,2020-09-29-07-56,0,1,1,0.5,3,48
39965,2020-09-29-08-58,2020-09-29-09-00,2020-09-29-09-02,2020-09-29-09-05,2020-09-29-09-25,2020-09-29-09-27,2020-09-29-09-28,2020-09-29-09-32,0,1,0,0,4,49
39967,2020-09-29-10-28,2020-09-29-10-30,2020-09-29-10-32,2020-09-29-10-35,2020-09-29-10-29,2020-09-29-10-31,2020-09-29-10-33,2020-09-29-10-36,0,0.5,1,0,5,50
39969,2020-09-29-11-39,2020-09-29-11-41,2020-09-29-11-43,2020-09-29-11-46,2020-09-29-11-39,2020-09-29-11-41,2020-09-29-11-42,2020-09-29-11-46,0,1,1.5,0,6,51
39971,2020-09-29-12-50,2020-09-29-12-52,2020-09-29-12-54,2020-09-29-12-57,2020-09-29-12-51,2020-09-29-12-52,2020-09-29-12-54,2020-09-29-12-58,0,1,1,0.5,7,52
39973,2020-09-29-14-01,2020-09-29-14-03,2020-09-29-14-05,2020-09-29-14-08,2020-09-29-14-02,2020-09-29-14-03,2020-09-29-14-05,2020-09-29-14-10,0,0,1,1,8,53
39975,2020-09-29-15-12,2020-09-29-15-14,2020-09-29-15-16,2020-09-29-15-19,2020-09-29-15-13,2020-09-29-15-15,2020-09-29-15-16,2020-09-29-15-19,0,0,0,0,9,54
39977,2020-09-29-16-29,2020-09-29-16-31,2020-09-29-16-33,2020-09-29-16-36,2020-09-29-16-30,2020-09-29-16-30,2020-09-29-16-32,2020-09-29-16-35,0,1,1,1,10,55
39979,2020-09-29-17-41,2020-09-29-17-43,2020-09-29-17-45,2020-09-29-17-48,2020-09-29-17-50,2020-09-29-17-53,2020-09-29-17-57,2020-09-29-18-05,0,1,1,0,11,56
39981,2020-09-29-18-52,2020-09-29-18-54,2020-09-29-18-56,2020-09-29-18-59,2020-09-29-19-07,2020-09-29-19-11,2020-09-29-19-20,2020-09-29-19-27,0,3,2,0,12,57
39983,2020-09-29-19-59,2020-09-29-20-00,2020-09-29-20-02,2020-09-29-20-04,2020-09-29-20-37,2020-09-29-20-37,2020-09-29-20-38,2020-09-29-20-41,0,0.5,1,0,13,58
39963,2020-09-30-07-44,2020-09-30-07-46,2020-09-30-07-48,2020-09-30-07-51,2020-09-30-07-53,2020-09-30-07-54,2020-09-30-07-55,2020-09-30-08-00,0,0,0,0,1,59
39965,2020-09-30-08-58,2020-09-30-09-00,2020-09-30-09-02,2020-09-30-09-05,2020-09-30-09-10,2020-09-30-09-11,2020-09-30-09-13,2020-09-30-09-16,0,1,1,0,2,60
39967,2020-09-30-10-28,2020-09-30-10-30,2020-09-30-10-32,2020-09-30-10-35,2020-09-30-10-27,2020-09-30-10-28,2020-09-30-10-30,2020-09-30-10-34,0,1,0.5,0,3,61
39969,2020-09-30-11-39,2020-09-30-11-41,2020-09-30-11-43,2020-09-30-11-46,2020-09-30-11-38,2020-09-30-11-39,2020-09-30-11-41,2020-09-30-11-48,0,1,1,0,4,62
39971,2020-09-30-12-50,2020-09-30-12-52,2020-09-30-12-54,2020-09-30-12-57,2020-09-30-12-51,2020-09-30-12-52,2020-09-30-12-54,2020-09-30-12-58,0,1,1,0,5,63
39973,2020-09-30-14-01,2020-09-30-14-03,2020-09-30-14-05,2020-09-30-14-08,2020-09-30-14-03,2020-09-30-14-04,2020-09-30-14-06,2020-09-30-14-10,0,0,1,0,6,64
39975,2020-09-30-15-12,2020-09-30-15-14,2020-09-30-15-16,2020-09-30-15-19,2020-09-30-15-14,2020-09-30-15-15,2020-09-30-15-16,2020-09-30-15-19,0,1,1,0,7,65
39977,2020-09-30-16-29,2020-09-30-16-31,2020-09-30-16-33,2020-09-30-16-36,2020-09-30-16-31,2020-09-30-16-32,2020-09-30-16-33,2020-09-30-16-36,0,1,1,0,8,66
39979,2020-09-30-17-41,2020-09-30-17-43,2020-09-30-17-45,2020-09-30-17-48,2020-09-30-17-47,2020-09-30-17-49,2020-09-30-17-54,2020-09-30-18-04,0,1,2,0,9,67
39981,2020-09-30-18-52,2020-09-30-18-54,2020-09-30-18-56,2020-09-30-18-59,2020-09-30-19-09,2020-09-30-19-10,2020-09-30-19-12,2020-09-30-19-16,0,0.5,2,0.5,10,68
39983,2020-09-30-19-59,2020-09-30-20-00,2020-09-30-20-02,2020-09-30-20-04,2020-09-30-20-20,2020-09-30-20-21,2020-09-30-20-22,2020-09-30-20-26,0,0,0,0,11,69
39985,2020-09-30-21-10,2020-09-30-21-11,2020-09-30-21-13,2020-09-30-21-15,2020-09-30-21-14,2020-09-30-21-15,2020-09-30-21-16,2020-09-30-21-19,0,0.5,0,0,12,70
39959,2020-10-01-05-30,2020-10-01-05-31,2020-10-01-05-33,2020-10-01-05-35,2020-10-01-05-29,2020-10-01-05-30,2020-10-01-05-31,2020-10-01-05-34,0,0,0,1,1,71
39963,2020-10-01-07-44,2020-10-01-07-46,2020-10-01-07-48,2020-10-01-07-51,2020-10-01-07-49,2020-10-01-07-50,2020-10-01-07-51,2020-10-01-07-54,0,0.5,0,0,2,72
39965,2020-10-01-08-58,2020-10-01-09-00,2020-10-01-09-02,2020-10-01-09-05,2020-10-01-09-08,2020-10-01-09-09,2020-10-01-09-10,2020-10-01-09-14,0,0,1,0,3,73
39967,2020-10-01-10-28,2020-10-01-10-30,2020-10-01-10-32,2020-10-01-10-35,2020-10-01-10-31,2020-10-01-10-31,2020-10-01-10-33,2020-10-01-10-36,0,0,2,0,4,74
39969,2020-10-01-11-39,2020-10-01-11-41,2020-10-01-11-43,2020-10-01-11-46,2020-10-01-11-38,2020-10-01-11-39,2020-10-01-11-41,2020-10-01-11-46,0,0,0,0,5,75
39971,2020-10-01-12-50,2020-10-01-12-52,2020-10-01-12-54,2020-10-01-12-57,2020-10-01-12-52,2020-10-01-12-53,2020-10-01-12-54,2020-10-01-12-58,0,1,1,0,6,76
39975,2020-10-01-15-12,2020-10-01-15-14,2020-10-01-15-16,2020-10-01-15-19,2020-10-01-15-14,2020-10-01-15-15,2020-10-01-15-16,2020-10-01-15-19,0,1,1,0,7,77
39977,2020-10-01-16-29,2020-10-01-16-31,2020-10-01-16-33,2020-10-01-16-36,2020-10-01-16-32,2020-10-01-16-33,2020-10-01-16-35,2020-10-01-16-39,0,0.5,2,0,8,78
39979,2020-10-01-17-41,2020-10-01-17-43,2020-10-01-17-45,2020-10-01-17-48,2020-10-01-17-52,2020-10-01-17-53,2020-10-01-17-54,2020-10-01-18-01,0,0,2,0,9,79
39981,2020-10-01-18-52,2020-10-01-18-54,2020-10-01-18-56,2020-10-01-18-59,2020-10-01-19-19,2020-10-01-19-20,2020-10-01-19-21,2020-10-01-19-26,0,0.5,0,0,10,80
39983,2020-10-01-19-59,2020-10-01-20-00,2020-10-01-20-02,2020-10-01-20-04,2020-10-01-20-24,2020-10-01-20-25,2020-10-01-20-27,2020-10-01-20-29,0,0.5,0.5,0,11,81
39985,2020-10-01-21-10,2020-10-01-21-11,2020-10-01-21-13,2020-10-01-21-15,2020-10-01-21-37,2020-10-01-21-38,2020-10-01-21-39,2020-10-01-21-43,0,1,1,0,12,82
39959,2020-10-02-05-30,2020-10-02-05-31,2020-10-02-05-33,2020-10-02-05-35,2020-10-02-05-30,2020-10-02-05-30,2020-10-02-05-32,2020-10-02-05-35,0,0.5,0.5,0,1,1
39963,2020-10-02-07-44,2020-10-02-07-46,2020-10-02-07-48,2020-10-02-07-51,2020-10-02-07-49,2020-10-02-07-50,2020-10-02-07-52,2020-10-02-07-53,0,0.5,1,0,2,2
39965,2020-10-02-08-58,2020-10-02-09-00,2020-10-02-09-02,2020-10-02-09-05,2020-10-02-09-06,2020-10-02-09-07,2020-10-02-09-08,2020-10-02-09-12,0,1,0.5,0,3,3
39967,2020-10-02-10-28,2020-10-02-10-30,2020-10-02-10-32,2020-10-02-10-35,2020-10-02-10-29,2020-10-02-10-30,2020-10-02-10-32,2020-10-02-10-36,0,0.5,0.5,0,4,4
39971,2020-10-02-12-50,2020-10-02-12-52,2020-10-02-12-54,2020-10-02-12-57,2020-10-02-12-55,2020-10-02-12-55,2020-10-02-12-57,2020-10-02-13-01,0,0.5,1,0,5,5
39973,2020-10-02-14-01,2020-10-02-14-03,2020-10-02-14-05,2020-10-02-14-08,2020-10-02-14-06,2020-10-02-14-07,2020-10-02-14-08,2020-10-02-14-12,0,1,0,0,6,6
39975,2020-10-02-15-12,2020-10-02-15-14,2020-10-02-15-16,2020-10-02-15-19,2020-10-02-15-14,2020-10-02-15-15,2020-10-02-15-16,2020-10-02-15-21,0,0,0,0,7,7
39979,2020-10-02-17-41,2020-10-02-17-43,2020-10-02-17-45,2020-10-02-17-48,2020-10-02-17-53,2020-10-02-17-54,2020-10-02-17-56,2020-10-02-18-01,0,0,2,0,8,8
39981,2020-10-02-18-52,2020-10-02-18-54,2020-10-02-18-56,2020-10-02-18-59,2020-10-02-19-07,2020-10-02-19-08,2020-10-02-19-10,2020-10-02-19-15,0,1,0,0,9,9
39985,2020-10-02-21-10,2020-10-02-21-11,2020-10-02-21-13,2020-10-02-21-15,2020-10-02-21-23,2020-10-02-21-24,2020-10-02-21-25,2020-10-02-21-29,0,0,0,0,10,10
40232,2020-10-03-05-29,2020-10-03-05-30,2020-10-03-05-31,2020-10-03-05-33,2020-10-03-05-29,2020-10-03-05-30,2020-10-03-05-30,2020-10-03-05-33,0,0,0.5,0,1,11
40240,2020-10-03-09-56,2020-10-03-09-58,2020-10-03-09-59,2020-10-03-10-01,2020-10-03-09-57,2020-10-03-09-58,2020-10-03-09-59,2020-10-03-10-01,0,0,0.5,0.5,2,12
40242,2020-10-03-11-03,2020-10-03-11-05,2020-10-03-11-06,2020-10-03-11-08,2020-10-03-11-04,2020-10-03-11-05,2020-10-03-11-06,2020-10-03-11-10,0,0,1,0,3,13
40244,2020-10-03-12-06,2020-10-03-12-08,2020-10-03-12-09,2020-10-03-12-11,2020-10-03-12-08,2020-10-03-12-08,2020-10-03-12-09,2020-10-03-12-12,0,0,1,0,4,14
40248,2020-10-03-14-12,2020-10-03-14-14,2020-10-03-14-15,2020-10-03-14-17,2020-10-03-14-13,2020-10-03-14-13,2020-10-03-14-14,2020-10-03-14-15,0,0,0,0,5,15
40252,2020-10-03-16-26,2020-10-03-16-28,2020-10-03-16-29,2020-10-03-16-31,2020-10-03-16-27,2020-10-03-16-27,2020-10-03-16-28,2020-10-03-16-31,0,0,0.5,0,6,16
40256,2020-10-03-18-34,2020-10-03-18-36,2020-10-03-18-37,2020-10-03-18-39,2020-10-03-18-34,2020-10-03-18-34,2020-10-03-18-35,2020-10-03-18-39,0,0,0,0,7,17
40258,2020-10-03-19-36,2020-10-03-19-37,2020-10-03-19-38,2020-10-03-19-40,2020-10-03-19-35,2020-10-03-19-36,2020-10-03-19-37,2020-10-03-19-39,0,0,1,0,8,18
40260,2020-10-03-20-44,2020-10-03-20-45,2020-10-03-20-46,2020-10-03-20-48,2020-10-03-20-43,2020-10-03-20-44,2020-10-03-20-45,2020-10-03-20-47,0,0,0,0,9,19
40234,2020-10-04-06-29,2020-10-04-06-30,2020-10-04-06-31,2020-10-04-06-33,2020-10-04-06-31,2020-10-04-06-31,2020-10-04-06-32,2020-10-04-06-36,0,0,0,0,1,20
40236,2020-10-04-07-39,2020-10-04-07-41,2020-10-04-07-42,2020-10-04-07-44,2020-10-04-07-39,2020-10-04-07-40,2020-10-04-07-42,2020-10-04-07-45,0,1,1,0,2,21
40238,2020-10-04-08-42,2020-10-04-08-44,2020-10-04-08-45,2020-10-04-08-47,2020-10-04-08-42,2020-10-04-08-43,2020-10-04-08-45,2020-10-04-08-48,0,1,0,0,3,22
40240,2020-10-04-09-56,2020-10-04-09-58,2020-10-04-09-59,2020-10-04-10-01,2020-10-04-09-57,2020-10-04-09-57,2020-10-04-09-59,2020-10-04-10-02,0,0,0.5,0,4,23
40242,2020-10-04-11-03,2020-10-04-11-05,2020-10-04-11-06,2020-10-04-11-08,2020-10-04-11-06,2020-10-04-11-06,2020-10-04-11-07,2020-10-04-11-10,0,0,0,0,5,24
40244,2020-10-04-12-06,2020-10-04-12-08,2020-10-04-12-09,2020-10-04-12-11,2020-10-04-12-08,2020-10-04-12-09,2020-10-04-12-10,2020-10-04-12-12,0,0.5,0.5,0.5,6,25
40246,2020-10-04-13-09,2020-10-04-13-11,2020-10-04-13-12,2020-10-04-13-14,2020-10-04-13-11,2020-10-04-13-12,2020-10-04-13-13,2020-10-04-13-16,0,0,0,0,7,26
40250,2020-10-04-15-15,2020-10-04-15-17,2020-10-04-15-18,2020-10-04-15-20,2020-10-04-15-18,2020-10-04-15-18,2020-10-04-15-19,2020-10-04-15-22,0,0,0,0,8,27
40252,2020-10-04-16-26,2020-10-04-16-28,2020-10-04-16-29,2020-10-04-16-31,2020-10-04-16-28,2020-10-04-16-29,2020-10-04-16-30,2020-10-04-16-33,0,0,0,0,9,28
40254,2020-10-04-17-31,2020-10-04-17-33,2020-10-04-17-34,2020-10-04-17-36,2020-10-04-17-33,2020-10-04-17-34,2020-10-04-17-35,2020-10-04-17-38,0,0,1,0,10,29
40256,2020-10-04-18-34,2020-10-04-18-36,2020-10-04-18-37,2020-10-04-18-39,2020-10-04-18-36,2020-10-04-18-37,2020-10-04-18-38,2020-10-04-18-41,0,0,0,0,11,30
40260,2020-10-04-20-44,2020-10-04-20-45,2020-10-04-20-46,2020-10-04-20-48,2020-10-04-20-47,2020-10-04-20-48,2020-10-04-20-48,2020-10-04-20-51,0,0,0,0,12,31
39959,2020-10-05-05-30,2020-10-05-05-31,2020-10-05-05-33,2020-10-05-05-35,2020-10-05-05-30,2020-10-05-05-31,2020-10-05-05-32,2020-10-05-05-36,0,0,1,0,1,32
39961,2020-10-05-06-42,2020-10-05-06-43,2020-10-05-06-45,2020-10-05-06-47,2020-10-05-06-44,2020-10-05-06-45,2020-10-05-06-46,2020-10-05-06-50,0,0,0.5,0,2,33
39963,2020-10-05-07-44,2020-10-05-07-46,2020-10-05-07-48,2020-10-05-07-51,2020-10-05-07-50,2020-10-05-07-51,2020-10-05-07-53,2020-10-05-07-56,0,1,1,0,3,34
39965,2020-10-05-08-58,2020-10-05-09-00,2020-10-05-09-02,2020-10-05-09-05,2020-10-05-09-14,2020-10-05-09-15,2020-10-05-09-17,2020-10-05-09-20,0,0.5,0,0,4,35
39967,2020-10-05-10-28,2020-10-05-10-30,2020-10-05-10-32,2020-10-05-10-35,2020-10-05-10-29,2020-10-05-10-30,2020-10-05-10-32,2020-10-05-10-36,0,1,0.5,0,5,36
39971,2020-10-05-12-50,2020-10-05-12-52,2020-10-05-12-54,2020-10-05-12-57,2020-10-05-12-50,2020-10-05-12-51,2020-10-05-12-52,2020-10-05-12-56,0,0,0,0,6,37
39973,2020-10-05-14-01,2020-10-05-14-03,2020-10-05-14-05,2020-10-05-14-08,2020-10-05-14-03,2020-10-05-14-03,2020-10-05-14-04,2020-10-05-14-08,0,1,0.5,0,7,38
39975,2020-10-05-15-12,2020-10-05-15-14,2020-10-05-15-16,2020-10-05-15-19,2020-10-05-15-12,2020-10-05-15-13,2020-10-05-15-14,2020-10-05-15-17,0,1,0,0,8,39
39981,2020-10-05-18-52,2020-10-05-18-54,2020-10-05-18-56,2020-10-05-18-59,2020-10-05-19-16,2020-10-05-19-18,2020-10-05-19-19,2020-10-05-19-23,1,0,0,0,9,40
39983,2020-10-05-19-59,2020-10-05-20-00,2020-10-05-20-02,2020-10-05-20-04,2020-10-05-20-24,2020-10-05-20-25,2020-10-05-20-26,2020-10-05-20-30,0,0,0,0,10,41
39985,2020-10-05-21-10,2020-10-05-21-11,2020-10-05-21-13,2020-10-05-21-15,2020-10-05-21-32,2020-10-05-21-33,2020-10-05-21-34,2020-10-05-21-37,1,0,0,0,11,42
39959,2020-10-06-05-30,2020-10-06-05-31,2020-10-06-05-33,2020-10-06-05-35,2020-10-06-05-29,2020-10-06-05-30,2020-10-06-05-31,2020-10-06-05-33,0,0,0,0,1,43
39963,2020-10-06-07-44,2020-10-06-07-46,2020-10-06-07-48,2020-10-06-07-51,2020-10-06-07-51,2020-10-06-07-52,2020-10-06-07-54,2020-10-06-07-56,0,1,0,0,2,44
39965,2020-10-06-08-58,2020-10-06-09-00,2020-10-06-09-02,2020-10-06-09-05,2020-10-06-09-13,2020-10-06-09-14,2020-10-06-09-15,2020-10-06-09-17,0,0,0,0,3,45
39967,2020-10-06-10-28,2020-10-06-10-30,2020-10-06-10-32,2020-10-06-10-35,2020-10-06-10-28,2020-10-06-10-29,2020-10-06-10-31,2020-10-06-10-33,0,1,0,0.5,4,46
39973,2020-10-06-14-01,2020-10-06-14-03,2020-10-06-14-05,2020-10-06-14-08,2020-10-06-14-01,2020-10-06-14-02,2020-10-06-14-04,2020-10-06-14-08,0,1,1,0,5,47
