course_id,sched_1_355,sched_2_1035,sched_3_418,sched_4_2543,stop_1_355,stop_2_1035,stop_3_418,stop_4_2543,stay_1_355,stay_2_1035,stay_3_418,stay_4_2543,daily_course,weekly_course
40256,2020-06-07-18-34,2020-06-07-18-36,2020-06-07-18-37,2020-06-07-18-39,2020-06-07-18-34,2020-06-07-18-36,2020-06-07-18-37,2020-06-07-18-39,1,0,0,0,13,42
40258,2020-06-07-19-36,2020-06-07-19-37,2020-06-07-19-38,2020-06-07-19-40,2020-06-07-19-36,2020-06-07-19-37,2020-06-07-19-38,2020-06-07-19-41,0.5,0.5,1,0,14,43
40260,2020-06-07-20-44,2020-06-07-20-45,2020-06-07-20-46,2020-06-07-20-48,2020-06-07-20-47,2020-06-07-20-49,2020-06-07-20-49,2020-06-07-20-51,1,0,0,0.5,15,44
39959,2020-06-08-05-30,2020-06-08-05-31,2020-06-08-05-33,2020-06-08-05-35,2020-06-08-05-29,2020-06-08-05-30,2020-06-08-05-31,2020-06-08-05-34,0,0,0,0,1,45
39961,2020-06-08-06-42,2020-06-08-06-43,2020-06-08-06-45,2020-06-08-06-47,2020-06-08-06-41,2020-06-08-06-43,2020-06-08-06-44,2020-06-08-06-46,1,0,0,0,2,46
39963,2020-06-08-07-44,2020-06-08-07-46,2020-06-08-07-48,2020-06-08-07-51,2020-06-08-07-43,2020-06-08-07-44,2020-06-08-07-46,2020-06-08-07-50,0.5,0.5,1,1,3,47
39965,2020-06-08-08-58,2020-06-08-09-00,2020-06-08-09-02,2020-06-08-09-05,2020-06-08-08-58,2020-06-08-09-01,2020-06-08-09-02,2020-06-08-09-04,2,0,1,1,4,48
39967,2020-06-08-10-28,2020-06-08-10-30,2020-06-08-10-32,2020-06-08-10-35,2020-06-08-10-27,2020-06-08-10-29,2020-06-08-10-30,2020-06-08-10-33,2,0,1,1,5,49
39969,2020-06-08-11-39,2020-06-08-11-41,2020-06-08-11-43,2020-06-08-11-46,2020-06-08-11-38,2020-06-08-11-41,2020-06-08-11-42,2020-06-08-11-46,1.5,0,0.5,0,6,50
39971,2020-06-08-12-50,2020-06-08-12-52,2020-06-08-12-54,2020-06-08-12-57,2020-06-08-12-49,2020-06-08-12-51,2020-06-08-12-53,2020-06-08-12-56,1,0,1,0.5,7,51
39973,2020-06-08-14-01,2020-06-08-14-03,2020-06-08-14-05,2020-06-08-14-08,2020-06-08-14-00,2020-06-08-14-02,2020-06-08-14-03,2020-06-08-14-06,1,0.5,0.5,1,8,52
39975,2020-06-08-15-12,2020-06-08-15-14,2020-06-08-15-16,2020-06-08-15-19,2020-06-08-15-11,2020-06-08-15-13,2020-06-08-15-15,2020-06-08-15-18,0.5,1,1,1,9,53
39977,2020-06-08-16-29,2020-06-08-16-31,2020-06-08-16-33,2020-06-08-16-36,2020-06-08-16-28,2020-06-08-16-30,2020-06-08-16-32,2020-06-08-16-35,1.5,0,1,0.5,10,54
39979,2020-06-08-17-41,2020-06-08-17-43,2020-06-08-17-45,2020-06-08-17-48,2020-06-08-17-40,2020-06-08-17-42,2020-06-08-17-44,2020-06-08-17-47,1,0.5,1,1,11,55
39981,2020-06-08-18-52,2020-06-08-18-54,2020-06-08-18-56,2020-06-08-18-59,2020-06-08-18-51,2020-06-08-18-53,2020-06-08-18-55,2020-06-08-18-58,1,0.5,0.5,0,12,56
39983,2020-06-08-19-59,2020-06-08-20-00,2020-06-08-20-02,2020-06-08-20-04,2020-06-08-19-58,2020-06-08-20-00,2020-06-08-20-01,2020-06-08-20-03,1,0,0.5,1,13,57
39985,2020-06-08-21-10,2020-06-08-21-11,2020-06-08-21-13,2020-06-08-21-15,2020-06-08-21-09,2020-06-08-21-10,2020-06-08-21-11,2020-06-08-21-15,0,0.5,0.5,0,14,58
39959,2020-06-09-05-30,2020-06-09-05-31,2020-06-09-05-33,2020-06-09-05-35,2020-06-09-05-29,2020-06-09-05-30,2020-06-09-05-32,2020-06-09-05-34,0.5,1,1,1,1,59
39961,2020-06-09-06-42,2020-06-09-06-43,2020-06-09-06-45,2020-06-09-06-47,2020-06-09-06-41,2020-06-09-06-43,2020-06-09-06-44,2020-06-09-06-46,1,0,1,1,2,60
39963,2020-06-09-07-44,2020-06-09-07-46,2020-06-09-07-48,2020-06-09-07-51,2020-06-09-07-44,2020-06-09-07-46,2020-06-09-07-47,2020-06-09-07-50,1,1,0.5,0.5,3,61
39965,2020-06-09-08-58,2020-06-09-09-00,2020-06-09-09-02,2020-06-09-09-05,2020-06-09-08-59,2020-06-09-09-02,2020-06-09-09-03,2020-06-09-09-06,2,0.5,1,1,4,62
39967,2020-06-09-10-28,2020-06-09-10-30,2020-06-09-10-32,2020-06-09-10-35,2020-06-09-10-27,2020-06-09-10-29,2020-06-09-10-31,2020-06-09-10-34,1,1,1,1,5,63
39969,2020-06-09-11-39,2020-06-09-11-41,2020-06-09-11-43,2020-06-09-11-46,2020-06-09-11-38,2020-06-09-11-41,2020-06-09-11-42,2020-06-09-11-46,3,0.5,1,1,6,64
39971,2020-06-09-12-50,2020-06-09-12-52,2020-06-09-12-54,2020-06-09-12-57,2020-06-09-12-49,2020-06-09-12-51,2020-06-09-12-53,2020-06-09-12-56,0.5,1,1,1,7,65
39973,2020-06-09-14-01,2020-06-09-14-03,2020-06-09-14-05,2020-06-09-14-08,2020-06-09-14-02,2020-06-09-14-04,2020-06-09-14-05,2020-06-09-14-08,1.5,0.5,1,1,8,66
39975,2020-06-09-15-12,2020-06-09-15-14,2020-06-09-15-16,2020-06-09-15-19,2020-06-09-15-12,2020-06-09-15-13,2020-06-09-15-15,2020-06-09-15-19,1,0.5,2,0,9,67
39977,2020-06-09-16-29,2020-06-09-16-31,2020-06-09-16-33,2020-06-09-16-36,2020-06-09-16-29,2020-06-09-16-31,2020-06-09-16-33,2020-06-09-16-36,1,1,1,0,10,68
39979,2020-06-09-17-41,2020-06-09-17-43,2020-06-09-17-45,2020-06-09-17-48,2020-06-09-17-41,2020-06-09-17-44,2020-06-09-17-47,2020-06-09-17-51,1.5,1,1,1,11,69
39981,2020-06-09-18-52,2020-06-09-18-54,2020-06-09-18-56,2020-06-09-18-59,2020-06-09-18-51,2020-06-09-18-53,2020-06-09-18-55,2020-06-09-19-01,0.5,0.5,2,0,12,70
39983,2020-06-09-19-59,2020-06-09-20-00,2020-06-09-20-02,2020-06-09-20-04,2020-06-09-19-59,2020-06-09-20-02,2020-06-09-20-03,2020-06-09-20-05,1,0,0.5,1,13,71
39985,2020-06-09-21-10,2020-06-09-21-11,2020-06-09-21-13,2020-06-09-21-15,2020-06-09-21-10,2020-06-09-21-12,2020-06-09-21-12,2020-06-09-21-15,1,0,0.5,1,14,72
39959,2020-06-10-05-30,2020-06-10-05-31,2020-06-10-05-33,2020-06-10-05-35,2020-06-10-05-30,2020-06-10-05-31,2020-06-10-05-32,2020-06-10-05-35,0,0.5,1,1,1,73
39961,2020-06-10-06-42,2020-06-10-06-43,2020-06-10-06-45,2020-06-10-06-47,2020-06-10-06-42,2020-06-10-06-43,2020-06-10-06-44,2020-06-10-06-48,0,0,1,0,2,74
39963,2020-06-10-07-44,2020-06-10-07-46,2020-06-10-07-48,2020-06-10-07-51,2020-06-10-07-44,2020-06-10-07-46,2020-06-10-07-48,2020-06-10-07-50,2,1,0.5,1,3,75
39965,2020-06-10-08-58,2020-06-10-09-00,2020-06-10-09-02,2020-06-10-09-05,2020-06-10-09-01,2020-06-10-09-03,2020-06-10-09-04,2020-06-10-09-08,1,0,0,0.5,4,76
39967,2020-06-10-10-28,2020-06-10-10-30,2020-06-10-10-32,2020-06-10-10-35,2020-06-10-10-28,2020-06-10-10-31,2020-06-10-10-32,2020-06-10-10-36,2,0,0,1,5,77
39969,2020-06-10-11-39,2020-06-10-11-41,2020-06-10-11-43,2020-06-10-11-46,2020-06-10-11-39,2020-06-10-11-41,2020-06-10-11-43,2020-06-10-11-46,2,0.5,1,0,6,78
39971,2020-06-10-12-50,2020-06-10-12-52,2020-06-10-12-54,2020-06-10-12-57,2020-06-10-12-50,2020-06-10-12-53,2020-06-10-12-54,2020-06-10-12-56,1,1,1,1,7,79
39973,2020-06-10-14-01,2020-06-10-14-03,2020-06-10-14-05,2020-06-10-14-08,2020-06-10-14-01,2020-06-10-14-03,2020-06-10-14-05,2020-06-10-14-10,1,0,2,1,8,80
39975,2020-06-10-15-12,2020-06-10-15-14,2020-06-10-15-16,2020-06-10-15-19,2020-06-10-15-11,2020-06-10-15-13,2020-06-10-15-15,2020-06-10-15-18,1,0,1,1,9,81
39977,2020-06-10-16-29,2020-06-10-16-31,2020-06-10-16-33,2020-06-10-16-36,2020-06-10-16-29,2020-06-10-16-31,2020-06-10-16-32,2020-06-10-16-35,2,0,1,1,10,82
39979,2020-06-10-17-41,2020-06-10-17-43,2020-06-10-17-45,2020-06-10-17-48,2020-06-10-17-41,2020-06-10-17-44,2020-06-10-17-45,2020-06-10-17-51,1,1,2.5,1,11,83
39981,2020-06-10-18-52,2020-06-10-18-54,2020-06-10-18-56,2020-06-10-18-59,2020-06-10-18-52,2020-06-10-18-54,2020-06-10-18-55,2020-06-10-18-58,1,1,1,1,12,84
39983,2020-06-10-19-59,2020-06-10-20-00,2020-06-10-20-02,2020-06-10-20-04,2020-06-10-19-59,2020-06-10-20-02,2020-06-10-20-03,2020-06-10-20-07,1,1,1,0.5,13,85
39985,2020-06-10-21-10,2020-06-10-21-11,2020-06-10-21-13,2020-06-10-21-15,2020-06-10-21-10,2020-06-10-21-12,2020-06-10-21-13,2020-06-10-21-15,1.5,0.5,1,0.5,14,86
39959,2020-06-11-05-30,2020-06-11-05-31,2020-06-11-05-33,2020-06-11-05-35,2020-06-11-05-29,2020-06-11-05-30,2020-06-11-05-32,2020-06-11-05-34,0,0.5,0,0.5,1,87
39961,2020-06-11-06-42,2020-06-11-06-43,2020-06-11-06-45,2020-06-11-06-47,2020-06-11-06-41,2020-06-11-06-43,2020-06-11-06-44,2020-06-11-06-46,1,0.5,0.5,0.5,2,88
39963,2020-06-11-07-44,2020-06-11-07-46,2020-06-11-07-48,2020-06-11-07-51,2020-06-11-07-49,2020-06-11-07-50,2020-06-11-07-51,2020-06-11-07-54,0.5,0,0.5,1,3,89
39965,2020-06-11-08-58,2020-06-11-09-00,2020-06-11-09-02,2020-06-11-09-05,2020-06-11-09-04,2020-06-11-09-06,2020-06-11-09-08,2020-06-11-09-12,1.5,0,0.5,1,4,90
39967,2020-06-11-10-28,2020-06-11-10-30,2020-06-11-10-32,2020-06-11-10-35,2020-06-11-10-28,2020-06-11-10-30,2020-06-11-10-33,2020-06-11-10-36,2,1,0,1,5,91
39969,2020-06-11-11-39,2020-06-11-11-41,2020-06-11-11-43,2020-06-11-11-46,2020-06-11-11-41,2020-06-11-11-43,2020-06-11-11-45,2020-06-11-11-48,1,0.5,0,0,6,92
39971,2020-06-11-12-50,2020-06-11-12-52,2020-06-11-12-54,2020-06-11-12-57,2020-06-11-12-51,2020-06-11-12-53,2020-06-11-12-55,2020-06-11-12-58,1.5,0.5,2,1,7,93
39973,2020-06-11-14-01,2020-06-11-14-03,2020-06-11-14-05,2020-06-11-14-08,2020-06-11-14-01,2020-06-11-14-03,2020-06-11-14-05,2020-06-11-14-08,1,0.5,0,0.5,8,94
39975,2020-06-11-15-12,2020-06-11-15-14,2020-06-11-15-16,2020-06-11-15-19,2020-06-11-15-11,2020-06-11-15-15,2020-06-11-15-18,2020-06-11-15-21,3,1,1,1,9,95
39977,2020-06-11-16-29,2020-06-11-16-31,2020-06-11-16-33,2020-06-11-16-36,2020-06-11-16-28,2020-06-11-16-29,2020-06-11-16-32,2020-06-11-16-34,1,1,2,1,10,96
39979,2020-06-11-17-41,2020-06-11-17-43,2020-06-11-17-45,2020-06-11-17-48,2020-06-11-17-45,2020-06-11-17-48,2020-06-11-17-50,2020-06-11-17-54,1,0.5,2,0.5,11,97
39981,2020-06-11-18-52,2020-06-11-18-54,2020-06-11-18-56,2020-06-11-18-59,2020-06-11-18-57,2020-06-11-19-00,2020-06-11-19-02,2020-06-11-19-07,1.5,1,2,1,12,98
39983,2020-06-11-19-59,2020-06-11-20-00,2020-06-11-20-02,2020-06-11-20-04,2020-06-11-19-58,2020-06-11-20-01,2020-06-11-20-01,2020-06-11-20-03,2,0,0,1,13,99
39985,2020-06-11-21-10,2020-06-11-21-11,2020-06-11-21-13,2020-06-11-21-15,2020-06-11-21-08,2020-06-11-21-10,2020-06-11-21-11,2020-06-11-21-13,1,0.5,0.5,0.5,14,100
39959,2020-06-12-05-30,2020-06-12-05-31,2020-06-12-05-33,2020-06-12-05-35,2020-06-12-05-29,2020-06-12-05-30,2020-06-12-05-31,2020-06-12-05-34,0,0,0.5,0,1,1
39961,2020-06-12-06-42,2020-06-12-06-43,2020-06-12-06-45,2020-06-12-06-47,2020-06-12-06-41,2020-06-12-06-44,2020-06-12-06-45,2020-06-12-06-48,1,0,0,0,2,2
39963,2020-06-12-07-44,2020-06-12-07-46,2020-06-12-07-48,2020-06-12-07-51,2020-06-12-07-43,2020-06-12-07-45,2020-06-12-07-46,2020-06-12-07-49,1,0,0,1.5,3,3
39965,2020-06-12-08-58,2020-06-12-09-00,2020-06-12-09-02,2020-06-12-09-05,2020-06-12-08-59,2020-06-12-09-01,2020-06-12-09-02,2020-06-12-09-04,1,0,0,0,4,4
39967,2020-06-12-10-28,2020-06-12-10-30,2020-06-12-10-32,2020-06-12-10-35,2020-06-12-10-27,2020-06-12-10-29,2020-06-12-10-30,2020-06-12-10-33,0,1,0.5,2,5,5
39969,2020-06-12-11-39,2020-06-12-11-41,2020-06-12-11-43,2020-06-12-11-46,2020-06-12-11-38,2020-06-12-11-40,2020-06-12-11-41,2020-06-12-11-44,1,0.5,0.5,1,6,6
39971,2020-06-12-12-50,2020-06-12-12-52,2020-06-12-12-54,2020-06-12-12-57,2020-06-12-12-50,2020-06-12-12-52,2020-06-12-12-55,2020-06-12-12-58,1,0.5,2,0,7,7
39973,2020-06-12-14-01,2020-06-12-14-03,2020-06-12-14-05,2020-06-12-14-08,2020-06-12-14-00,2020-06-12-14-02,2020-06-12-14-04,2020-06-12-14-08,1,0.5,3,0,8,8
39975,2020-06-12-15-12,2020-06-12-15-14,2020-06-12-15-16,2020-06-12-15-19,2020-06-12-15-11,2020-06-12-15-13,2020-06-12-15-15,2020-06-12-15-19,2,0.5,1,1,9,9
39977,2020-06-12-16-29,2020-06-12-16-31,2020-06-12-16-33,2020-06-12-16-36,2020-06-12-16-28,2020-06-12-16-31,2020-06-12-16-31,2020-06-12-16-34,2,0,0.5,1,10,10
39979,2020-06-12-17-41,2020-06-12-17-43,2020-06-12-17-45,2020-06-12-17-48,2020-06-12-17-40,2020-06-12-17-42,2020-06-12-17-45,2020-06-12-17-49,1,0,1,1,11,11
39981,2020-06-12-18-52,2020-06-12-18-54,2020-06-12-18-56,2020-06-12-18-59,2020-06-12-18-51,2020-06-12-18-53,2020-06-12-18-55,2020-06-12-18-58,0.5,1,1,0,12,12
39983,2020-06-12-19-59,2020-06-12-20-00,2020-06-12-20-02,2020-06-12-20-04,2020-06-12-20-00,2020-06-12-20-02,2020-06-12-20-03,2020-06-12-20-07,1,0,0,0.5,13,13
39985,2020-06-12-21-10,2020-06-12-21-11,2020-06-12-21-13,2020-06-12-21-15,2020-06-12-21-09,2020-06-12-21-11,2020-06-12-21-12,2020-06-12-21-15,0,0,0.5,0.5,14,14
40234,2020-06-13-06-29,2020-06-13-06-30,2020-06-13-06-31,2020-06-13-06-33,2020-06-13-06-28,2020-06-13-06-30,2020-06-13-06-31,2020-06-13-06-33,1,0,0,0.5,1,15
40236,2020-06-13-07-39,2020-06-13-07-41,2020-06-13-07-42,2020-06-13-07-44,2020-06-13-07-37,2020-06-13-07-39,2020-06-13-07-40,2020-06-13-07-43,0,0.5,1,0,2,16
40238,2020-06-13-08-42,2020-06-13-08-44,2020-06-13-08-45,2020-06-13-08-47,2020-06-13-08-41,2020-06-13-08-42,2020-06-13-08-43,2020-06-13-08-46,1,1,0.5,1,3,17
40240,2020-06-13-09-56,2020-06-13-09-58,2020-06-13-09-59,2020-06-13-10-01,2020-06-13-09-55,2020-06-13-09-57,2020-06-13-09-59,2020-06-13-10-00,1,0,0,0.5,4,18
40242,2020-06-13-11-03,2020-06-13-11-05,2020-06-13-11-06,2020-06-13-11-08,2020-06-13-11-03,2020-06-13-11-05,2020-06-13-11-06,2020-06-13-11-08,0,0.5,0.5,1,5,19
40244,2020-06-13-12-06,2020-06-13-12-08,2020-06-13-12-09,2020-06-13-12-11,2020-06-13-12-05,2020-06-13-12-07,2020-06-13-12-08,2020-06-13-12-10,0.5,1,0.5,1,6,20
40246,2020-06-13-13-09,2020-06-13-13-11,2020-06-13-13-12,2020-06-13-13-14,2020-06-13-13-11,2020-06-13-13-12,2020-06-13-13-13,2020-06-13-13-16,0.5,0,0,0,7,21
40248,2020-06-13-14-12,2020-06-13-14-14,2020-06-13-14-15,2020-06-13-14-17,2020-06-13-14-15,2020-06-13-14-17,2020-06-13-14-18,2020-06-13-14-20,0.5,0,0,1,8,22
40250,2020-06-13-15-15,2020-06-13-15-17,2020-06-13-15-18,2020-06-13-15-20,2020-06-13-15-17,2020-06-13-15-18,2020-06-13-15-19,2020-06-13-15-23,0,0,0.5,0,9,23
40252,2020-06-13-16-26,2020-06-13-16-28,2020-06-13-16-29,2020-06-13-16-31,2020-06-13-16-30,2020-06-13-16-31,2020-06-13-16-32,2020-06-13-16-33,0,0,0,1,10,24
40254,2020-06-13-17-31,2020-06-13-17-33,2020-06-13-17-34,2020-06-13-17-36,2020-06-13-17-30,2020-06-13-17-33,2020-06-13-17-34,2020-06-13-17-36,1,0.5,0,1,11,25
40256,2020-06-13-18-34,2020-06-13-18-36,2020-06-13-18-37,2020-06-13-18-39,2020-06-13-18-35,2020-06-13-18-37,2020-06-13-18-38,2020-06-13-18-41,1,0,1,2,12,26
40258,2020-06-13-19-36,2020-06-13-19-37,2020-06-13-19-38,2020-06-13-19-40,2020-06-13-19-36,2020-06-13-19-38,2020-06-13-19-39,2020-06-13-19-41,0.5,0,1,1,13,27
40260,2020-06-13-20-44,2020-06-13-20-45,2020-06-13-20-46,2020-06-13-20-48,2020-06-13-20-45,2020-06-13-20-47,2020-06-13-20-48,2020-06-13-20-51,1,0.5,0,0.5,14,28
40232,2020-06-14-05-29,2020-06-14-05-30,2020-06-14-05-31,2020-06-14-05-33,2020-06-14-05-30,2020-06-14-05-31,2020-06-14-05-32,2020-06-14-05-33,1,0,0,0,1,29
40234,2020-06-14-06-29,2020-06-14-06-30,2020-06-14-06-31,2020-06-14-06-33,2020-06-14-06-30,2020-06-14-06-32,2020-06-14-06-32,2020-06-14-06-34,1,0,0,1,2,30
40236,2020-06-14-07-39,2020-06-14-07-41,2020-06-14-07-42,2020-06-14-07-44,2020-06-14-07-39,2020-06-14-07-41,2020-06-14-07-42,2020-06-14-07-46,0.5,0.5,0.5,1,3,31
40238,2020-06-14-08-42,2020-06-14-08-44,2020-06-14-08-45,2020-06-14-08-47,2020-06-14-08-44,2020-06-14-08-46,2020-06-14-08-47,2020-06-14-08-50,0.5,0,1,1,4,32
40240,2020-06-14-09-56,2020-06-14-09-58,2020-06-14-09-59,2020-06-14-10-01,2020-06-14-09-57,2020-06-14-09-59,2020-06-14-10-00,2020-06-14-10-02,1,0,0.5,1,5,33
40242,2020-06-14-11-03,2020-06-14-11-05,2020-06-14-11-06,2020-06-14-11-08,2020-06-14-11-03,2020-06-14-11-06,2020-06-14-11-07,2020-06-14-11-09,2,0,0,1,6,34
40244,2020-06-14-12-06,2020-06-14-12-08,2020-06-14-12-09,2020-06-14-12-11,2020-06-14-12-07,2020-06-14-12-09,2020-06-14-12-10,2020-06-14-12-12,1,0,1,1,7,35
40246,2020-06-14-13-09,2020-06-14-13-11,2020-06-14-13-12,2020-06-14-13-14,2020-06-14-13-10,2020-06-14-13-12,2020-06-14-13-13,2020-06-14-13-16,1.5,0.5,1,0,8,36
40248,2020-06-14-14-12,2020-06-14-14-14,2020-06-14-14-15,2020-06-14-14-17,2020-06-14-14-10,2020-06-14-14-12,2020-06-14-14-13,2020-06-14-14-16,1,0,0,0.5,9,37
40250,2020-06-14-15-15,2020-06-14-15-17,2020-06-14-15-18,2020-06-14-15-20,2020-06-14-15-19,2020-06-14-15-21,2020-06-14-15-22,2020-06-14-15-25,1,0,0,1,10,38
40252,2020-06-14-16-26,2020-06-14-16-28,2020-06-14-16-29,2020-06-14-16-31,2020-06-14-16-27,2020-06-14-16-28,2020-06-14-16-29,2020-06-14-16-32,1,0,0,0,11,39
40254,2020-06-14-17-31,2020-06-14-17-33,2020-06-14-17-34,2020-06-14-17-36,2020-06-14-17-31,2020-06-14-17-32,2020-06-14-17-33,2020-06-14-17-35,0,0,1,1,12,40
40256,2020-06-14-18-34,2020-06-14-18-36,2020-06-14-18-37,2020-06-14-18-39,2020-06-14-18-34,2020-06-14-18-36,2020-06-14-18-37,2020-06-14-18-39,0.5,1,1,1,13,41
40258,2020-06-14-19-36,2020-06-14-19-37,2020-06-14-19-38,2020-06-14-19-40,2020-06-14-19-35,2020-06-14-19-38,2020-06-14-19-38,2020-06-14-19-41,1,0,1,1,14,42
40260,2020-06-14-20-44,2020-06-14-20-45,2020-06-14-20-46,2020-06-14-20-48,2020-06-14-20-45,2020-06-14-20-46,2020-06-14-20-47,2020-06-14-20-49,0.5,0,0,1,15,43
39959,2020-06-15-05-30,2020-06-15-05-31,2020-06-15-05-33,2020-06-15-05-35,2020-06-15-05-28,2020-06-15-05-30,2020-06-15-05-31,2020-06-15-05-34,1,0,0,1,1,44
39961,2020-06-15-06-42,2020-06-15-06-43,2020-06-15-06-45,2020-06-15-06-47,2020-06-15-06-41,2020-06-15-06-43,2020-06-15-06-44,2020-06-15-06-46,2,0.5,0.5,0,2,45
39963,2020-06-15-07-44,2020-06-15-07-46,2020-06-15-07-48,2020-06-15-07-51,2020-06-15-07-43,2020-06-15-07-44,2020-06-15-07-46,2020-06-15-07-50,1,0.5,0,1,3,46
39965,2020-06-15-08-58,2020-06-15-09-00,2020-06-15-09-02,2020-06-15-09-05,2020-06-15-09-04,2020-06-15-09-07,2020-06-15-09-09,2020-06-15-09-12,2,1,1,1,4,47
39967,2020-06-15-10-28,2020-06-15-10-30,2020-06-15-10-32,2020-06-15-10-35,2020-06-15-10-27,2020-06-15-10-29,2020-06-15-10-31,2020-06-15-10-34,1.5,1,0,1,5,48
39969,2020-06-15-11-39,2020-06-15-11-41,2020-06-15-11-43,2020-06-15-11-46,2020-06-15-11-38,2020-06-15-11-40,2020-06-15-11-42,2020-06-15-11-44,1,1,0.5,1,6,49
39971,2020-06-15-12-50,2020-06-15-12-52,2020-06-15-12-54,2020-06-15-12-57,2020-06-15-12-49,2020-06-15-12-51,2020-06-15-12-53,2020-06-15-12-56,1,1,2,0,7,50
39973,2020-06-15-14-01,2020-06-15-14-03,2020-06-15-14-05,2020-06-15-14-08,2020-06-15-14-01,2020-06-15-14-04,2020-06-15-14-05,2020-06-15-14-10,2,0.5,1,0,8,51
39975,2020-06-15-15-12,2020-06-15-15-14,2020-06-15-15-16,2020-06-15-15-19,2020-06-15-15-12,2020-06-15-15-14,2020-06-15-15-15,2020-06-15-15-19,1,0,1,1,9,52
39977,2020-06-15-16-29,2020-06-15-16-31,2020-06-15-16-33,2020-06-15-16-36,2020-06-15-16-30,2020-06-15-16-32,2020-06-15-16-33,2020-06-15-16-35,1,0,1,0,10,53
39979,2020-06-15-17-41,2020-06-15-17-43,2020-06-15-17-45,2020-06-15-17-48,2020-06-15-17-41,2020-06-15-17-44,2020-06-15-17-46,2020-06-15-17-49,1,0,1.5,0.5,11,54
39981,2020-06-15-18-52,2020-06-15-18-54,2020-06-15-18-56,2020-06-15-18-59,2020-06-15-18-52,2020-06-15-18-56,2020-06-15-18-58,2020-06-15-19-01,1,0.5,1,0.5,12,55
39983,2020-06-15-19-59,2020-06-15-20-00,2020-06-15-20-02,2020-06-15-20-04,2020-06-15-19-59,2020-06-15-20-01,2020-06-15-20-02,2020-06-15-20-05,2,0,0,0,13,56
39985,2020-06-15-21-10,2020-06-15-21-11,2020-06-15-21-13,2020-06-15-21-15,2020-06-15-21-10,2020-06-15-21-12,2020-06-15-21-12,2020-06-15-21-15,1,0,0,1,14,57
39959,2020-06-16-05-30,2020-06-16-05-31,2020-06-16-05-33,2020-06-16-05-35,2020-06-16-05-29,2020-06-16-05-30,2020-06-16-05-31,2020-06-16-05-36,0,0,1,0,1,58
39961,2020-06-16-06-42,2020-06-16-06-43,2020-06-16-06-45,2020-06-16-06-47,2020-06-16-06-41,2020-06-16-06-43,2020-06-16-06-44,2020-06-16-06-46,1,0.5,1,1,2,59
39963,2020-06-16-07-44,2020-06-16-07-46,2020-06-16-07-48,2020-06-16-07-51,2020-06-16-07-43,2020-06-16-07-45,2020-06-16-07-47,2020-06-16-07-50,0,1,0.5,1,3,60
39965,2020-06-16-08-58,2020-06-16-09-00,2020-06-16-09-02,2020-06-16-09-05,2020-06-16-09-00,2020-06-16-09-01,2020-06-16-09-03,2020-06-16-09-06,1,1,0.5,1,4,61
39967,2020-06-16-10-28,2020-06-16-10-30,2020-06-16-10-32,2020-06-16-10-35,2020-06-16-10-28,2020-06-16-10-30,2020-06-16-10-31,2020-06-16-10-34,1,1,2,0.5,5,62
39969,2020-06-16-11-39,2020-06-16-11-41,2020-06-16-11-43,2020-06-16-11-46,2020-06-16-11-40,2020-06-16-11-42,2020-06-16-11-44,2020-06-16-11-46,1,0.5,0.5,1,6,63
39971,2020-06-16-12-50,2020-06-16-12-52,2020-06-16-12-54,2020-06-16-12-57,2020-06-16-12-50,2020-06-16-12-51,2020-06-16-12-53,2020-06-16-12-56,1,0.5,0.5,1,7,64
39973,2020-06-16-14-01,2020-06-16-14-03,2020-06-16-14-05,2020-06-16-14-08,2020-06-16-14-00,2020-06-16-14-02,2020-06-16-14-04,2020-06-16-14-08,2,1,0.5,1,8,65
39975,2020-06-16-15-12,2020-06-16-15-14,2020-06-16-15-16,2020-06-16-15-19,2020-06-16-15-11,2020-06-16-15-13,2020-06-16-15-15,2020-06-16-15-19,1,0.5,1,1,9,66
39977,2020-06-16-16-29,2020-06-16-16-31,2020-06-16-16-33,2020-06-16-16-36,2020-06-16-16-28,2020-06-16-16-30,2020-06-16-16-31,2020-06-16-16-34,0.5,0.5,1,1,10,67
39983,2020-06-16-19-59,2020-06-16-20-00,2020-06-16-20-02,2020-06-16-20-04,2020-06-16-19-58,2020-06-16-19-59,2020-06-16-20-00,2020-06-16-20-03,1,0,0,1,11,68
39985,2020-06-16-21-10,2020-06-16-21-11,2020-06-16-21-13,2020-06-16-21-15,2020-06-16-21-10,2020-06-16-21-12,2020-06-16-21-13,2020-06-16-21-15,1,0,0,0.5,12,69
39959,2020-06-17-05-30,2020-06-17-05-31,2020-06-17-05-33,2020-06-17-05-35,2020-06-17-05-29,2020-06-17-05-30,2020-06-17-05-31,2020-06-17-05-34,0.5,0,0.5,1,1,70
39961,2020-06-17-06-42,2020-06-17-06-43,2020-06-17-06-45,2020-06-17-06-47,2020-06-17-06-41,2020-06-17-06-43,2020-06-17-06-44,2020-06-17-06-48,1,0.5,0.5,0.5,2,71
39963,2020-06-17-07-44,2020-06-17-07-46,2020-06-17-07-48,2020-06-17-07-51,2020-06-17-07-46,2020-06-17-07-49,2020-06-17-07-50,2020-06-17-07-54,2,0.5,1,1,3,72
39965,2020-06-17-08-58,2020-06-17-09-00,2020-06-17-09-02,2020-06-17-09-05,2020-06-17-09-04,2020-06-17-09-06,2020-06-17-09-08,2020-06-17-09-10,0,0.5,1,1,4,73
